Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver4	2017-05-01 07:55:00	2017-05-01 07:57:00	2.0	Other	1.0	6.0	none	none	none	A	0	17	
driver4	2017-05-01 07:57:00	2017-05-01 08:41:00	44.0	Driving	1.0	6.0	none	none	none	A	0	17	
driver4	2017-05-01 08:41:00	2017-05-01 09:00:00	19.0	Break	1.0	6.0	none	none	none	none	0	17	
driver4	2017-05-01 09:00:00	2017-05-01 11:37:00	157.0	Driving	1.0	6.0	ndd	first	split_1	A	1	17	
driver4	2017-05-01 11:37:00	2017-05-01 12:03:00	26.0	Break	1.0	6.0	ndd	first	split_1	B_T2	1	17	
driver4	2017-05-01 12:03:00	2017-05-01 12:04:00	1.0	Driving	1.0	6.0	ndd	first	split_2	A	1	17	
driver4	2017-05-01 12:04:00	2017-05-01 13:00:00	56.0	Break	1.0	6.0	ndd	first	split_2	B_T3	1	17	
driver4	2017-05-01 13:00:00	2017-05-01 15:42:00	162.0	Driving	1.0	6.0	ndd	second	split_1	A	1	17	
driver4	2017-05-01 15:42:00	2017-05-01 16:31:00	49.0	Break	1.0	6.0	ndd	second	split_1	B_T2	1	17	
driver4	2017-05-01 16:31:00	2017-05-01 19:45:00	194.0	Driving	1.0	6.0	ndd	second	split_2	A	1	17	
driver4	2017-05-01 19:45:00	2017-05-01 19:47:00	2.0	Other	1.0	6.0	ndd	second	split_2	A	1	17	
driver4	2017-05-01 19:47:00	2017-06-01 07:51:00	724.0	Break	1.0	6.0	ndd	second	split_2	DR_T1	1	17	
driver6	2017-10-01 16:26:00	2017-10-01 16:31:00	5.0	Driving	2.0	7.0	none	none	uninterrupted	A	0	17	
driver6	2017-10-01 16:31:00	2017-10-01 16:36:00	5.0	Break	2.0	7.0	none	none	uninterrupted	B_T0	0	17	
driver6	2017-10-01 16:36:00	2017-10-01 16:38:00	2.0	Driving	2.0	7.0	none	none	uninterrupted	A	0	17	
driver6	2017-10-01 16:38:00	2017-10-01 17:42:00	64.0	Break	2.0	7.0	none	none	uninterrupted	B_T1	0	17	
driver6	2017-10-01 17:42:00	2017-10-01 17:43:00	1.0	Other	2.0	7.0	none	none	none	A	0	17	
driver6	2017-10-01 17:43:00	2017-10-01 18:44:00	61.0	Driving	2.0	7.0	none	none	none	A	0	17	
driver6	2017-10-01 18:44:00	2017-10-01 18:46:00	2.0	Other	2.0	7.0	none	none	none	A	0	17	
driver6	2017-10-01 18:46:00	2017-10-01 19:31:00	45.0	Driving	2.0	7.0	none	none	none	A	0	17	
driver6	2017-10-01 19:31:00	2017-10-01 19:38:00	7.0	Break	2.0	7.0	none	none	none	B_T0	0	17	
driver6	2017-10-01 19:38:00	2017-10-01 20:56:00	78.0	Driving	2.0	7.0	none	none	none	A	0	17	
driver6	2017-10-01 20:56:00	2017-10-01 21:23:00	27.0	Break	2.0	7.0	none	none	none	none	0	17	
driver6	2017-10-01 21:23:00	2017-10-01 21:24:00	1.0	Driving	2.0	7.0	ndd	first	split_1	A	1	17	
