Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver1	2017-03-01 16:20:00	2017-03-01 18:39:00	139.0	Driving	1.0	2.0	ndd	unique	uninterrupted	A	1	2	
driver1	2017-03-01 18:39:00	2017-03-01 18:40:00	1.0	Other	1.0	2.0	ndd	unique	uninterrupted	A	1	2	
driver1	2017-03-01 18:40:00	2017-04-01 09:25:00	885.0	Break	1.0	2.0	ndd	unique	uninterrupted	DR_T1	1	2	
driver1	2017-11-01 20:49:00	2017-11-01 20:50:00	1.0	Driving	2.0	10.0	none	none	uninterrupted	A	0	2	
driver1	2017-11-01 20:50:00	2017-11-01 20:52:00	2.0	Other	2.0	10.0	none	none	uninterrupted	A	0	2	
driver1	2017-11-01 20:52:00	2017-11-01 23:06:00	134.0	Driving	2.0	10.0	none	none	uninterrupted	A	0	2	
driver1	2017-11-01 23:06:00	2017-12-01 00:00:00	54.0	Break	2.0	10.0	none	none	uninterrupted	B_T1	0	2	
driver1	2017-12-01 00:00:00	2017-12-01 03:00:00	180.0	Driving	2.0	10.0	none	none	none	A	0	2	
driver1	2017-12-01 03:00:00	2017-12-01 03:02:00	2.0	Other	2.0	10.0	none	none	none	A	0	2	
driver1	2017-12-01 03:02:00	2017-12-01 03:03:00	1.0	Driving	2.0	10.0	none	none	none	A	0	2	
driver1	2017-12-01 03:03:00	2017-12-01 03:06:00	3.0	Other	2.0	10.0	none	none	none	A	0	2	
driver1	2017-12-01 03:06:00	2017-12-01 03:13:00	7.0	Driving	2.0	10.0	none	none	none	A	0	2	
driver1	2017-12-01 03:13:00	2017-12-01 03:17:00	4.0	Other	2.0	10.0	none	none	none	A	0	2	
driver1	2017-12-01 03:17:00	2017-12-01 06:30:00	193.0	Break	2.0	10.0	none	none	none	none	0	2	
driver1	2017-12-01 06:30:00	2017-12-01 06:33:00	3.0	Driving	2.0	10.0	ndd	unique	uninterrupted	A	1	2	
driver1	2017-12-01 06:33:00	2017-01-14 12:02:00	3209.0	Break	2.0	10.0	ndd	unique	uninterrupted	WR_T1	1	2	
driver3	2017-01-01 17:22:00	2017-01-01 17:24:00	2.0	Other	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver3	2017-01-01 17:24:00	2017-01-01 17:50:00	26.0	Driving	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver3	2017-01-01 17:50:00	2017-01-01 17:54:00	4.0	Break	1.0	1.0	ndd	unique	uninterrupted	B_T0	1	2	
driver3	2017-01-01 17:54:00	2017-01-01 18:37:00	43.0	Driving	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver3	2017-01-01 18:37:00	2017-01-01 18:40:00	3.0	Other	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver3	2017-01-01 18:40:00	2017-01-01 18:47:00	7.0	Driving	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver3	2017-01-01 18:47:00	2017-02-01 09:10:00	863.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	2	
driver3	2017-08-01 21:38:00	2017-12-01 04:17:00	4719.0	Break	2.0	5.0	ndd	unique	uninterrupted	WR_T1	1	2	
driver4	2017-03-01 16:32:00	2017-03-01 19:36:00	184.0	Driving	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-03-01 19:36:00	2017-03-01 19:42:00	6.0	Break	1.0	3.0	ndd	unique	uninterrupted	B_T0	1	2	
driver4	2017-03-01 19:42:00	2017-03-01 19:44:00	2.0	Driving	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-03-01 19:44:00	2017-03-01 19:48:00	4.0	Other	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-03-01 19:48:00	2017-03-01 19:50:00	2.0	Driving	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-03-01 19:50:00	2017-04-01 10:20:00	870.0	Break	1.0	3.0	ndd	unique	uninterrupted	DR_T1	1	2	
driver4	2017-07-01 22:26:00	2017-07-01 22:28:00	2.0	Driving	1.0	9.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-07-01 22:28:00	2017-07-01 22:30:00	2.0	Other	1.0	9.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-07-01 22:30:00	2017-07-01 22:33:00	3.0	Driving	1.0	9.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-07-01 22:33:00	2017-08-01 10:50:00	737.0	Break	1.0	9.0	ndd	unique	uninterrupted	DR_T4	1	2	
driver4	2017-11-01 10:05:00	2017-11-01 10:09:00	4.0	Other	2.0	12.0	ndd	unique	uninterrupted	A	1	2	
driver4	2017-11-01 10:09:00	2017-12-01 18:07:00	1918.0	Break	2.0	12.0	ndd	unique	uninterrupted	WR_T2	1	2	
driver5	2017-02-01 11:19:00	2017-02-01 20:01:00	522.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	2	
driver5	2017-03-01 11:56:00	2017-03-01 12:02:00	6.0	Driving	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver5	2017-03-01 12:02:00	2017-03-01 12:11:00	9.0	Break	1.0	3.0	ndd	unique	uninterrupted	B_T0	1	2	
driver5	2017-03-01 12:11:00	2017-03-01 12:14:00	3.0	Driving	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver5	2017-03-01 12:14:00	2017-03-01 12:17:00	3.0	Break	1.0	3.0	ndd	unique	uninterrupted	B_T0	1	2	
driver5	2017-03-01 12:17:00	2017-03-01 12:19:00	2.0	Driving	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver5	2017-03-01 12:19:00	2017-03-01 12:21:00	2.0	Other	1.0	3.0	ndd	unique	uninterrupted	A	1	2	
driver5	2017-03-01 12:21:00	2017-03-01 18:31:00	370.0	Break	1.0	3.0	ndd	unique	uninterrupted	DR_T3	1	2	
driver6	2017-03-01 17:37:00	2017-03-01 21:33:00	236.0	Driving	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver6	2017-03-01 21:33:00	2017-03-01 21:35:00	2.0	Break	1.0	1.0	ndd	unique	uninterrupted	B_T0	1	2	
driver6	2017-03-01 21:35:00	2017-03-01 21:37:00	2.0	Driving	1.0	1.0	ndd	unique	uninterrupted	A	1	2	
driver6	2017-03-01 21:37:00	2017-04-01 07:04:00	567.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T2	1	2	
driver6	2017-11-01 12:51:00	2017-11-01 13:00:00	9.0	Driving	2.0	8.0	ndd	unique	uninterrupted	A	1	2	
driver6	2017-11-01 13:00:00	2017-11-01 13:03:00	3.0	Other	2.0	8.0	ndd	unique	uninterrupted	A	1	2	
driver6	2017-11-01 13:03:00	2017-11-01 13:04:00	1.0	Driving	2.0	8.0	ndd	unique	uninterrupted	A	1	2	
driver6	2017-11-01 13:04:00	2017-11-01 23:15:00	611.0	Break	2.0	8.0	ndd	unique	uninterrupted	DR_T2	1	2	
driver7	2017-01-01 17:49:00	2017-02-01 18:29:00	1480.0	Break	1.0	1.0	ndd	unique	uninterrupted	WR_T2	1	2	
driver7	2017-04-01 22:08:00	2017-04-01 22:10:00	2.0	Driving	2.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver7	2017-04-01 22:10:00	2017-05-01 07:53:00	583.0	Break	2.0	5.0	ndd	unique	uninterrupted	DR_T4	1	2	
driver7	2017-10-01 07:45:00	2017-10-01 07:47:00	2.0	Driving	3.0	10.0	ndd	unique	uninterrupted	A	1	2	
driver7	2017-10-01 07:47:00	2017-10-01 07:56:00	9.0	Other	3.0	10.0	ndd	unique	uninterrupted	A	1	2	
driver7	2017-10-01 07:56:00	2017-10-01 16:57:00	541.0	Break	3.0	10.0	ndd	unique	uninterrupted	DR_T2	1	2	
driver9	2017-04-01 21:51:00	2017-04-01 21:54:00	3.0	Driving	1.0	4.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-04-01 21:54:00	2017-05-01 07:56:00	602.0	Break	1.0	4.0	ndd	unique	uninterrupted	DR_T4	1	2	
driver9	2017-05-01 07:56:00	2017-05-01 07:58:00	2.0	Driving	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 07:58:00	2017-05-01 08:19:00	21.0	Other	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 08:19:00	2017-05-01 08:25:00	6.0	Break	1.0	5.0	ndd	unique	uninterrupted	B_T0	1	2	
driver9	2017-05-01 08:25:00	2017-05-01 08:26:00	1.0	Driving	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 08:26:00	2017-05-01 08:32:00	6.0	Other	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 08:32:00	2017-05-01 11:19:00	167.0	Driving	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 11:19:00	2017-05-01 11:21:00	2.0	Break	1.0	5.0	ndd	unique	uninterrupted	B_T0	1	2	
driver9	2017-05-01 11:21:00	2017-05-01 11:22:00	1.0	Other	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 11:22:00	2017-05-01 11:23:00	1.0	Driving	1.0	5.0	ndd	unique	uninterrupted	A	1	2	
driver9	2017-05-01 11:23:00	2017-05-01 16:12:00	289.0	Break	1.0	5.0	ndd	unique	uninterrupted	DR_T3	1	2	
driver9	2017-10-01 18:30:00	2017-10-01 21:36:00	186.0	Driving	3.0	8.0	ndd	unique	uninterrupted	A	1	2	
