Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver5	2017-02-01 11:19:00	2017-02-01 20:01:00	522.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver20	2017-01-01 12:40:00	2017-01-01 20:07:00	447.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver26	2017-03-01 13:16:00	2017-03-01 17:02:00	226.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver46	2017-01-01 09:30:00	2017-01-01 14:26:00	296.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver73	2017-04-01 12:25:00	2017-04-01 16:19:00	234.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver96	2017-04-01 08:00:00	2017-04-01 16:56:00	536.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver96	2017-05-01 10:17:00	2017-05-01 14:20:00	243.0	Break	1.0	3.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver132	2017-08-01 11:01:00	2017-08-01 18:27:00	446.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver136	2017-04-01 16:03:00	2017-04-01 22:42:00	399.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver139	2017-04-01 16:42:00	2017-04-01 21:47:00	305.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver140	2017-04-01 09:05:00	2017-04-01 17:55:00	530.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver143	2017-06-01 09:10:00	2017-06-01 13:41:00	271.0	Break	2.0	5.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver184	2017-04-01 09:03:00	2017-04-01 17:55:00	532.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver223	2017-06-01 09:10:00	2017-06-01 13:41:00	271.0	Break	2.0	5.0	ndd	unique	uninterrupted	DR_T3	1	15	
driver256	2017-03-01 12:58:00	2017-03-01 16:19:00	201.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	15	
