Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver1	2017-06-01 23:11:00	2017-07-01 03:38:00	267.0	Driving	1.0	6.0	ndd	first	uninterrupted	A	1	1	
driver1	2017-07-01 03:38:00	2017-07-01 04:26:00	48.0	Break	1.0	6.0	ndd	first	uninterrupted	B_T1	1	1	
driver1	2017-07-01 04:26:00	2017-07-01 08:04:00	218.0	Driving	1.0	6.0	ndd	second	split_1	A	1	1	
driver1	2017-07-01 08:04:00	2017-07-01 08:50:00	46.0	Break	1.0	6.0	ndd	second	split_1	B_T2	1	1	
driver1	2017-07-01 08:50:00	2017-07-01 10:16:00	86.0	Driving	1.0	6.0	ndd	second	split_2	A	1	1	
driver1	2017-07-01 10:16:00	2017-07-01 10:18:00	2.0	Break	1.0	6.0	ndd	second	split_2	B_T0	1	1	
driver1	2017-07-01 10:18:00	2017-07-01 10:22:00	4.0	Driving	1.0	6.0	ndd	second	split_2	A	1	1	
driver1	2017-07-01 10:22:00	2017-07-01 21:24:00	662.0	Break	1.0	6.0	ndd	second	split_2	DR_T1	1	1	
driver7	2017-08-01 09:29:00	2017-08-01 12:09:00	160.0	Driving	3.0	7.0	ndd	first	uninterrupted	A	1	1	
driver7	2017-08-01 12:09:00	2017-08-01 14:16:00	127.0	Break	3.0	7.0	ndd	first	uninterrupted	B_T1	1	1	
driver7	2017-08-01 14:16:00	2017-08-01 14:18:00	2.0	Driving	3.0	7.0	ndd	second	split_1	A	1	1	
driver7	2017-08-01 14:18:00	2017-08-01 15:00:00	42.0	Break	3.0	7.0	ndd	second	split_1	B_T2	1	1	
driver7	2017-08-01 15:00:00	2017-08-01 15:02:00	2.0	Driving	3.0	7.0	ndd	second	split_2	A	1	1	
driver7	2017-08-01 15:02:00	2017-08-01 15:04:00	2.0	Other	3.0	7.0	ndd	second	split_2	A	1	1	
driver7	2017-08-01 15:04:00	2017-08-01 21:38:00	394.0	Break	3.0	7.0	ndd	second	split_2	DR_T3	1	1	
driver7	2017-01-15 13:09:00	2017-01-15 13:22:00	13.0	Driving	3.0	14.0	ndd	first	uninterrupted	A	1	1	
driver7	2017-01-15 13:22:00	2017-01-15 13:33:00	11.0	Break	3.0	14.0	ndd	first	uninterrupted	B_T0	1	1	
driver7	2017-01-15 13:33:00	2017-01-15 16:55:00	202.0	Driving	3.0	14.0	ndd	first	uninterrupted	A	1	1	
driver7	2017-01-15 16:55:00	2017-01-15 17:42:00	47.0	Break	3.0	14.0	ndd	first	uninterrupted	B_T1	1	1	
driver7	2017-01-15 17:42:00	2017-01-15 20:24:00	162.0	Driving	3.0	14.0	ndd	second	split_1	A	1	1	
driver7	2017-01-15 20:24:00	2017-01-15 21:11:00	47.0	Break	3.0	14.0	ndd	second	split_1	B_T2	1	1	
driver7	2017-01-15 21:11:00	2017-01-15 23:52:00	161.0	Driving	3.0	14.0	ndd	second	split_2	A	1	1	
driver7	2017-01-15 23:52:00	2017-01-16 08:54:00	542.0	Break	3.0	14.0	ndd	second	split_2	DR_T4	1	1	
