Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver242,37,Other,1.0,1,none,none,none,A,0,unidentified
driver242,3,Driving,1.0,1,none,none,none,A,0,unidentified
driver242,7,Other,1.0,1,none,none,none,A,0,unidentified
driver242,23,Driving,1.0,1,none,none,none,A,0,unidentified
driver242,5,Driving,1.0,1,none,none,none,A,0,unidentified
driver242,152,Break,1.0,1,none,none,none,none,0,unidentified
driver242,2,Other,1.0,1,none,none,none,A,0,unidentified
driver242,1,Driving,1.0,1,none,none,none,A,0,unidentified
driver242,5,Other,1.0,1,none,none,none,A,0,unidentified
driver242,96,Break,1.0,1,none,none,none,none,0,unidentified
driver242,126,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver242,51,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver242,68,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver242,18,Driving,1.0,1,edd,second,split_2,A,1,no
driver242,11,Break,1.0,1,edd,second,split_2,B_T0,1,no
driver242,122,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver242,125,Break,1.0,1,edd,third,split_1,B_T2,1,no
driver242,203,Break,1.0,1,edd,third,split_2,DR_T3,1,no
driver242,3,Idle,1.0,2,ndd,unique,split_1,I,1,no
driver242,9,Break,1.0,2,ndd,unique,split_1,B_T0,1,no
driver242,1,Idle,1.0,2,ndd,unique,split_1,I,1,no
driver242,34,Break,1.0,2,ndd,unique,split_1,B_T2,1,no
driver242,14,Idle,1.0,2,ndd,unique,split_2,I,1,no
driver242,54,Other,1.0,2,ndd,unique,split_2,A,1,no
driver242,564,Break,1.0,2,ndd,unique,split_2,DR_T4,1,no
driver242,13,Other,1.0,3,ndd,first,uninterrupted,A,1,no
driver242,9,Driving,1.0,3,ndd,first,uninterrupted,A,1,no
driver242,52,Break,1.0,3,ndd,first,uninterrupted,B_T1,1,no
driver242,19,Break,1.0,3,ndd,second,split_1,B_T2,1,no
driver242,6,Other,1.0,3,ndd,second,split_2,A,1,no
driver242,3776,Break,1.0,3,ndd,second,split_2,WR_T1,1,no
driver242,5,Idle,2.0,4,ndd,unique,split_1,I,1,no
driver242,40,Break,2.0,4,ndd,unique,split_1,B_T2,1,no
driver242,6,Idle,2.0,4,ndd,unique,split_2,I,1,no
driver242,873,Break,2.0,4,ndd,unique,split_2,DR_T1,1,no
driver242,28,Idle,2.0,5,edd,first,split_1,I,1,no
driver242,25,Break,2.0,5,edd,first,split_1,B_T2,1,no
driver242,56,Break,2.0,5,edd,first,split_2,B_T3,1,no
driver242,6,Driving,2.0,5,edd,second,uninterrupted,A,1,no
driver242,13,Other,2.0,5,edd,second,uninterrupted,A,1,no
driver242,1,Driving,2.0,5,edd,second,uninterrupted,A,1,no
driver242,4,Other,2.0,5,edd,second,uninterrupted,A,1,no
driver242,2,Driving,2.0,5,edd,second,uninterrupted,A,1,no
driver242,3,Other,2.0,5,edd,second,uninterrupted,A,1,no
driver242,2,Driving,2.0,5,edd,second,uninterrupted,A,1,no
driver242,15,Other,2.0,5,edd,second,uninterrupted,A,1,no
driver242,58,Break,2.0,5,edd,second,uninterrupted,B_T1,1,no
driver242,529,Other,2.0,5,edd,third,split_1,A,1,no
driver242,22,Break,2.0,5,edd,third,split_1,B_T2,1,no
driver242,25,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,10,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,9,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,9,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,16,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,9,Idle,2.0,5,edd,third,split_2,I,1,no
driver242,10,Idle,2.0,5,edd,third,split_2,I,1,no
driver242,2,Break,2.0,5,edd,third,split_2,B_T0,1,no
driver242,10,Other,2.0,5,edd,third,split_2,A,1,no
driver242,20,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,17,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,1,Break,2.0,5,edd,third,split_2,B_T0,1,no
driver242,1,Driving,2.0,5,edd,third,split_2,A,1,no
driver242,15,Other,2.0,5,edd,third,split_2,A,1,no
driver242,1,Idle,2.0,5,edd,third,split_2,I,1,no
driver242,1,Break,2.0,5,edd,third,split_2,B_T0,1,no
driver242,17,Other,2.0,5,edd,third,split_2,A,1,no
driver242,781,Break,2.0,5,edd,third,split_2,DR_T1,1,no
driver242,30,Idle,2.0,6,ndd,unique,uninterrupted,I,1,no
driver242,919,Break,2.0,6,ndd,unique,uninterrupted,DR_T1,1,no
driver242,36,Idle,2.0,7,ndd,first,split_1,I,1,no
driver242,48,Break,2.0,7,ndd,first,split_1,B_T2,1,no
driver242,59,Idle,2.0,7,ndd,first,split_2,I,1,no
driver242,1,Break,2.0,7,ndd,first,split_2,B_T0,1,no
driver242,18,Idle,2.0,7,ndd,first,split_2,I,1,no
driver242,94,Break,2.0,7,ndd,first,split_2,B_T3,1,no
driver242,1,Driving,2.0,7,ndd,second,split_1,A,1,no
driver242,5,Other,2.0,7,ndd,second,split_1,A,1,no
driver242,78,Break,2.0,7,ndd,second,split_1,B_T2,1,no
driver242,21,Driving,2.0,7,ndd,second,split_2,A,1,no
driver242,1549,Break,2.0,7,ndd,second,split_2,WR_T2,1,no
