Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver55,5,Break,1.0,1,ndd,unique,uninterrupted,B_T0,1,no
driver55,1,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver55,1,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver55,790,Break,1.0,1,ndd,unique,uninterrupted,DR_T1,1,no
driver55,102,Driving,1.0,2,ndd,first,split_1,A,1,no
driver55,15,Break,1.0,2,ndd,first,split_1,B_T2,1,no
driver55,163,Driving,1.0,2,ndd,first,split_2,A,1,no
driver55,32,Break,1.0,2,ndd,first,split_2,B_T3,1,no
driver55,161,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver55,7,Break,1.0,2,ndd,second,uninterrupted,B_T0,1,no
driver55,1,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver55,520,Break,1.0,2,ndd,second,uninterrupted,DR_T3,1,no
driver55,4,Driving,1.0,3,none,none,none,A,0,unidentified
driver55,428,Break,1.0,3,none,none,none,none,0,unidentified
driver55,3,Driving,1.0,3,none,none,none,A,0,unidentified
driver55,23,Other,1.0,3,none,none,none,A,0,unidentified
driver55,2,Break,1.0,3,none,none,none,B_T0,0,unidentified
driver55,1,Driving,1.0,3,none,none,none,A,0,unidentified
driver55,255,Break,1.0,3,none,none,none,none,0,unidentified
driver55,224,Driving,1.0,3,edd,first,split_1,A,1,Excessive Driving without breaks
driver55,45,Break,1.0,3,edd,first,split_1,B_T2,1,Excessive Driving without breaks
driver55,69,Driving,1.0,3,edd,first,split_2,A,1,Excessive Driving without breaks
driver55,51,Break,1.0,3,edd,first,split_2,B_T3,1,Excessive Driving without breaks
driver55,102,Driving,1.0,3,edd,second,split_1,A,1,no
driver55,4,Break,1.0,3,edd,second,split_1,B_T0,1,no
driver55,2,Driving,1.0,3,edd,second,split_1,A,1,no
driver55,31,Break,1.0,3,edd,second,split_1,B_T2,1,no
driver55,5,Other,1.0,3,edd,second,split_2,A,1,no
driver55,33,Break,1.0,3,edd,second,split_2,B_T3,1,no
