Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver92,1268,Break,1.0,1,ndd,unique,uninterrupted,DR_T1,1,no
driver92,10,Driving,1.0,2,edd,first,split_1,A,1,no
driver92,8,Other,1.0,2,edd,first,split_1,A,1,no
driver92,12,Break,1.0,2,edd,first,split_1,B_T0,1,no
driver92,1,Driving,1.0,2,edd,first,split_1,A,1,no
driver92,2,Other,1.0,2,edd,first,split_1,A,1,no
driver92,9,Driving,1.0,2,edd,first,split_1,A,1,no
driver92,6,Break,1.0,2,edd,first,split_1,B_T0,1,no
driver92,2,Driving,1.0,2,edd,first,split_1,A,1,no
driver92,33,Break,1.0,2,edd,first,split_1,B_T2,1,no
driver92,1,Driving,1.0,2,edd,first,split_2,A,1,no
driver92,51,Break,1.0,2,edd,first,split_2,B_T3,1,no
driver92,238,Driving,1.0,2,edd,second,uninterrupted,A,1,no
driver92,49,Break,1.0,2,edd,second,uninterrupted,B_T1,1,no
driver92,162,Driving,1.0,2,edd,third,split_1,A,1,no
driver92,3,Other,1.0,2,edd,third,split_1,A,1,no
driver92,57,Break,1.0,2,edd,third,split_1,B_T2,1,no
driver92,13,Other,1.0,2,edd,third,split_2,A,1,no
driver92,3735,Break,1.0,2,edd,third,split_2,WR_T1,1,no
driver92,34,Driving,2.0,3,none,none,none,A,0,unidentified
driver92,36,Break,2.0,3,none,none,none,none,0,unidentified
driver92,4,Driving,2.0,3,ndd,first,split_1,A,1,no
driver92,10,Break,2.0,3,ndd,first,split_1,B_T0,1,no
driver92,6,Other,2.0,3,ndd,first,split_1,A,1,no
driver92,19,Break,2.0,3,ndd,first,split_1,B_T2,1,no
driver92,7,Other,2.0,3,ndd,first,split_2,A,1,no
driver92,55,Break,2.0,3,ndd,first,split_2,B_T3,1,no
driver92,1,Driving,2.0,3,ndd,second,split_1,A,1,Excessive Driving without breaks
driver92,2,Other,2.0,3,ndd,second,split_1,A,1,Excessive Driving without breaks
driver92,239,Driving,2.0,3,ndd,second,split_1,A,1,Excessive Driving without breaks
driver92,48,Break,2.0,3,ndd,second,split_1,B_T2,1,Excessive Driving without breaks
driver92,259,Driving,2.0,3,ndd,second,split_2,A,1,Excessive Driving without breaks
driver92,669,Break,2.0,3,ndd,second,split_2,DR_T1,1,Excessive Driving without breaks
driver92,59,Driving,2.0,4,ndd,first,split_1,A,1,no
driver92,21,Other,2.0,4,ndd,first,split_1,A,1,no
driver92,1,Driving,2.0,4,ndd,first,split_1,A,1,no
driver92,10,Other,2.0,4,ndd,first,split_1,A,1,no
driver92,1,Driving,2.0,4,ndd,first,split_1,A,1,no
driver92,27,Break,2.0,4,ndd,first,split_1,B_T2,1,no
driver92,2,Driving,2.0,4,ndd,first,split_2,A,1,no
driver92,50,Break,2.0,4,ndd,first,split_2,B_T3,1,no
driver92,226,Driving,2.0,4,ndd,second,split_1,A,1,no
driver92,48,Break,2.0,4,ndd,second,split_1,B_T2,1,no
driver92,132,Driving,2.0,4,ndd,second,split_2,A,1,no
driver92,2,Other,2.0,4,ndd,second,split_2,A,1,no
driver92,1572,Break,2.0,4,ndd,second,split_2,WR_T2,1,no
driver92,3,Driving,3.0,5,ndd,unique,split_1,A,1,no
driver92,10,Other,3.0,5,ndd,unique,split_1,A,1,no
driver92,2,Driving,3.0,5,ndd,unique,split_1,A,1,no
driver92,1,Other,3.0,5,ndd,unique,split_1,A,1,no
driver92,34,Break,3.0,5,ndd,unique,split_1,B_T2,1,no
driver92,4,Other,3.0,5,ndd,unique,split_2,A,1,no
driver92,3,Driving,3.0,5,ndd,unique,split_2,A,1,no
driver92,1,Other,3.0,5,ndd,unique,split_2,A,1,no
driver92,679,Break,3.0,5,ndd,unique,split_2,DR_T1,1,no
driver92,22,Driving,3.0,6,edd,first,uninterrupted,A,1,no
driver92,22,Other,3.0,6,edd,first,uninterrupted,A,1,no
driver92,17,Driving,3.0,6,edd,first,uninterrupted,A,1,no
driver92,85,Break,3.0,6,edd,first,uninterrupted,B_T1,1,no
driver92,2,Driving,3.0,6,edd,second,split_1,A,1,no
driver92,21,Break,3.0,6,edd,second,split_1,B_T2,1,no
driver92,207,Driving,3.0,6,edd,second,split_2,A,1,no
driver92,10,Break,3.0,6,edd,second,split_2,B_T0,1,no
driver92,26,Driving,3.0,6,edd,second,split_2,A,1,no
driver92,46,Break,3.0,6,edd,second,split_2,B_T3,1,no
driver92,156,Driving,3.0,6,edd,third,uninterrupted,A,1,no
driver92,2,Other,3.0,6,edd,third,uninterrupted,A,1,no
driver92,5,Driving,3.0,6,edd,third,uninterrupted,A,1,no
driver92,1,Other,3.0,6,edd,third,uninterrupted,A,1,no
driver92,551,Break,3.0,6,edd,third,uninterrupted,DR_T2,1,no
driver92,29,Driving,3.0,7,edd,first,split_1,A,1,no
driver92,2,Other,3.0,7,edd,first,split_1,A,1,no
driver92,100,Driving,3.0,7,edd,first,split_1,A,1,no
driver92,13,Break,3.0,7,edd,first,split_1,B_T0,1,no
driver92,34,Driving,3.0,7,edd,first,split_1,A,1,no
driver92,5,Other,3.0,7,edd,first,split_1,A,1,no
driver92,22,Break,3.0,7,edd,first,split_1,B_T2,1,no
driver92,33,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,2,Other,3.0,7,edd,first,split_2,A,1,no
driver92,4,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,4,Other,3.0,7,edd,first,split_2,A,1,no
driver92,1,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,4,Other,3.0,7,edd,first,split_2,A,1,no
driver92,3,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,6,Other,3.0,7,edd,first,split_2,A,1,no
driver92,3,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,7,Other,3.0,7,edd,first,split_2,A,1,no
driver92,3,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,3,Other,3.0,7,edd,first,split_2,A,1,no
driver92,3,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,2,Other,3.0,7,edd,first,split_2,A,1,no
driver92,2,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,4,Other,3.0,7,edd,first,split_2,A,1,no
driver92,5,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,2,Other,3.0,7,edd,first,split_2,A,1,no
driver92,5,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,7,Break,3.0,7,edd,first,split_2,B_T0,1,no
driver92,3,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,11,Break,3.0,7,edd,first,split_2,B_T0,1,no
driver92,1,Driving,3.0,7,edd,first,split_2,A,1,no
driver92,37,Break,3.0,7,edd,first,split_2,B_T3,1,no
driver92,1,Driving,3.0,7,edd,second,uninterrupted,A,1,no
driver92,3,Other,3.0,7,edd,second,uninterrupted,A,1,no
driver92,2,Driving,3.0,7,edd,second,uninterrupted,A,1,no
driver92,2,Other,3.0,7,edd,second,uninterrupted,A,1,no
driver92,51,Break,3.0,7,edd,second,uninterrupted,B_T1,1,no
driver92,2,Other,3.0,7,edd,third,split_1,A,1,no
driver92,2,Driving,3.0,7,edd,third,split_1,A,1,no
driver92,30,Break,3.0,7,edd,third,split_1,B_T2,1,no
driver92,8,Driving,3.0,7,edd,third,split_2,A,1,no
driver92,1109,Break,3.0,7,edd,third,split_2,DR_T1,1,no
driver92,37,Driving,3.0,8,ndd,first,uninterrupted,A,1,no
driver92,46,Break,3.0,8,ndd,first,uninterrupted,B_T1,1,no
driver92,3,Driving,3.0,8,ndd,second,uninterrupted,A,1,no
driver92,2976,Break,3.0,8,ndd,second,uninterrupted,WR_T1,1,no
