Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver142,70,Idle,1.0,1,none,none,none,I,0,unidentified
driver142,6,Idle,1.0,1,none,none,none,I,0,unidentified
driver142,151,Break,1.0,1,none,none,none,none,0,unidentified
driver142,8,Idle,1.0,1,none,none,none,I,0,unidentified
driver142,96,Break,1.0,1,none,none,none,none,0,unidentified
driver142,126,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver142,51,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver142,68,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver142,18,Idle,1.0,1,edd,second,split_2,I,1,no
driver142,11,Break,1.0,1,edd,second,split_2,B_T0,1,no
driver142,122,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver142,125,Break,1.0,1,edd,third,split_1,B_T2,1,no
driver142,203,Break,1.0,1,edd,third,split_2,DR_T3,1,no
driver142,1,Driving,1.0,2,ndd,unique,split_1,A,1,no
driver142,1,Other,1.0,2,ndd,unique,split_1,A,1,no
driver142,10,Break,1.0,2,ndd,unique,split_1,B_T0,1,no
driver142,1,Driving,1.0,2,ndd,unique,split_1,A,1,no
driver142,34,Break,1.0,2,ndd,unique,split_1,B_T2,1,no
driver142,14,Driving,1.0,2,ndd,unique,split_2,A,1,no
driver142,54,Other,1.0,2,ndd,unique,split_2,A,1,no
driver142,564,Break,1.0,2,ndd,unique,split_2,DR_T4,1,no
driver142,22,Idle,1.0,3,ndd,first,uninterrupted,I,1,no
driver142,52,Break,1.0,3,ndd,first,uninterrupted,B_T1,1,no
driver142,19,Break,1.0,3,ndd,second,split_1,B_T2,1,no
driver142,6,Idle,1.0,3,ndd,second,split_2,I,1,no
driver142,3776,Break,1.0,3,ndd,second,split_2,WR_T1,1,no
driver142,1,Driving,2.0,4,ndd,unique,split_1,A,1,no
driver142,2,Other,2.0,4,ndd,unique,split_1,A,1,no
driver142,2,Driving,2.0,4,ndd,unique,split_1,A,1,no
driver142,40,Break,2.0,4,ndd,unique,split_1,B_T2,1,no
driver142,1,Driving,2.0,4,ndd,unique,split_2,A,1,no
driver142,5,Other,2.0,4,ndd,unique,split_2,A,1,no
driver142,873,Break,2.0,4,ndd,unique,split_2,DR_T1,1,no
driver142,28,Other,2.0,5,edd,first,split_1,A,1,no
driver142,25,Break,2.0,5,edd,first,split_1,B_T2,1,no
driver142,56,Break,2.0,5,edd,first,split_2,B_T3,1,no
driver142,46,Idle,2.0,5,edd,second,uninterrupted,I,1,no
driver142,58,Break,2.0,5,edd,second,uninterrupted,B_T1,1,no
driver142,529,Idle,2.0,5,edd,third,split_1,I,1,no
driver142,22,Break,2.0,5,edd,third,split_1,B_T2,1,no
driver142,25,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,10,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,9,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,9,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,16,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,9,Driving,2.0,5,edd,third,split_2,A,1,no
driver142,10,Driving,2.0,5,edd,third,split_2,A,1,no
driver142,29,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,17,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,1,Break,2.0,5,edd,third,split_2,B_T0,1,no
driver142,16,Idle,2.0,5,edd,third,split_2,I,1,no
driver142,2,Break,2.0,5,edd,third,split_2,B_T0,1,no
driver142,17,Other,2.0,5,edd,third,split_2,A,1,no
driver142,781,Break,2.0,5,edd,third,split_2,DR_T1,1,no
driver142,4,Driving,2.0,6,ndd,unique,uninterrupted,A,1,no
driver142,2,Other,2.0,6,ndd,unique,uninterrupted,A,1,no
driver142,2,Driving,2.0,6,ndd,unique,uninterrupted,A,1,no
driver142,10,Other,2.0,6,ndd,unique,uninterrupted,A,1,no
driver142,4,Driving,2.0,6,ndd,unique,uninterrupted,A,1,no
driver142,8,Other,2.0,6,ndd,unique,uninterrupted,A,1,no
driver142,919,Break,2.0,6,ndd,unique,uninterrupted,DR_T1,1,no
driver142,1,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,2,Other,2.0,7,ndd,first,split_1,A,1,no
driver142,3,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,3,Other,2.0,7,ndd,first,split_1,A,1,no
driver142,1,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,5,Other,2.0,7,ndd,first,split_1,A,1,no
driver142,1,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,2,Other,2.0,7,ndd,first,split_1,A,1,no
driver142,1,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,11,Other,2.0,7,ndd,first,split_1,A,1,no
driver142,2,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,2,Other,2.0,7,ndd,first,split_1,A,1,no
driver142,1,Driving,2.0,7,ndd,first,split_1,A,1,no
driver142,49,Break,2.0,7,ndd,first,split_1,B_T2,1,no
driver142,2,Driving,2.0,7,ndd,first,split_2,A,1,no
driver142,57,Other,2.0,7,ndd,first,split_2,A,1,no
driver142,1,Break,2.0,7,ndd,first,split_2,B_T0,1,no
driver142,3,Driving,2.0,7,ndd,first,split_2,A,1,no
driver142,4,Other,2.0,7,ndd,first,split_2,A,1,no
driver142,11,Driving,2.0,7,ndd,first,split_2,A,1,no
driver142,94,Break,2.0,7,ndd,first,split_2,B_T3,1,no
driver142,7,Idle,2.0,7,ndd,second,split_1,I,1,no
driver142,77,Break,2.0,7,ndd,second,split_1,B_T2,1,no
driver142,21,Idle,2.0,7,ndd,second,split_2,I,1,no
driver142,1549,Break,2.0,7,ndd,second,split_2,WR_T2,1,no
