Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver285,79,Break,1.0,1,ndd,first,uninterrupted,B_T1,1,no
driver285,12,Driving,1.0,1,ndd,second,split_1,A,1,no
driver285,10,Other,1.0,1,ndd,second,split_1,A,1,no
driver285,1,Break,1.0,1,ndd,second,split_1,B_T0,1,no
driver285,9,Driving,1.0,1,ndd,second,split_1,A,1,no
driver285,6,Other,1.0,1,ndd,second,split_1,A,1,no
driver285,13,Driving,1.0,1,ndd,second,split_1,A,1,no
driver285,7,Other,1.0,1,ndd,second,split_1,A,1,no
driver285,5,Break,1.0,1,ndd,second,split_1,B_T0,1,no
driver285,1,Driving,1.0,1,ndd,second,split_1,A,1,no
driver285,88,Break,1.0,1,ndd,second,split_1,B_T2,1,no
driver285,20,Driving,1.0,1,ndd,second,split_2,A,1,no
driver285,16,Other,1.0,1,ndd,second,split_2,A,1,no
driver285,127,Driving,1.0,1,ndd,second,split_2,A,1,no
driver285,719,Break,1.0,1,ndd,second,split_2,DR_T1,1,no
driver285,90,Driving,1.0,2,ndd,first,split_1,A,1,no
driver285,17,Break,1.0,2,ndd,first,split_1,B_T2,1,no
driver285,1,Driving,1.0,2,ndd,first,split_2,A,1,no
driver285,51,Break,1.0,2,ndd,first,split_2,B_T3,1,no
driver285,241,Driving,1.0,2,ndd,second,split_1,A,1,no
driver285,62,Break,1.0,2,ndd,second,split_1,B_T2,1,no
driver285,115,Driving,1.0,2,ndd,second,split_2,A,1,no
driver285,2,Other,1.0,2,ndd,second,split_2,A,1,no
driver285,2,Break,1.0,2,ndd,second,split_2,B_T0,1,no
driver285,20,Other,1.0,2,ndd,second,split_2,A,1,no
driver285,2,Break,1.0,2,ndd,second,split_2,B_T0,1,no
driver285,31,Driving,1.0,2,ndd,second,split_2,A,1,no
driver285,1,Other,1.0,2,ndd,second,split_2,A,1,no
driver285,666,Break,1.0,2,ndd,second,split_2,DR_T1,1,no
driver285,150,Driving,1.0,3,ndd,first,split_1,A,1,no
driver285,22,Break,1.0,3,ndd,first,split_1,B_T2,1,no
driver285,59,Driving,1.0,3,ndd,first,split_2,A,1,no
driver285,4,Break,1.0,3,ndd,first,split_2,B_T0,1,no
driver285,1,Driving,1.0,3,ndd,first,split_2,A,1,no
driver285,87,Break,1.0,3,ndd,first,split_2,B_T3,1,no
driver285,3,Other,1.0,3,ndd,second,split_1,A,1,no
driver285,1,Driving,1.0,3,ndd,second,split_1,A,1,no
driver285,18,Break,1.0,3,ndd,second,split_1,B_T2,1,no
driver285,3,Other,1.0,3,ndd,second,split_2,A,1,no
driver285,6,Break,1.0,3,ndd,second,split_2,B_T0,1,no
driver285,3,Driving,1.0,3,ndd,second,split_2,A,1,no
driver285,1848,Break,1.0,3,ndd,second,split_2,WR_T2,1,no
driver285,4,Other,2.0,4,none,none,none,A,0,unidentified
driver285,3,Driving,2.0,4,none,none,none,A,0,unidentified
driver285,22,Other,2.0,4,none,none,none,A,0,unidentified
driver285,27,Break,2.0,4,none,none,none,none,0,unidentified
driver285,14,Other,2.0,4,ndd,unique,split_1,A,1,no
driver285,21,Break,2.0,4,ndd,unique,split_1,B_T2,1,no
driver285,5,Other,2.0,4,ndd,unique,split_2,A,1,no
driver285,2,Break,2.0,4,ndd,unique,split_2,B_T0,1,no
driver285,5,Other,2.0,4,ndd,unique,split_2,A,1,no
driver285,11,Break,2.0,4,ndd,unique,split_2,B_T0,1,no
driver285,9,Other,2.0,4,ndd,unique,split_2,A,1,no
driver285,1,Break,2.0,4,ndd,unique,split_2,B_T0,1,no
driver285,155,Driving,2.0,4,ndd,unique,split_2,A,1,no
driver285,924,Break,2.0,4,ndd,unique,split_2,DR_T1,1,no
driver285,4,Driving,2.0,5,none,none,none,A,0,unidentified
driver285,5,Other,2.0,5,none,none,none,A,0,unidentified
driver285,31,Break,2.0,5,none,none,none,none,0,unidentified
driver285,4,Driving,2.0,5,ndd,unique,split_1,A,1,no
driver285,16,Break,2.0,5,ndd,unique,split_1,B_T2,1,no
driver285,3,Other,2.0,5,ndd,unique,split_2,A,1,no
driver285,5,Driving,2.0,5,ndd,unique,split_2,A,1,no
driver285,1,Other,2.0,5,ndd,unique,split_2,A,1,no
driver285,2477,Break,2.0,5,ndd,unique,split_2,WR_T2,1,no
driver285,1,Driving,3.0,6,none,none,uninterrupted,A,0,unidentified
driver285,63,Break,3.0,6,none,none,uninterrupted,B_T1,0,unidentified
driver285,4,Other,3.0,6,edd,first,split_1,A,1,no
driver285,24,Break,3.0,6,edd,first,split_1,B_T2,1,no
driver285,6,Other,3.0,6,edd,first,split_2,A,1,no
driver285,1,Driving,3.0,6,edd,first,split_2,A,1,no
driver285,60,Break,3.0,6,edd,first,split_2,B_T3,1,no
driver285,2,Driving,3.0,6,edd,second,uninterrupted,A,1,no
driver285,5,Other,3.0,6,edd,second,uninterrupted,A,1,no
driver285,60,Break,3.0,6,edd,second,uninterrupted,B_T1,1,no
driver285,1,Other,3.0,6,edd,third,split_1,A,1,no
driver285,2,Driving,3.0,6,edd,third,split_1,A,1,no
driver285,90,Break,3.0,6,edd,third,split_1,B_T2,1,no
driver285,22,Driving,3.0,6,edd,third,split_2,A,1,no
driver285,2748,Break,3.0,6,edd,third,split_2,WR_T1,1,no
driver285,21,Driving,4.0,7,ndd,first,uninterrupted,A,1,no
driver285,4,Break,4.0,7,ndd,first,uninterrupted,B_T0,1,no
