Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver122,79,Driving,1.0,1,edd,first,split_1,A,1,no
driver122,7,Break,1.0,1,edd,first,split_1,B_T0,1,no
driver122,21,Other,1.0,1,edd,first,split_1,A,1,no
driver122,28,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver122,2,Driving,1.0,1,edd,first,split_2,A,1,no
driver122,38,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver122,119,Driving,1.0,1,edd,second,split_1,A,1,no
driver122,4,Other,1.0,1,edd,second,split_1,A,1,no
driver122,2,Driving,1.0,1,edd,second,split_1,A,1,no
driver122,3,Other,1.0,1,edd,second,split_1,A,1,no
driver122,1,Driving,1.0,1,edd,second,split_1,A,1,no
driver122,5,Other,1.0,1,edd,second,split_1,A,1,no
driver122,2,Driving,1.0,1,edd,second,split_1,A,1,no
driver122,17,Other,1.0,1,edd,second,split_1,A,1,no
driver122,4,Driving,1.0,1,edd,second,split_1,A,1,no
driver122,36,Other,1.0,1,edd,second,split_1,A,1,no
driver122,1,Driving,1.0,1,edd,second,split_1,A,1,no
driver122,2,Other,1.0,1,edd,second,split_1,A,1,no
driver122,29,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver122,5,Other,1.0,1,edd,second,split_2,A,1,no
driver122,4,Driving,1.0,1,edd,second,split_2,A,1,no
driver122,14,Break,1.0,1,edd,second,split_2,B_T0,1,no
driver122,10,Driving,1.0,1,edd,second,split_2,A,1,no
driver122,1,Other,1.0,1,edd,second,split_2,A,1,no
driver122,6,Break,1.0,1,edd,second,split_2,B_T0,1,no
driver122,92,Driving,1.0,1,edd,second,split_2,A,1,no
driver122,48,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver122,145,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver122,14,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver122,32,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver122,5,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver122,51,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver122,5,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver122,2,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver122,6,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver122,1,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver122,14,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver122,930,Break,1.0,1,edd,third,uninterrupted,DR_T1,1,no
driver122,8,Driving,1.0,2,ndd,unique,uninterrupted,A,1,no
driver122,12,Other,1.0,2,ndd,unique,uninterrupted,A,1,no
driver122,3190,Break,1.0,2,ndd,unique,uninterrupted,WR_T1,1,no
driver122,93,Driving,2.0,3,ndd,first,split_1,A,1,no
driver122,7,Other,2.0,3,ndd,first,split_1,A,1,no
driver122,52,Driving,2.0,3,ndd,first,split_1,A,1,no
driver122,10,Other,2.0,3,ndd,first,split_1,A,1,no
driver122,72,Driving,2.0,3,ndd,first,split_1,A,1,no
driver122,6,Other,2.0,3,ndd,first,split_1,A,1,no
driver122,7,Break,2.0,3,ndd,first,split_1,B_T0,1,no
driver122,14,Driving,2.0,3,ndd,first,split_1,A,1,no
