Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver53,153,Driving,1.0,1,ndd,first,split_1,A,1,no
driver53,46,Break,1.0,1,ndd,first,split_1,B_T2,1,no
driver53,120,Driving,1.0,1,ndd,first,split_2,A,1,no
driver53,2,Other,1.0,1,ndd,first,split_2,A,1,no
driver53,2,Driving,1.0,1,ndd,first,split_2,A,1,no
driver53,3,Other,1.0,1,ndd,first,split_2,A,1,no
driver53,3,Driving,1.0,1,ndd,first,split_2,A,1,no
driver53,1,Break,1.0,1,ndd,first,split_2,B_T0,1,no
driver53,2,Break,1.0,1,ndd,first,split_2,B_T0,1,no
driver53,8,Driving,1.0,1,ndd,first,split_2,A,1,no
driver53,33,Break,1.0,1,ndd,first,split_2,B_T3,1,no
driver53,5,Driving,1.0,1,ndd,second,split_1,A,1,no
driver53,7,Other,1.0,1,ndd,second,split_1,A,1,no
driver53,16,Break,1.0,1,ndd,second,split_1,B_T2,1,no
driver53,13,Driving,1.0,1,ndd,second,split_2,A,1,no
driver53,3,Other,1.0,1,ndd,second,split_2,A,1,no
driver53,10,Break,1.0,1,ndd,second,split_2,B_T0,1,no
driver53,1,Other,1.0,1,ndd,second,split_2,A,1,no
driver53,14,Driving,1.0,1,ndd,second,split_2,A,1,no
driver53,5,Other,1.0,1,ndd,second,split_2,A,1,no
driver53,5,Driving,1.0,1,ndd,second,split_2,A,1,no
driver53,2,Other,1.0,1,ndd,second,split_2,A,1,no
driver53,9,Driving,1.0,1,ndd,second,split_2,A,1,no
driver53,14,Break,1.0,1,ndd,second,split_2,B_T0,1,no
driver53,4,Driving,1.0,1,ndd,second,split_2,A,1,no
driver53,1,Other,1.0,1,ndd,second,split_2,A,1,no
driver53,4660,Break,1.0,1,ndd,second,split_2,WR_T1,1,no
driver53,2,Break,2.0,2,ndd,first,uninterrupted,B_T0,1,no
driver53,3,Other,2.0,2,ndd,first,uninterrupted,A,1,no
driver53,10,Driving,2.0,2,ndd,first,uninterrupted,A,1,no
driver53,7,Other,2.0,2,ndd,first,uninterrupted,A,1,no
driver53,11,Break,2.0,2,ndd,first,uninterrupted,B_T0,1,no
driver53,11,Driving,2.0,2,ndd,first,uninterrupted,A,1,no
driver53,8,Other,2.0,2,ndd,first,uninterrupted,A,1,no
driver53,253,Driving,2.0,2,ndd,first,uninterrupted,A,1,no
driver53,54,Break,2.0,2,ndd,first,uninterrupted,B_T1,1,no
driver53,230,Driving,2.0,2,ndd,second,uninterrupted,A,1,no
driver53,548,Break,2.0,2,ndd,second,uninterrupted,DR_T2,1,no
driver53,254,Driving,2.0,3,edd,first,uninterrupted,A,1,no
driver53,47,Break,2.0,3,edd,first,uninterrupted,B_T1,1,no
driver53,86,Driving,2.0,3,edd,second,split_1,A,1,no
driver53,33,Break,2.0,3,edd,second,split_1,B_T2,1,no
driver53,149,Driving,2.0,3,edd,second,split_2,A,1,no
driver53,31,Break,2.0,3,edd,second,split_2,B_T3,1,no
driver53,58,Driving,2.0,3,edd,third,uninterrupted,A,1,no
driver53,556,Break,2.0,3,edd,third,uninterrupted,DR_T2,1,no
driver53,258,Driving,2.0,4,edd,first,uninterrupted,A,1,no
driver53,54,Break,2.0,4,edd,first,uninterrupted,B_T1,1,no
driver53,264,Driving,2.0,4,edd,second,uninterrupted,A,1,no
driver53,46,Break,2.0,4,edd,second,uninterrupted,B_T1,1,no
driver53,39,Driving,2.0,4,edd,third,split_1,A,1,no
driver53,18,Break,2.0,4,edd,third,split_1,B_T2,1,no
driver53,4,Other,2.0,4,edd,third,split_2,A,1,no
driver53,1,Driving,2.0,4,edd,third,split_2,A,1,no
driver53,3,Break,2.0,4,edd,third,split_2,B_T0,1,no
driver53,1,Driving,2.0,4,edd,third,split_2,A,1,no
driver53,14,Break,2.0,4,edd,third,split_2,B_T0,1,no
driver53,3,Driving,2.0,4,edd,third,split_2,A,1,no
driver53,3728,Break,2.0,4,edd,third,split_2,WR_T1,1,no
driver53,41,Driving,3.0,5,ndd,first,uninterrupted,A,1,no
driver53,85,Break,3.0,5,ndd,first,uninterrupted,B_T1,1,no
driver53,29,Driving,3.0,5,ndd,second,split_1,A,1,no
driver53,16,Break,3.0,5,ndd,second,split_1,B_T2,1,no
driver53,79,Driving,3.0,5,ndd,second,split_2,A,1,no
driver53,4,Other,3.0,5,ndd,second,split_2,A,1,no
driver53,2,Driving,3.0,5,ndd,second,split_2,A,1,no
driver53,411,Break,3.0,5,ndd,second,split_2,DR_T3,1,no
driver53,84,Driving,3.0,6,ndd,unique,uninterrupted,A,1,no
driver53,561,Break,3.0,6,ndd,unique,uninterrupted,DR_T4,1,no
driver53,8,Driving,3.0,7,none,none,none,A,0,unidentified
driver53,39,Break,3.0,7,none,none,none,none,0,unidentified
driver53,3,Driving,3.0,7,none,none,none,A,0,unidentified
driver53,3,Other,3.0,7,none,none,none,A,0,unidentified
driver53,24,Break,3.0,7,none,none,none,none,0,unidentified
driver53,4,Driving,3.0,7,ndd,unique,split_1,A,1,no
driver53,2,Other,3.0,7,ndd,unique,split_1,A,1,no
driver53,13,Driving,3.0,7,ndd,unique,split_1,A,1,no
driver53,1,Break,3.0,7,ndd,unique,split_1,B_T0,1,no
driver53,1,Other,3.0,7,ndd,unique,split_1,A,1,no
driver53,25,Driving,3.0,7,ndd,unique,split_1,A,1,no
driver53,1,Other,3.0,7,ndd,unique,split_1,A,1,no
driver53,3,Break,3.0,7,ndd,unique,split_1,B_T0,1,no
driver53,1,Other,3.0,7,ndd,unique,split_1,A,1,no
driver53,11,Break,3.0,7,ndd,unique,split_1,B_T0,1,no
driver53,62,Driving,3.0,7,ndd,unique,split_1,A,1,no
driver53,16,Break,3.0,7,ndd,unique,split_1,B_T2,1,no
driver53,98,Driving,3.0,7,ndd,unique,split_2,A,1,no
driver53,2,Other,3.0,7,ndd,unique,split_2,A,1,no
driver53,2,Driving,3.0,7,ndd,unique,split_2,A,1,no
driver53,5,Break,3.0,7,ndd,unique,split_2,B_T0,1,no
driver53,17,Driving,3.0,7,ndd,unique,split_2,A,1,no
driver53,7,Break,3.0,7,ndd,unique,split_2,B_T0,1,no
driver53,4,Driving,3.0,7,ndd,unique,split_2,A,1,no
driver53,4,Break,3.0,7,ndd,unique,split_2,B_T0,1,no
driver53,2,Driving,3.0,7,ndd,unique,split_2,A,1,no
driver53,837,Break,3.0,7,ndd,unique,split_2,DR_T1,1,no
driver53,6,Driving,3.0,8,edd,first,split_1,A,1,no
driver53,7,Break,3.0,8,edd,first,split_1,B_T0,1,no
driver53,1,Other,3.0,8,edd,first,split_1,A,1,no
driver53,72,Break,3.0,8,edd,first,split_1,B_T2,1,no
driver53,138,Driving,3.0,8,edd,first,split_2,A,1,no
