Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver126,143,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver126,5,Driving,1.0,1,edd,first,split_2,A,1,no
driver126,2,Other,1.0,1,edd,first,split_2,A,1,no
driver126,2,Driving,1.0,1,edd,first,split_2,A,1,no
driver126,4,Other,1.0,1,edd,first,split_2,A,1,no
driver126,42,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver126,10,Driving,1.0,1,edd,second,split_1,A,1,no
driver126,4,Other,1.0,1,edd,second,split_1,A,1,no
driver126,13,Break,1.0,1,edd,second,split_1,B_T0,1,no
driver126,6,Driving,1.0,1,edd,second,split_1,A,1,no
driver126,13,Break,1.0,1,edd,second,split_1,B_T0,1,no
driver126,4,Driving,1.0,1,edd,second,split_1,A,1,no
driver126,1,Other,1.0,1,edd,second,split_1,A,1,no
driver126,129,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver126,6,Driving,1.0,1,edd,second,split_2,A,1,no
driver126,2,Other,1.0,1,edd,second,split_2,A,1,no
driver126,31,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver126,3,Other,1.0,1,edd,third,split_1,A,1,no
driver126,1,Driving,1.0,1,edd,third,split_1,A,1,no
driver126,43,Other,1.0,1,edd,third,split_1,A,1,no
driver126,231,Driving,1.0,1,edd,third,split_1,A,1,no
driver126,47,Break,1.0,1,edd,third,split_1,B_T2,1,no
driver126,226,Driving,1.0,1,edd,third,split_2,A,1,no
driver126,4,Break,1.0,1,edd,third,split_2,B_T0,1,no
driver126,3,Driving,1.0,1,edd,third,split_2,A,1,no
driver126,3,Other,1.0,1,edd,third,split_2,A,1,no
driver126,563,Break,1.0,1,edd,third,split_2,DR_T2,1,no
driver126,53,Driving,1.0,2,ndd,first,uninterrupted,A,1,no
driver126,8,Break,1.0,2,ndd,first,uninterrupted,B_T0,1,no
driver126,1,Driving,1.0,2,ndd,first,uninterrupted,A,1,no
driver126,49,Break,1.0,2,ndd,first,uninterrupted,B_T1,1,no
driver126,1,Driving,1.0,2,ndd,second,split_1,A,1,no
driver126,5,Break,1.0,2,ndd,second,split_1,B_T0,1,no
driver126,179,Driving,1.0,2,ndd,second,split_1,A,1,no
driver126,47,Break,1.0,2,ndd,second,split_1,B_T2,1,no
driver126,180,Driving,1.0,2,ndd,second,split_2,A,1,no
driver126,5,Other,1.0,2,ndd,second,split_2,A,1,no
driver126,4,Driving,1.0,2,ndd,second,split_2,A,1,no
driver126,7,Other,1.0,2,ndd,second,split_2,A,1,no
driver126,3,Driving,1.0,2,ndd,second,split_2,A,1,no
driver126,18,Other,1.0,2,ndd,second,split_2,A,1,no
driver126,4,Driving,1.0,2,ndd,second,split_2,A,1,no
driver126,2,Other,1.0,2,ndd,second,split_2,A,1,no
driver126,1,Driving,1.0,2,ndd,second,split_2,A,1,no
driver126,2226,Break,1.0,2,ndd,second,split_2,WR_T2,1,no
driver126,3,Driving,2.0,3,ndd,first,split_1,A,1,no
driver126,10,Other,2.0,3,ndd,first,split_1,A,1,no
driver126,4,Break,2.0,3,ndd,first,split_1,B_T0,1,no
driver126,3,Other,2.0,3,ndd,first,split_1,A,1,no
driver126,1,Driving,2.0,3,ndd,first,split_1,A,1,no
driver126,10,Other,2.0,3,ndd,first,split_1,A,1,no
driver126,26,Break,2.0,3,ndd,first,split_1,B_T2,1,no
driver126,4,Driving,2.0,3,ndd,first,split_2,A,1,no
driver126,8,Break,2.0,3,ndd,first,split_2,B_T0,1,no
driver126,224,Driving,2.0,3,ndd,first,split_2,A,1,no
driver126,53,Break,2.0,3,ndd,first,split_2,B_T3,1,no
driver126,97,Driving,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,12,Other,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,1,Driving,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,5,Other,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,3,Driving,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,2,Other,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,1,Driving,2.0,3,ndd,second,uninterrupted,A,1,no
driver126,2488,Break,2.0,3,ndd,second,uninterrupted,WR_T2,1,no
driver126,2,Driving,3.0,4,ndd,first,split_1,A,1,no
driver126,6,Break,3.0,4,ndd,first,split_1,B_T0,1,no
driver126,1,Driving,3.0,4,ndd,first,split_1,A,1,no
driver126,1,Other,3.0,4,ndd,first,split_1,A,1,no
driver126,122,Break,3.0,4,ndd,first,split_1,B_T2,1,no
driver126,1,Driving,3.0,4,ndd,first,split_2,A,1,no
driver126,37,Break,3.0,4,ndd,first,split_2,B_T3,1,no
driver126,1,Driving,3.0,4,ndd,second,split_1,A,1,no
driver126,111,Break,3.0,4,ndd,second,split_1,B_T2,1,no
driver126,1,Driving,3.0,4,ndd,second,split_2,A,1,no
driver126,4,Other,3.0,4,ndd,second,split_2,A,1,no
driver126,15,Driving,3.0,4,ndd,second,split_2,A,1,no
driver126,261,Break,3.0,4,ndd,second,split_2,DR_T3,1,no
driver126,147,Driving,3.0,5,ndd,unique,split_1,A,1,no
driver126,17,Break,3.0,5,ndd,unique,split_1,B_T2,1,no
driver126,61,Driving,3.0,5,ndd,unique,split_2,A,1,no
driver126,664,Break,3.0,5,ndd,unique,split_2,DR_T4,1,no
driver126,40,Driving,3.0,6,edd,first,split_1,A,1,no
driver126,2,Other,3.0,6,edd,first,split_1,A,1,no
driver126,5,Driving,3.0,6,edd,first,split_1,A,1,no
driver126,2,Other,3.0,6,edd,first,split_1,A,1,no
driver126,1,Driving,3.0,6,edd,first,split_1,A,1,no
driver126,61,Other,3.0,6,edd,first,split_1,A,1,no
driver126,49,Break,3.0,6,edd,first,split_1,B_T2,1,no
driver126,1,Driving,3.0,6,edd,first,split_2,A,1,no
driver126,3,Other,3.0,6,edd,first,split_2,A,1,no
driver126,250,Driving,3.0,6,edd,first,split_2,A,1,no
driver126,50,Break,3.0,6,edd,first,split_2,B_T3,1,no
driver126,22,Driving,3.0,6,edd,second,split_1,A,1,no
driver126,21,Break,3.0,6,edd,second,split_1,B_T2,1,no
driver126,134,Driving,3.0,6,edd,second,split_2,A,1,no
driver126,4,Other,3.0,6,edd,second,split_2,A,1,no
driver126,5,Driving,3.0,6,edd,second,split_2,A,1,no
driver126,32,Break,3.0,6,edd,second,split_2,B_T3,1,no
driver126,66,Driving,3.0,6,edd,third,uninterrupted,A,1,no
driver126,4,Other,3.0,6,edd,third,uninterrupted,A,1,no
driver126,3,Driving,3.0,6,edd,third,uninterrupted,A,1,no
driver126,674,Break,3.0,6,edd,third,uninterrupted,DR_T1,1,no
driver126,30,Driving,3.0,7,ndd,first,split_1,A,1,no
driver126,5,Other,3.0,7,ndd,first,split_1,A,1,no
driver126,123,Driving,3.0,7,ndd,first,split_1,A,1,no
driver126,5,Other,3.0,7,ndd,first,split_1,A,1,no
driver126,1,Driving,3.0,7,ndd,first,split_1,A,1,no
driver126,30,Break,3.0,7,ndd,first,split_1,B_T2,1,no
driver126,90,Driving,3.0,7,ndd,first,split_2,A,1,no
driver126,53,Break,3.0,7,ndd,first,split_2,B_T3,1,no
driver126,72,Driving,3.0,7,ndd,second,split_1,A,1,no
driver126,28,Break,3.0,7,ndd,second,split_1,B_T2,1,no
driver126,1,Other,3.0,7,ndd,second,split_2,A,1,no
driver126,172,Driving,3.0,7,ndd,second,split_2,A,1,no
driver126,835,Break,3.0,7,ndd,second,split_2,DR_T1,1,no
driver126,11,Driving,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,2,Other,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,6,Break,3.0,8,ndd,unique,uninterrupted,B_T0,1,no
driver126,1,Driving,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,2,Other,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,2,Driving,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,51,Other,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,76,Driving,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,3,Break,3.0,8,ndd,unique,uninterrupted,B_T0,1,no
driver126,2,Driving,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,51,Other,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,13,Driving,3.0,8,ndd,unique,uninterrupted,A,1,no
driver126,3435,Break,3.0,8,ndd,unique,uninterrupted,WR_T1,1,no
driver126,1,Driving,4.0,9,ndd,first,split_1,A,1,no
driver126,13,Break,4.0,9,ndd,first,split_1,B_T0,1,no
driver126,70,Driving,4.0,9,ndd,first,split_1,A,1,no
driver126,4,Break,4.0,9,ndd,first,split_1,B_T0,1,no
driver126,78,Driving,4.0,9,ndd,first,split_1,A,1,no
driver126,17,Break,4.0,9,ndd,first,split_1,B_T2,1,no
driver126,26,Driving,4.0,9,ndd,first,split_2,A,1,no
driver126,6,Break,4.0,9,ndd,first,split_2,B_T0,1,no
driver126,1,Other,4.0,9,ndd,first,split_2,A,1,no
driver126,66,Driving,4.0,9,ndd,first,split_2,A,1,no
driver126,33,Break,4.0,9,ndd,first,split_2,B_T3,1,no
driver126,191,Driving,4.0,9,ndd,second,uninterrupted,A,1,no
driver126,1045,Break,4.0,9,ndd,second,uninterrupted,DR_T1,1,no
