Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver176,1,Driving,1.0,1,ndd,first,uninterrupted,A,1,no
driver176,7,Other,1.0,1,ndd,first,uninterrupted,A,1,no
driver176,139,Driving,1.0,1,ndd,first,uninterrupted,A,1,no
driver176,4,Other,1.0,1,ndd,first,uninterrupted,A,1,no
driver176,104,Driving,1.0,1,ndd,first,uninterrupted,A,1,no
driver176,120,Break,1.0,1,ndd,first,uninterrupted,B_T1,1,no
driver176,229,Driving,1.0,1,ndd,second,uninterrupted,A,1,no
driver176,546,Break,1.0,1,ndd,second,uninterrupted,DR_T2,1,no
driver176,182,Driving,1.0,2,ndd,first,uninterrupted,A,1,no
driver176,46,Break,1.0,2,ndd,first,uninterrupted,B_T1,1,no
driver176,152,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,7,Other,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,1,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,23,Other,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,2,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,6,Other,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,1,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver176,203,Break,1.0,2,ndd,second,uninterrupted,DR_T3,1,no
driver176,1,Driving,1.0,3,ndd,unique,uninterrupted,A,1,no
driver176,1558,Break,1.0,3,ndd,unique,uninterrupted,WR_T2,1,no
driver176,1,Driving,2.0,4,ndd,first,split_1,A,1,no
driver176,4,Break,2.0,4,ndd,first,split_1,B_T0,1,no
driver176,2,Driving,2.0,4,ndd,first,split_1,A,1,no
driver176,13,Other,2.0,4,ndd,first,split_1,A,1,no
driver176,121,Driving,2.0,4,ndd,first,split_1,A,1,no
driver176,10,Break,2.0,4,ndd,first,split_1,B_T0,1,no
driver176,80,Driving,2.0,4,ndd,first,split_1,A,1,no
driver176,87,Break,2.0,4,ndd,first,split_1,B_T2,1,no
driver176,80,Driving,2.0,4,ndd,first,split_2,A,1,no
driver176,8,Break,2.0,4,ndd,first,split_2,B_T0,1,no
driver176,43,Driving,2.0,4,ndd,first,split_2,A,1,no
driver176,10,Break,2.0,4,ndd,first,split_2,B_T0,1,no
driver176,2,Driving,2.0,4,ndd,first,split_2,A,1,no
driver176,3,Other,2.0,4,ndd,first,split_2,A,1,no
