Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver153,13,Driving,1.0,1,none,none,none,A,0,unidentified
driver153,2,Other,1.0,1,none,none,none,A,0,unidentified
driver153,102,Driving,1.0,1,none,none,none,A,0,unidentified
driver153,10,Break,1.0,1,none,none,none,B_T0,0,unidentified
driver153,3,Driving,1.0,1,none,none,none,A,0,unidentified
driver153,4,Break,1.0,1,none,none,none,B_T0,0,unidentified
driver153,4,Driving,1.0,1,none,none,none,A,0,unidentified
driver153,3,Other,1.0,1,none,none,none,A,0,unidentified
driver153,23,Break,1.0,1,none,none,none,none,0,unidentified
driver153,4,Other,1.0,1,ndd,first,split_1,A,1,no
driver153,20,Break,1.0,1,ndd,first,split_1,B_T2,1,no
driver153,3,Other,1.0,1,ndd,first,split_2,A,1,no
driver153,1,Driving,1.0,1,ndd,first,split_2,A,1,no
driver153,10,Break,1.0,1,ndd,first,split_2,B_T0,1,no
driver153,1,Driving,1.0,1,ndd,first,split_2,A,1,no
driver153,5,Other,1.0,1,ndd,first,split_2,A,1,no
driver153,136,Driving,1.0,1,ndd,first,split_2,A,1,no
driver153,33,Break,1.0,1,ndd,first,split_2,B_T3,1,no
driver153,92,Driving,1.0,1,ndd,second,uninterrupted,A,1,no
driver153,5,Break,1.0,1,ndd,second,uninterrupted,B_T0,1,no
driver153,18,Driving,1.0,1,ndd,second,uninterrupted,A,1,no
driver153,544,Break,1.0,1,ndd,second,uninterrupted,DR_T2,1,no
driver153,1,Driving,1.0,2,ndd,first,uninterrupted,A,1,no
driver153,9,Other,1.0,2,ndd,first,uninterrupted,A,1,no
driver153,55,Driving,1.0,2,ndd,first,uninterrupted,A,1,no
driver153,12,Break,1.0,2,ndd,first,uninterrupted,B_T0,1,no
driver153,196,Driving,1.0,2,ndd,first,uninterrupted,A,1,no
driver153,66,Break,1.0,2,ndd,first,uninterrupted,B_T1,1,no
driver153,242,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver153,544,Break,1.0,2,ndd,second,uninterrupted,DR_T2,1,no
driver153,212,Driving,1.0,3,ndd,first,split_1,A,1,no
driver153,21,Break,1.0,3,ndd,first,split_1,B_T2,1,no
driver153,2,Driving,1.0,3,ndd,first,split_2,A,1,no
driver153,46,Break,1.0,3,ndd,first,split_2,B_T3,1,no
driver153,141,Driving,1.0,3,ndd,second,uninterrupted,A,1,no
driver153,6,Other,1.0,3,ndd,second,uninterrupted,A,1,no
driver153,51,Driving,1.0,3,ndd,second,uninterrupted,A,1,no
driver153,663,Break,1.0,3,ndd,second,uninterrupted,DR_T1,1,no
driver153,2,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver153,6,Other,1.0,4,none,none,split_1,A,0,unidentified
driver153,2,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver153,4,Other,1.0,4,none,none,split_1,A,0,unidentified
driver153,1,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver153,33,Break,1.0,4,none,none,split_1,B_T2,0,unidentified
driver153,5,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver153,89,Break,1.0,4,none,none,split_2,B_T3,0,unidentified
driver153,3,Driving,1.0,4,none,none,none,A,0,unidentified
driver153,4,Break,1.0,4,none,none,none,B_T0,0,unidentified
driver153,2,Driving,1.0,4,none,none,none,A,0,unidentified
driver153,8,Other,1.0,4,none,none,none,A,0,unidentified
driver153,20,Break,1.0,4,none,none,none,none,0,unidentified
driver153,2,Other,1.0,4,none,none,none,A,0,unidentified
driver153,3,Driving,1.0,4,none,none,none,A,0,unidentified
driver153,25,Break,1.0,4,none,none,none,none,0,unidentified
driver153,2,Driving,1.0,4,ndd,first,split_1,A,1,no
driver153,27,Break,1.0,4,ndd,first,split_1,B_T2,1,no
driver153,3,Driving,1.0,4,ndd,first,split_2,A,1,no
driver153,14,Break,1.0,4,ndd,first,split_2,B_T0,1,no
driver153,176,Driving,1.0,4,ndd,first,split_2,A,1,no
driver153,47,Break,1.0,4,ndd,first,split_2,B_T3,1,no
driver153,96,Driving,1.0,4,ndd,second,uninterrupted,A,1,no
driver153,2,Other,1.0,4,ndd,second,uninterrupted,A,1,no
driver153,138,Driving,1.0,4,ndd,second,uninterrupted,A,1,no
driver153,548,Break,1.0,4,ndd,second,uninterrupted,DR_T2,1,no
