Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver90,10,Other,1.0,1,none,none,none,A,0,unidentified
driver90,1,Driving,1.0,1,none,none,none,A,0,unidentified
driver90,2,Other,1.0,1,none,none,none,A,0,unidentified
driver90,72,Break,1.0,1,none,none,none,none,0,unidentified
driver90,34,Other,1.0,1,edd,first,split_1,A,1,no
driver90,2,Driving,1.0,1,edd,first,split_1,A,1,no
driver90,33,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver90,121,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver90,146,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver90,7,Driving,1.0,1,edd,second,split_2,A,1,no
driver90,17,Other,1.0,1,edd,second,split_2,A,1,no
driver90,31,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver90,70,Break,1.0,1,edd,third,split_1,B_T2,1,no
driver90,15,Other,1.0,1,edd,third,split_2,A,1,no
driver90,4,Driving,1.0,1,edd,third,split_2,A,1,no
driver90,753,Break,1.0,1,edd,third,split_2,DR_T1,1,no
driver90,3,Driving,1.0,2,edd,first,uninterrupted,A,1,no
driver90,9,Other,1.0,2,edd,first,uninterrupted,A,1,no
driver90,101,Break,1.0,2,edd,first,uninterrupted,B_T1,1,no
driver90,2,Driving,1.0,2,edd,second,split_1,A,1,no
driver90,2,Other,1.0,2,edd,second,split_1,A,1,no
driver90,1,Driving,1.0,2,edd,second,split_1,A,1,no
driver90,50,Break,1.0,2,edd,second,split_1,B_T2,1,no
driver90,6,Other,1.0,2,edd,second,split_2,A,1,no
driver90,4,Driving,1.0,2,edd,second,split_2,A,1,no
driver90,89,Break,1.0,2,edd,second,split_2,B_T3,1,no
driver90,64,Break,1.0,2,edd,third,split_1,B_T2,1,no
driver90,12,Other,1.0,2,edd,third,split_2,A,1,no
driver90,662,Break,1.0,2,edd,third,split_2,DR_T1,1,no
driver90,8,Other,1.0,3,none,none,split_1,A,0,unidentified
driver90,1,Driving,1.0,3,none,none,split_1,A,0,unidentified
driver90,22,Other,1.0,3,none,none,split_1,A,0,unidentified
driver90,11,Other,1.0,3,none,none,split_1,A,0,unidentified
driver90,3,Break,1.0,3,none,none,split_1,B_T0,0,unidentified
driver90,5,Other,1.0,3,none,none,split_1,A,0,unidentified
driver90,2,Driving,1.0,3,none,none,split_1,A,0,unidentified
driver90,3,Other,1.0,3,none,none,split_1,A,0,unidentified
driver90,6,Break,1.0,3,none,none,split_1,B_T0,0,unidentified
driver90,8,Other,1.0,3,none,none,split_1,A,0,unidentified
driver90,28,Break,1.0,3,none,none,split_1,B_T2,0,unidentified
driver90,1,Driving,1.0,3,none,none,split_2,A,0,unidentified
driver90,47,Break,1.0,3,none,none,split_2,B_T3,0,unidentified
driver90,1,Driving,1.0,3,ndd,first,split_1,A,1,no
driver90,6,Other,1.0,3,ndd,first,split_1,A,1,no
driver90,1,Driving,1.0,3,ndd,first,split_1,A,1,no
driver90,7,Other,1.0,3,ndd,first,split_1,A,1,no
driver90,1,Driving,1.0,3,ndd,first,split_1,A,1,no
driver90,20,Break,1.0,3,ndd,first,split_1,B_T2,1,no
driver90,1,Break,1.0,3,ndd,first,split_2,B_T0,1,no
driver90,2,Driving,1.0,3,ndd,first,split_2,A,1,no
driver90,53,Break,1.0,3,ndd,first,split_2,B_T3,1,no
driver90,1,Driving,1.0,3,ndd,second,uninterrupted,A,1,no
driver90,1172,Break,1.0,3,ndd,second,uninterrupted,DR_T1,1,no
driver90,18,Driving,1.0,4,ndd,first,uninterrupted,A,1,no
driver90,101,Break,1.0,4,ndd,first,uninterrupted,B_T1,1,no
driver90,77,Break,1.0,4,ndd,second,split_1,B_T2,1,no
driver90,10,Break,1.0,4,ndd,second,split_2,B_T0,1,no
driver90,597,Break,1.0,4,ndd,second,split_2,DR_T2,1,no
driver90,54,Other,1.0,5,ndd,unique,uninterrupted,A,1,no
driver90,11,Break,1.0,5,ndd,unique,uninterrupted,B_T0,1,no
driver90,12,Other,1.0,5,ndd,unique,uninterrupted,A,1,no
driver90,1,Driving,1.0,5,ndd,unique,uninterrupted,A,1,no
driver90,2550,Break,1.0,5,ndd,unique,uninterrupted,WR_T2,1,no
driver90,8,Driving,2.0,6,ndd,first,uninterrupted,A,1,no
driver90,2,Other,2.0,6,ndd,first,uninterrupted,A,1,no
driver90,23,Driving,2.0,6,ndd,first,uninterrupted,A,1,no
driver90,7,Break,2.0,6,ndd,first,uninterrupted,B_T0,1,no
driver90,2,Driving,2.0,6,ndd,first,uninterrupted,A,1,no
driver90,2,Other,2.0,6,ndd,first,uninterrupted,A,1,no
driver90,45,Break,2.0,6,ndd,first,uninterrupted,B_T1,1,no
driver90,2,Other,2.0,6,ndd,second,uninterrupted,A,1,no
driver90,1,Driving,2.0,6,ndd,second,uninterrupted,A,1,no
driver90,3,Other,2.0,6,ndd,second,uninterrupted,A,1,no
driver90,1,Driving,2.0,6,ndd,second,uninterrupted,A,1,no
driver90,43,Other,2.0,6,ndd,second,uninterrupted,A,1,no
driver90,11,Break,2.0,6,ndd,second,uninterrupted,B_T0,1,no
driver90,11,Break,2.0,6,ndd,second,uninterrupted,B_T0,1,no
driver90,541,Break,2.0,6,ndd,second,uninterrupted,DR_T2,1,no
driver90,89,Driving,2.0,7,ndd,first,uninterrupted,A,1,no
driver90,7,Break,2.0,7,ndd,first,uninterrupted,B_T0,1,no
driver90,1,Driving,2.0,7,ndd,first,uninterrupted,A,1,no
driver90,2,Other,2.0,7,ndd,first,uninterrupted,A,1,no
driver90,66,Break,2.0,7,ndd,first,uninterrupted,B_T1,1,no
driver90,31,Driving,2.0,7,ndd,second,split_1,A,1,no
driver90,60,Break,2.0,7,ndd,second,split_1,B_T2,1,no
driver90,872,Break,2.0,7,ndd,second,split_2,DR_T1,1,no
driver90,897,Break,2.0,8,ndd,unique,uninterrupted,DR_T1,1,no
driver90,1,Other,2.0,9,ndd,first,split_1,A,1,no
driver90,6,Break,2.0,9,ndd,first,split_1,B_T0,1,no
driver90,1,Driving,2.0,9,ndd,first,split_1,A,1,no
driver90,7,Other,2.0,9,ndd,first,split_1,A,1,no
driver90,111,Break,2.0,9,ndd,first,split_1,B_T2,1,no
driver90,21,Other,2.0,9,ndd,first,split_2,A,1,no
driver90,6,Driving,2.0,9,ndd,first,split_2,A,1,no
driver90,79,Break,2.0,9,ndd,first,split_2,B_T3,1,no
driver90,15,Driving,2.0,9,ndd,second,split_1,A,1,no
driver90,2,Other,2.0,9,ndd,second,split_1,A,1,no
driver90,12,Driving,2.0,9,ndd,second,split_1,A,1,no
driver90,3,Other,2.0,9,ndd,second,split_1,A,1,no
driver90,22,Driving,2.0,9,ndd,second,split_1,A,1,no
driver90,41,Break,2.0,9,ndd,second,split_1,B_T2,1,no
driver90,710,Break,2.0,9,ndd,second,split_2,DR_T1,1,no
driver90,47,Other,2.0,10,ndd,first,uninterrupted,A,1,no
driver90,1,Driving,2.0,10,ndd,first,uninterrupted,A,1,no
driver90,33,Other,2.0,10,ndd,first,uninterrupted,A,1,no
driver90,83,Break,2.0,10,ndd,first,uninterrupted,B_T1,1,no
driver90,61,Break,2.0,10,ndd,second,split_1,B_T2,1,no
driver90,562,Break,2.0,10,ndd,second,split_2,DR_T2,1,no
driver90,11,Break,2.0,11,ndd,first,split_1,B_T0,1,no
driver90,19,Break,2.0,11,ndd,first,split_1,B_T2,1,no
driver90,16,Other,2.0,11,ndd,first,split_2,A,1,no
driver90,83,Break,2.0,11,ndd,first,split_2,B_T3,1,no
driver90,2,Break,2.0,11,ndd,second,split_1,B_T0,1,no
driver90,1,Driving,2.0,11,ndd,second,split_1,A,1,no
driver90,9,Other,2.0,11,ndd,second,split_1,A,1,no
driver90,7,Break,2.0,11,ndd,second,split_1,B_T0,1,no
driver90,1,Other,2.0,11,ndd,second,split_1,A,1,no
driver90,1,Driving,2.0,11,ndd,second,split_1,A,1,no
driver90,138,Break,2.0,11,ndd,second,split_1,B_T2,1,no
driver90,660,Sug-Break,2.0,11,ndd,second,split_2,DR_T1,1,no
