Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver31,11,Break,1.0,1,ndd,unique,uninterrupted,B_T0,1,no
driver31,3,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,10,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,12,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,5,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,1,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,11,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,1,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,16,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,1,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,10,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,1,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,37,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,5,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,3,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,1,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,2,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,4,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,3,Other,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,73,Driving,1.0,1,ndd,unique,uninterrupted,A,1,no
driver31,547,Break,1.0,1,ndd,unique,uninterrupted,DR_T2,1,no
driver31,1,Driving,1.0,2,none,none,uninterrupted,A,0,unidentified
driver31,4,Other,1.0,2,none,none,uninterrupted,A,0,unidentified
driver31,131,Driving,1.0,2,none,none,uninterrupted,A,0,unidentified
driver31,4,Other,1.0,2,none,none,uninterrupted,A,0,unidentified
driver31,1,Driving,1.0,2,none,none,uninterrupted,A,0,unidentified
driver31,10,Break,1.0,2,none,none,uninterrupted,B_T0,0,unidentified
driver31,6,Driving,1.0,2,none,none,uninterrupted,A,0,unidentified
driver31,99,Break,1.0,2,none,none,uninterrupted,B_T1,0,unidentified
driver31,3,Driving,1.0,2,edd,first,split_1,A,1,no
driver31,2,Other,1.0,2,edd,first,split_1,A,1,no
driver31,5,Driving,1.0,2,edd,first,split_1,A,1,no
driver31,129,Break,1.0,2,edd,first,split_1,B_T2,1,no
driver31,92,Driving,1.0,2,edd,first,split_2,A,1,no
driver31,49,Break,1.0,2,edd,first,split_2,B_T3,1,no
driver31,80,Driving,1.0,2,edd,second,split_1,A,1,no
driver31,4,Other,1.0,2,edd,second,split_1,A,1,no
driver31,17,Break,1.0,2,edd,second,split_1,B_T2,1,no
driver31,1,Driving,1.0,2,edd,second,split_2,A,1,no
driver31,5,Break,1.0,2,edd,second,split_2,B_T0,1,no
driver31,1,Driving,1.0,2,edd,second,split_2,A,1,no
driver31,3,Other,1.0,2,edd,second,split_2,A,1,no
driver31,2,Break,1.0,2,edd,second,split_2,B_T0,1,no
driver31,1,Driving,1.0,2,edd,second,split_2,A,1,no
driver31,2,Break,1.0,2,edd,second,split_2,B_T0,1,no
driver31,8,Other,1.0,2,edd,second,split_2,A,1,no
