Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver100,162,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver100,4,Driving,1.0,1,edd,first,split_2,A,1,no
driver100,6,Break,1.0,1,edd,first,split_2,B_T0,1,no
driver100,2,Other,1.0,1,edd,first,split_2,A,1,no
driver100,1,Driving,1.0,1,edd,first,split_2,A,1,no
driver100,4,Other,1.0,1,edd,first,split_2,A,1,no
driver100,98,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver100,2,Driving,1.0,1,edd,second,split_1,A,1,no
driver100,46,Other,1.0,1,edd,second,split_1,A,1,no
driver100,1,Driving,1.0,1,edd,second,split_1,A,1,no
driver100,3,Other,1.0,1,edd,second,split_1,A,1,no
driver100,40,Driving,1.0,1,edd,second,split_1,A,1,no
driver100,4,Other,1.0,1,edd,second,split_1,A,1,no
driver100,2,Driving,1.0,1,edd,second,split_1,A,1,no
driver100,23,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver100,201,Driving,1.0,1,edd,second,split_2,A,1,no
driver100,53,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver100,203,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver100,2,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver100,1,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver100,4,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver100,2,Break,1.0,1,edd,third,uninterrupted,B_T0,1,no
driver100,1,Driving,1.0,1,edd,third,uninterrupted,A,1,no
driver100,4,Other,1.0,1,edd,third,uninterrupted,A,1,no
driver100,564,Break,1.0,1,edd,third,uninterrupted,DR_T2,1,no
driver100,124,Driving,1.0,2,none,none,split_1,A,0,unidentified
driver100,19,Break,1.0,2,none,none,split_1,B_T2,0,unidentified
driver100,15,Driving,1.0,2,none,none,split_2,A,0,unidentified
driver100,3,Other,1.0,2,none,none,split_2,A,0,unidentified
driver100,121,Driving,1.0,2,none,none,split_2,A,0,unidentified
driver100,39,Break,1.0,2,none,none,split_2,B_T3,0,unidentified
driver100,78,Driving,1.0,2,none,none,none,A,0,unidentified
driver100,19,Break,1.0,2,none,none,none,none,0,unidentified
driver100,2,Driving,1.0,2,ndd,first,split_1,A,1,no
driver100,16,Break,1.0,2,ndd,first,split_1,B_T2,1,no
driver100,133,Driving,1.0,2,ndd,first,split_2,A,1,no
driver100,4,Other,1.0,2,ndd,first,split_2,A,1,no
driver100,96,Break,1.0,2,ndd,first,split_2,B_T3,1,no
driver100,24,Driving,1.0,2,ndd,second,split_1,A,1,no
driver100,2,Other,1.0,2,ndd,second,split_1,A,1,no
driver100,1,Driving,1.0,2,ndd,second,split_1,A,1,no
driver100,97,Break,1.0,2,ndd,second,split_1,B_T2,1,no
driver100,4193,Break,1.0,2,ndd,second,split_2,WR_T1,1,no
driver100,144,Driving,2.0,3,ndd,first,uninterrupted,A,1,no
driver100,50,Break,2.0,3,ndd,first,uninterrupted,B_T1,1,no
driver100,142,Driving,2.0,3,ndd,second,uninterrupted,A,1,no
driver100,1047,Break,2.0,3,ndd,second,uninterrupted,DR_T1,1,no
driver100,1,Driving,2.0,4,edd,first,split_1,A,1,no
driver100,47,Break,2.0,4,edd,first,split_1,B_T2,1,no
driver100,1,Driving,2.0,4,edd,first,split_2,A,1,no
driver100,4,Other,2.0,4,edd,first,split_2,A,1,no
driver100,38,Driving,2.0,4,edd,first,split_2,A,1,no
driver100,7,Break,2.0,4,edd,first,split_2,B_T0,1,no
driver100,10,Driving,2.0,4,edd,first,split_2,A,1,no
driver100,17,Other,2.0,4,edd,first,split_2,A,1,no
driver100,1,Driving,2.0,4,edd,first,split_2,A,1,no
driver100,5,Other,2.0,4,edd,first,split_2,A,1,no
driver100,79,Break,2.0,4,edd,first,split_2,B_T3,1,no
driver100,2,Other,2.0,4,edd,second,split_1,A,1,no
driver100,2,Driving,2.0,4,edd,second,split_1,A,1,no
driver100,2,Other,2.0,4,edd,second,split_1,A,1,no
driver100,2,Driving,2.0,4,edd,second,split_1,A,1,no
driver100,23,Break,2.0,4,edd,second,split_1,B_T2,1,no
driver100,43,Driving,2.0,4,edd,second,split_2,A,1,no
driver100,5,Other,2.0,4,edd,second,split_2,A,1,no
driver100,215,Driving,2.0,4,edd,second,split_2,A,1,no
driver100,50,Break,2.0,4,edd,second,split_2,B_T3,1,no
driver100,102,Driving,2.0,4,edd,third,split_1,A,1,no
driver100,8,Break,2.0,4,edd,third,split_1,B_T0,1,no
driver100,2,Driving,2.0,4,edd,third,split_1,A,1,no
driver100,29,Break,2.0,4,edd,third,split_1,B_T2,1,no
driver100,158,Driving,2.0,4,edd,third,split_2,A,1,no
driver100,1,Other,2.0,4,edd,third,split_2,A,1,no
driver100,557,Break,2.0,4,edd,third,split_2,DR_T2,1,no
driver100,91,Driving,2.0,5,edd,first,uninterrupted,A,1,no
driver100,52,Break,2.0,5,edd,first,uninterrupted,B_T1,1,no
driver100,113,Driving,2.0,5,edd,second,split_1,A,1,no
driver100,22,Break,2.0,5,edd,second,split_1,B_T2,1,no
driver100,153,Driving,2.0,5,edd,second,split_2,A,1,no
driver100,39,Break,2.0,5,edd,second,split_2,B_T3,1,no
driver100,97,Driving,2.0,5,edd,third,uninterrupted,A,1,no
driver100,4,Other,2.0,5,edd,third,uninterrupted,A,1,no
driver100,49,Driving,2.0,5,edd,third,uninterrupted,A,1,no
driver100,4,Other,2.0,5,edd,third,uninterrupted,A,1,no
driver100,4,Driving,2.0,5,edd,third,uninterrupted,A,1,no
driver100,26,Other,2.0,5,edd,third,uninterrupted,A,1,no
driver100,1,Driving,2.0,5,edd,third,uninterrupted,A,1,no
driver100,588,Break,2.0,5,edd,third,uninterrupted,DR_T2,1,no
driver100,107,Driving,2.0,6,ndd,first,split_1,A,1,no
driver100,25,Break,2.0,6,ndd,first,split_1,B_T2,1,no
driver100,41,Driving,2.0,6,ndd,first,split_2,A,1,no
driver100,3,Other,2.0,6,ndd,first,split_2,A,1,no
driver100,2,Break,2.0,6,ndd,first,split_2,B_T0,1,no
driver100,2,Driving,2.0,6,ndd,first,split_2,A,1,no
driver100,48,Break,2.0,6,ndd,first,split_2,B_T3,1,no
driver100,107,Driving,2.0,6,ndd,second,split_1,A,1,no
driver100,3,Break,2.0,6,ndd,second,split_1,B_T0,1,no
driver100,75,Driving,2.0,6,ndd,second,split_1,A,1,no
driver100,63,Break,2.0,6,ndd,second,split_1,B_T2,1,no
driver100,228,Driving,2.0,6,ndd,second,split_2,A,1,no
driver100,676,Break,2.0,6,ndd,second,split_2,DR_T1,1,no
driver100,2,Driving,2.0,7,none,none,split_1,A,0,unidentified
