Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver175,88,Break,1.0,1,edd,first,split_1,B_T2,1,no
driver175,4,Other,1.0,1,edd,first,split_2,A,1,no
driver175,12,Break,1.0,1,edd,first,split_2,B_T0,1,no
driver175,12,Driving,1.0,1,edd,first,split_2,A,1,no
driver175,4,Other,1.0,1,edd,first,split_2,A,1,no
driver175,69,Break,1.0,1,edd,first,split_2,B_T3,1,no
driver175,4,Driving,1.0,1,edd,second,split_1,A,1,no
driver175,6,Other,1.0,1,edd,second,split_1,A,1,no
driver175,2,Driving,1.0,1,edd,second,split_1,A,1,no
driver175,9,Other,1.0,1,edd,second,split_1,A,1,no
driver175,6,Break,1.0,1,edd,second,split_1,B_T0,1,no
driver175,6,Driving,1.0,1,edd,second,split_1,A,1,no
driver175,7,Other,1.0,1,edd,second,split_1,A,1,no
driver175,9,Driving,1.0,1,edd,second,split_1,A,1,no
driver175,19,Break,1.0,1,edd,second,split_1,B_T2,1,no
driver175,4,Driving,1.0,1,edd,second,split_2,A,1,no
driver175,11,Other,1.0,1,edd,second,split_2,A,1,no
driver175,11,Driving,1.0,1,edd,second,split_2,A,1,no
driver175,70,Break,1.0,1,edd,second,split_2,B_T3,1,no
driver175,12,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,16,Other,1.0,1,edd,third,split_1,A,1,no
driver175,5,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,7,Other,1.0,1,edd,third,split_1,A,1,no
driver175,3,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,9,Break,1.0,1,edd,third,split_1,B_T0,1,no
driver175,1,Other,1.0,1,edd,third,split_1,A,1,no
driver175,1,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,4,Other,1.0,1,edd,third,split_1,A,1,no
driver175,13,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,6,Other,1.0,1,edd,third,split_1,A,1,no
driver175,3,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,18,Other,1.0,1,edd,third,split_1,A,1,no
driver175,9,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,10,Other,1.0,1,edd,third,split_1,A,1,no
driver175,168,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,2,Other,1.0,1,edd,third,split_1,A,1,no
driver175,47,Driving,1.0,1,edd,third,split_1,A,1,no
driver175,53,Break,1.0,1,edd,third,split_1,B_T2,1,no
driver175,225,Driving,1.0,1,edd,third,split_2,A,1,no
driver175,543,Break,1.0,1,edd,third,split_2,DR_T2,1,no
driver175,148,Driving,1.0,2,ndd,first,split_1,A,1,no
driver175,25,Break,1.0,2,ndd,first,split_1,B_T2,1,no
driver175,115,Driving,1.0,2,ndd,first,split_2,A,1,no
driver175,31,Break,1.0,2,ndd,first,split_2,B_T3,1,no
driver175,93,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver175,3,Other,1.0,2,ndd,second,uninterrupted,A,1,no
driver175,123,Driving,1.0,2,ndd,second,uninterrupted,A,1,no
driver175,3,Other,1.0,2,ndd,second,uninterrupted,A,1,no
