Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver60,1,Driving,1.0,1,ndd,first,split_1,A,1,no
driver60,2,Other,1.0,1,ndd,first,split_1,A,1,no
driver60,15,Driving,1.0,1,ndd,first,split_1,A,1,no
driver60,21,Other,1.0,1,ndd,first,split_1,A,1,no
driver60,3,Break,1.0,1,ndd,first,split_1,B_T0,1,no
driver60,3,Other,1.0,1,ndd,first,split_1,A,1,no
driver60,3,Break,1.0,1,ndd,first,split_1,B_T0,1,no
driver60,3,Driving,1.0,1,ndd,first,split_1,A,1,no
driver60,4,Break,1.0,1,ndd,first,split_1,B_T0,1,no
driver60,4,Driving,1.0,1,ndd,first,split_1,A,1,no
driver60,36,Break,1.0,1,ndd,first,split_1,B_T2,1,no
driver60,3,Driving,1.0,1,ndd,first,split_2,A,1,no
driver60,131,Break,1.0,1,ndd,first,split_2,B_T3,1,no
driver60,227,Driving,1.0,1,ndd,second,split_1,A,1,no
driver60,47,Break,1.0,1,ndd,second,split_1,B_T2,1,no
driver60,79,Driving,1.0,1,ndd,second,split_2,A,1,no
driver60,4,Other,1.0,1,ndd,second,split_2,A,1,no
driver60,3,Driving,1.0,1,ndd,second,split_2,A,1,no
driver60,4,Other,1.0,1,ndd,second,split_2,A,1,no
driver60,9,Driving,1.0,1,ndd,second,split_2,A,1,no
driver60,12,Break,1.0,1,ndd,second,split_2,B_T0,1,no
driver60,21,Other,1.0,1,ndd,second,split_2,A,1,no
driver60,958,Break,1.0,1,ndd,second,split_2,DR_T1,1,no
driver60,7,Driving,1.0,2,ndd,unique,split_1,A,1,no
driver60,28,Other,1.0,2,ndd,unique,split_1,A,1,no
driver60,11,Break,1.0,2,ndd,unique,split_1,B_T0,1,no
driver60,4,Driving,1.0,2,ndd,unique,split_1,A,1,no
driver60,6,Other,1.0,2,ndd,unique,split_1,A,1,no
driver60,1,Driving,1.0,2,ndd,unique,split_1,A,1,no
driver60,24,Break,1.0,2,ndd,unique,split_1,B_T2,1,no
driver60,5,Driving,1.0,2,ndd,unique,split_2,A,1,no
driver60,2,Break,1.0,2,ndd,unique,split_2,B_T0,1,no
driver60,32,Idle,1.0,2,ndd,unique,split_2,I,1,no
driver60,4,Other,1.0,2,ndd,unique,split_2,A,1,no
driver60,19,Driving,1.0,2,ndd,unique,split_2,A,1,no
driver60,404,Break,1.0,2,ndd,unique,split_2,DR_T3,1,no
driver60,91,Driving,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,2,Other,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,21,Driving,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,2,Other,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,7,Driving,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,3,Other,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,9,Driving,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,11,Other,1.0,3,ndd,unique,uninterrupted,A,1,no
driver60,720,Break,1.0,3,ndd,unique,uninterrupted,DR_T4,1,no
driver60,3,Driving,1.0,4,edd,first,split_1,A,1,no
driver60,2,Other,1.0,4,edd,first,split_1,A,1,no
driver60,4,Driving,1.0,4,edd,first,split_1,A,1,no
driver60,1,Other,1.0,4,edd,first,split_1,A,1,no
driver60,22,Break,1.0,4,edd,first,split_1,B_T2,1,no
driver60,32,Other,1.0,4,edd,first,split_2,A,1,no
driver60,2,Driving,1.0,4,edd,first,split_2,A,1,no
driver60,1,Break,1.0,4,edd,first,split_2,B_T0,1,no
driver60,49,Other,1.0,4,edd,first,split_2,A,1,no
driver60,13,Break,1.0,4,edd,first,split_2,B_T0,1,no
driver60,69,Other,1.0,4,edd,first,split_2,A,1,no
driver60,211,Driving,1.0,4,edd,first,split_2,A,1,no
driver60,1,Other,1.0,4,edd,first,split_2,A,1,no
driver60,37,Break,1.0,4,edd,first,split_2,B_T3,1,no
driver60,184,Driving,1.0,4,edd,second,uninterrupted,A,1,no
driver60,4,Break,1.0,4,edd,second,uninterrupted,B_T0,1,no
driver60,2,Driving,1.0,4,edd,second,uninterrupted,A,1,no
driver60,6,Break,1.0,4,edd,second,uninterrupted,B_T0,1,no
driver60,2,Driving,1.0,4,edd,second,uninterrupted,A,1,no
driver60,120,Break,1.0,4,edd,second,uninterrupted,B_T1,1,no
driver60,3,Driving,1.0,4,edd,third,split_1,A,1,no
