Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,MilometerStart,MilometerEnd
driver284,lun 2/01/17,18:46,20:10,1h 24m,69.89179723573612,Conduciendo,1,7211JSVMI6186H02071,"Calais, 62100, FR, 46,0 km sudeste Dover","62440, FR, 22,2 km sudoeste Lille",50.955409,-1.908367,50.955409,-2.906195,"32,791","32,897"
driver284,lun 2/01/17,20:10,20:12,0h 02m,0.0016987774117588742,Otro trabajo,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.464117,-2.906195,50.464117,-2.906219,"32,897","32,897"
driver284,lun 2/01/17,20:12,20:15,0h 03m,0.015642979783543717,Pausa,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.463902,-2.906219,50.463902,-2.90644,"32,897","32,897"
driver284,lun 2/01/17,20:15,20:19,0h 04m,0.5766684164508198,Conduciendo,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 21,8 km sudoeste Lille",50.463767,-2.90644,50.463767,-2.914587,"32,897","32,898"
driver284,lun 2/01/17,20:19,05:30,9h 11m,0.005096221344511594,Pausa,1,7211JSVMI6186H02071,"62440, FR, 21,8 km sudoeste Lille","62440, FR, 21,8 km sudoeste Lille",50.465146,-2.914587,50.465146,-2.914515,"32,898","32,898"
driver284,mar 3/01/17,05:30,05:33,0h 03m,0.5907358537773435,Conduciendo,1,7211JSVMI6186H02071,"62440, FR, 21,8 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.465237,-2.914515,50.465237,-2.906169,"32,898","32,899"
driver284,mar 3/01/17,05:33,06:06,0h 33m,0.005945751743798734,Pausa,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.463872,-2.906169,50.463872,-2.906253,"32,899","32,899"
driver284,mar 3/01/17,06:06,06:07,0h 01m,0.02081013286340223,Otro trabajo,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.463868,-2.906253,50.463868,-2.906547,"32,899","32,899"
driver284,mar 3/01/17,06:07,06:08,0h 01m,0.007715388582531611,Conduciendo,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.463456,-2.906547,50.463456,-2.906438,"32,899","32,899"
driver284,mar 3/01/17,06:08,06:12,0h 04m,0.02151815434327925,Pausa,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,3 km sudoeste Lille",50.463442,-2.906438,50.463442,-2.906742,"32,899","32,899"
driver284,mar 3/01/17,06:12,06:13,0h 01m,0.009131122051284761,Otro trabajo,1,7211JSVMI6186H02071,"62440, FR, 22,3 km sudoeste Lille","62440, FR, 22,3 km sudoeste Lille",50.463115,-2.906742,50.463115,-2.906613,"32,899","32,899"
driver284,mar 3/01/17,06:13,06:14,0h 01m,0.006512146142306351,Conduciendo,1,7211JSVMI6186H02071,"62440, FR, 22,3 km sudoeste Lille","62440, FR, 22,3 km sudoeste Lille",50.462911,-2.906613,50.462911,-2.906521,"32,899","32,899"
driver284,mar 3/01/17,06:14,06:16,0h 02m,0.019819510677678745,Otro trabajo,1,7211JSVMI6186H02071,"62440, FR, 22,3 km sudoeste Lille","62440, FR, 22,3 km sudoeste Lille",50.463065,-2.906521,50.463065,-2.906801,"32,899","32,899"
driver284,mar 3/01/17,06:16,07:01,0h 45m,0.0016280307178812702,Pausa,1,7211JSVMI6186H02071,"62440, FR, 22,3 km sudoeste Lille","62440, FR, 22,3 km sudoeste Lille",50.46308,-2.906801,50.46308,-2.906778,"32,899","32,899"
driver284,mar 3/01/17,07:01,07:02,0h 01m,0.004317822882066164,Otro trabajo,1,7211JSVMI6186H02071,"62440, FR, 22,3 km sudoeste Lille","62440, FR, 22,3 km sudoeste Lille",50.463055,-2.906778,50.463055,-2.906717,"32,899","32,899"
driver284,mar 3/01/17,07:02,07:04,0h 02m,0.014227583625523621,Conduciendo,1,7211JSVMI6186H02071,"62440, FR, 22,3 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.463044,-2.906717,50.463044,-2.906516,"32,899","32,899"
driver284,mar 3/01/17,07:04,07:17,0h 13m,0.009768088263075769,Pausa,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62440, FR, 22,2 km sudoeste Lille",50.463545,-2.906516,50.463545,-2.906654,"32,899","32,900"
driver284,mar 3/01/17,07:17,07:20,0h 03m,0.6087329872499405,Conduciendo,1,7211JSVMI6186H02071,"62440, FR, 22,2 km sudoeste Lille","62220, FR, 21,2 km sudoeste Lille",50.463774,-2.906654,50.463774,-2.915254,"32,900","32,901"
driver284,mar 3/01/17,07:20,07:22,0h 02m,0.36079388462323103,Otro trabajo,1,7211JSVMI6186H02071,"62220, FR, 21,2 km sudoeste Lille","62220, Carvin, FR, 20,8 km sudoeste Lille",50.471292,-2.915254,50.471292,-2.920352,"32,901","32,901"
driver284,mar 3/01/17,07:22,07:33,0h 11m,3.981132517541246,Conduciendo,1,7211JSVMI6186H02071,"62220, Carvin, FR, 20,8 km sudoeste Lille","62590, FR, 20,8 km sur Lille",50.473637,-2.920352,50.473637,-2.976608,"32,901","32,910"
driver284,mar 3/01/17,07:33,07:37,0h 04m,0.06951633824786764,Pausa,1,7211JSVMI6186H02071,"62590, FR, 20,8 km sur Lille","62590, FR, 20,8 km sur Lille",50.458654,-2.976608,50.458654,-2.975626,"32,910","32,910"
driver284,mar 3/01/17,07:37,08:32,0h 55m,11.771428013870581,Conduciendo,1,7211JSVMI6186H02071,"62590, FR, 20,8 km sur Lille","59960, BE, próximo a Mouscron",50.458286,-2.975626,50.458286,-3.14191,"32,910","32,949"
driver284,mar 3/01/17,08:32,08:34,0h 02m,0.0261005589089666,Otro trabajo,1,7211JSVMI6186H02071,"59960, BE, próximo a Mouscron","59960, BE, próximo a Mouscron",50.751139,-3.14191,50.751139,-3.141539,"32,949","32,949"
driver284,mar 3/01/17,08:34,08:41,0h 07m,0.22125543600973993,Conduciendo,1,7211JSVMI6186H02071,"59960, BE, próximo a Mouscron","59223, Roncq, BE, próximo a Mouscron",50.751419,-3.141539,50.751419,-3.138394,"32,949","32,949"
driver284,mar 3/01/17,08:41,08:45,0h 04m,0.0008441619163890193,Otro trabajo,1,7211JSVMI6186H02071,"59223, Roncq, BE, próximo a Mouscron","59223, Roncq, BE, próximo a Mouscron",50.754522,-3.138394,50.754522,-3.138382,"32,949","32,949"
driver284,mar 3/01/17,08:45,08:52,0h 07m,0.016601825838605602,Conduciendo,1,7211JSVMI6186H02071,"59223, Roncq, BE, próximo a Mouscron","59223, Roncq, BE, próximo a Mouscron",50.754593,-3.138382,50.754593,-3.138618,"32,949","32,952"
driver284,mar 3/01/17,08:52,11:09,2h 17m,0.017799497653657178,Pausa,1,7211JSVMI6186H02071,"59223, Roncq, BE, próximo a Mouscron","59223, Roncq, BE, próximo a Mouscron",50.749929,-3.138618,50.75189,-3.138671,"32,952","32,952"
driver284,mar 3/01/17,11:09,13:36,2h 27m,41.39089838425823,Conduciendo,1,7211JSVMI6186H02071,"59223, Roncq, BE, próximo a Mouscron","A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis",50.751908,-3.138671,50.751908,-2.550319,"32,952","33,157"
driver284,mar 3/01/17,13:36,14:46,1h 10m,0.006191770941501765,Pausa,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis",49.07238,-2.550319,49.07238,-2.550404,"33,157","33,157"
driver284,mar 3/01/17,14:46,14:47,0h 01m,0.017336948166937947,Conduciendo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis",49.07241,-2.550404,49.07241,-2.550642,"33,157","33,157"
driver284,mar 3/01/17,14:47,14:54,0h 07m,0.00043706600814870914,Otro trabajo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis",49.0724,-2.550642,49.0724,-2.550648,"33,157","33,157"
driver284,mar 3/01/17,14:54,07:27,64h 33m,0.014277481620100627,Pausa,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, AulnaySousBois, FR, 20,2 km nordeste SaintDenis",49.072432,-2.550648,49.071603,-2.550864,"33,157","33,157"
driver284,vie 6/01/17,07:27,07:28,0h 01m,0.009032868956328356,Conduciendo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, AulnaySousBois, FR, 20,2 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis",49.071457,-2.550864,49.071457,-2.55074,"33,157","33,157"
driver284,vie 6/01/17,07:28,07:36,0h 08m,0.0014569038492867773,Otro trabajo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis",49.071815,-2.55074,49.071815,-2.55072,"33,157","33,157"
driver284,vie 6/01/17,07:36,07:37,0h 01m,0.009251323428471217,Conduciendo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, Sarcelles, FR, 20,3 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, AulnaySousBois, FR, 20,2 km nordeste SaintDenis",49.071901,-2.55072,49.071901,-2.550847,"33,157","33,157"
driver284,vie 6/01/17,07:37,07:40,0h 03m,0.022800760485390408,Otro trabajo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, AulnaySousBois, FR, 20,2 km nordeste SaintDenis","A1/E15/E19 Autoroute Du Nord, 95470, AulnaySousBois, FR, 20,2 km nordeste SaintDenis",49.071346,-2.550847,49.071346,-2.550534,"33,157","33,157"
driver284,vie 6/01/17,07:40,12:07,4h 27m,147.7921849177889,Conduciendo,1,7211JSVMI6186H02071,"A1/E15/E19 Autoroute Du Nord, 95470, AulnaySousBois, FR, 20,2 km nordeste SaintDenis","A10/E5 L'aquitaine, 86100, FR, 39,1 km norte Poitiers",49.071338,-2.550534,49.071338,-0.52164,"33,157","33,515"
driver284,vie 6/01/17,12:07,12:59,0h 52m,0.0012914179958768278,Pausa,1,7211JSVMI6186H02071,"A10/E5 L'aquitaine, 86100, FR, 39,1 km norte Poitiers","A10/E5 L'aquitaine, 86100, FR, 39,1 km norte Poitiers",46.90763,-0.52164,46.90763,-0.521623,"33,515","33,515"
driver284,vie 6/01/17,12:59,17:23,4h 24m,36.39584458981141,Conduciendo,1,7211JSVMI6186H02071,"A10/E5 L'aquitaine, 86100, FR, 39,1 km norte Poitiers","A63/E5/E70, 40110, FR, 89,6 km sur Bordeaux",46.907601,-0.521623,46.907601,-1.000732,"33,515","33,887"
driver284,vie 6/01/17,17:23,04:24,11h 01m,0.00431291090951025,Pausa,1,7211JSVMI6186H02071,"A63/E5/E70, 40110, FR, 89,6 km sur Bordeaux","A63/E5/E70, 40110, FR, 89,6 km sur Bordeaux",44.087619,-1.000732,44.087619,-1.000786,"33,887","33,887"
driver284,sab 7/01/17,04:24,05:52,1h 28m,61.04001567485505,Conduciendo,1,7211JSVMI6186H02071,"A63/E5/E70, 40110, FR, 89,6 km sur Bordeaux","Irun, 20305, ES, 17,8 km este San Sebastián",44.087768,-1.000786,44.087768,-1.765045,"33,887","34,005"
driver284,sab 7/01/17,05:52,06:26,0h 34m,0.0028305946881649613,Pausa,1,7211JSVMI6186H02071,"Irun, 20305, ES, 17,8 km este San Sebastián","Irun, 20305, ES, 17,8 km este San Sebastián",43.337932,-1.765045,43.337932,-1.76508,"34,005","34,005"
driver284,sab 7/01/17,06:26,09:25,2h 59m,156.80660782316477,Conduciendo,1,7211JSVMI6186H02071,"Irun, 20305, ES, 17,8 km este San Sebastián","09195, Burgos, ES",43.337729,-1.76508,43.337729,-3.704014,"34,005","34,257"
driver284,sab 7/01/17,09:25,10:10,0h 45m,0.00041121483370346057,Pausa,1,7211JSVMI6186H02071,"09195, Burgos, ES","09195, Burgos, ES",42.300198,-3.704014,42.300198,-3.704019,"34,257","34,257"
driver284,sab 7/01/17,10:10,12:58,2h 48m,3.9769498778201546,Conduciendo,1,7211JSVMI6186H02071,"09195, Burgos, ES","28053, Madrid, ES",42.300055,-3.704019,42.300055,-3.655663,"34,257","34,502"
driver284,sab 7/01/17,12:58,13:03,0h 05m,0.0534591726956478,Otro trabajo,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.366474,-3.655663,40.366474,-3.656294,"34,502","34,502"
driver284,sab 7/01/17,13:03,13:07,0h 04m,0.22247936115873168,Conduciendo,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.366143,-3.656294,40.366143,-3.653668,"34,502","34,503"
driver284,sab 7/01/17,13:07,16:46,3h 39m,0.008303058268841604,Pausa,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.363504,-3.653668,40.363504,-3.653766,"34,503","34,503"
driver284,sab 7/01/17,16:46,16:49,0h 03m,0.2179128006306683,Conduciendo,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.36354,-3.653766,40.36354,-3.656338,"34,503","34,503"
driver284,sab 7/01/17,16:49,16:52,0h 03m,8.472178751324108e-05,Otro trabajo,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.366127,-3.656338,40.366127,-3.656339,"34,503","34,503"
driver284,sab 7/01/17,16:52,17:06,0h 14m,1.0519903565039583,Conduciendo,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.366132,-3.656339,40.366132,-3.668756,"34,503","34,508"
driver284,sab 7/01/17,17:06,08:07,15h 01m,0.0003389339692059297,Pausa,1,7211JSVMI6186H02071,"28053, Madrid, ES","28053, Madrid, ES",40.356814,-3.668756,40.356814,-3.668752,"34,508","34,508"
driver284,dom 8/01/17,08:07,08:26,0h 19m,2.6922365176263283,Conduciendo,1,7211JSVMI6186H02071,"28053, Madrid, ES","28906, Getafe, ES",40.356832,-3.668752,40.356832,-3.700525,"34,508","34,520"
driver284,dom 8/01/17,08:26,10:38,2h 12m,0.48750125325898536,Pausa,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.305471,-3.700525,40.306765,-3.701278,"34,520","34,522"
driver284,dom 8/01/17,10:38,10:39,0h 01m,0.03798925261135132,Conduciendo,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.305903,-3.701278,40.305903,-3.70083,"34,522","34,522"
driver284,dom 8/01/17,10:39,10:43,0h 04m,0.0019503499870433625,Otro trabajo,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.305595,-3.70083,40.305595,-3.700853,"34,522","34,522"
driver284,dom 8/01/17,10:43,11:34,0h 51m,0.12762082906789912,Pausa,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.305544,-3.700853,40.30568,-3.700415,"34,522","34,522"
driver284,dom 8/01/17,11:34,11:39,0h 05m,0.19410220537589512,Conduciendo,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.305601,-3.700415,40.305601,-3.702704,"34,522","34,523"
driver284,dom 8/01/17,11:39,11:40,0h 01m,0.0003392075461522594,Otro trabajo,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.30236,-3.702704,40.30236,-3.702708,"34,523","34,523"
driver284,dom 8/01/17,11:40,12:01,0h 21m,0.001865641559221139,Pausa,1,7211JSVMI6186H02071,"28906, Getafe, ES","28906, Getafe, ES",40.302358,-3.702708,40.302358,-3.70273,"34,523","34,523"
driver284,dom 8/01/17,12:01,12:09,0h 08m,0.929173857652747,Conduciendo,1,7211JSVMI6186H02071,"28906, Getafe, ES","A4/E5 Autovía Del Sur, 28906, Getafe, ES",40.30239,-3.70273,40.30239,-3.691773,"34,523","34,525"
driver284,dom 8/01/17,12:09,09:58,45h 49m,0.0005088529676592105,Pausa,1,7211JSVMI6186H02071,"A4/E5 Autovía Del Sur, 28906, Getafe, ES","A4/E5 Autovía Del Sur, 28906, Getafe, ES",40.29683,-3.691773,40.29683,-3.691767,"34,525","34,525"
driver284,mar 10/01/17,09:58,10:11,0h 13m,1.9922435227271469,Conduciendo,1,7211JSVMI6186H02071,"A4/E5 Autovía Del Sur, 28906, Getafe, ES","28341, Valdemoro, ES, próximo a Parla",40.296852,-3.691767,40.296852,-3.668276,"34,525","34,540"
driver284,mar 10/01/17,10:11,17:37,7h 26m,0.0014443289448461435,Pausa,1,7211JSVMI6186H02071,"28341, Valdemoro, ES, próximo a Parla","28341, Valdemoro, ES, próximo a Parla",40.175819,-3.668276,40.175819,-3.668259,"34,540","34,540"
driver284,mar 10/01/17,17:37,17:38,0h 01m,0.0113847204048422,Conduciendo,1,7211JSVMI6186H02071,"28341, Valdemoro, ES, próximo a Parla","28341, Valdemoro, ES, próximo a Parla",40.17576,-3.668259,40.17576,-3.668393,"34,540","34,540"
driver284,mar 10/01/17,17:38,17:43,0h 05m,0.002124002605810531,Otro trabajo,1,7211JSVMI6186H02071,"28341, Valdemoro, ES, próximo a Parla","28341, Valdemoro, ES, próximo a Parla",40.176156,-3.668393,40.176156,-3.668418,"34,540","34,540"
driver284,mar 10/01/17,17:43,17:48,0h 05m,0.006202083221850514,Pausa,1,7211JSVMI6186H02071,"28341, Valdemoro, ES, próximo a Parla","28341, ES, próximo a Parla",40.176204,-3.668418,40.176204,-3.668345,"34,540","34,540"
driver284,mar 10/01/17,17:48,22:08,4h 20m,26.394885854080005,Conduciendo,1,7211JSVMI6186H02071,"28341, ES, próximo a Parla","09126, ES, 45,4 km noroeste Burgos",40.176146,-3.668345,40.176146,-3.979019,"34,540","34,875"
driver284,mar 10/01/17,22:08,09:15,11h 07m,0.018552066281065007,Pausa,1,7211JSVMI6186H02071,"09126, ES, 45,4 km noroeste Burgos","09126, ES, 45,4 km noroeste Burgos",42.693625,-3.979019,42.693625,-3.979246,"34,875","34,875"
