Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,MilometerStart,MilometerEnd
driver242,lun 2/01/17,10:05,10:42,0h 37m,0.023912968062061682,Otro trabajo,1,SB57RTOMD2026Q01666,"5145, Waalwijk, NL, 16,8 km norte Tilburg","5145, Waalwijk, NL, 16,8 km norte Tilburg",51.701859,-5.03115,51.701859,-5.031497,"173,588","173,588"
driver242,lun 2/01/17,10:42,10:45,0h 03m,0.005995504167876351,Conduciendo,1,SB57RTOMD2026Q01666,"5145, Waalwijk, NL, 16,8 km norte Tilburg","5145, Waalwijk, NL, 16,8 km norte Tilburg",51.701604,-5.031497,51.701604,-5.03141,"173,588","173,588"
driver242,lun 2/01/17,10:45,10:52,0h 07m,0.010957348911805383,Otro trabajo,1,SB57RTOMD2026Q01666,"5145, Waalwijk, NL, 16,8 km norte Tilburg","5145, Waalwijk, NL, 16,7 km norte Tilburg",51.701405,-5.03141,51.701405,-5.031569,"173,588","173,588"
driver242,lun 2/01/17,10:52,11:15,0h 23m,49.64684106808623,Conduciendo,1,SB57RTOMD2026Q01666,"5145, Waalwijk, NL, 16,7 km norte Tilburg","Knooppunt Zonzeel, 4772, Breda, NL",51.701043,-5.031569,51.701043,-4.311156,"173,588","173,616"
driver242,lun 2/01/17,12:26,12:31,0h 05m,0.10935893195241883,Conduciendo,1,SB57RTOMD2026Q01666,"A4, 4622, Bergen Op Zoom, NL, 32,1 km norte Antwerpen","4622, Bergen Op Zoom, NL, 32,1 km norte Antwerpen",51.503921,-4.311156,51.503921,-4.309576,"173,658","173,659"
driver242,lun 2/01/17,12:31,15:03,2h 32m,0.03433010808790465,Pausa,1,SB57RTOMD2026Q01666,"4622, Bergen Op Zoom, NL, 32,1 km norte Antwerpen","4622, Bergen Op Zoom, NL, 32,2 km norte Antwerpen",51.504307,-4.309576,51.504307,-4.30908,"173,659","173,659"
driver242,lun 2/01/17,15:03,15:05,0h 02m,0.018480088252078673,Otro trabajo,1,SB57RTOMD2026Q01666,"4622, Bergen Op Zoom, NL, 32,2 km norte Antwerpen","4622, Bergen Op Zoom, NL, 32,2 km norte Antwerpen",51.504382,-4.30908,51.504382,-4.309347,"173,659","173,659"
driver242,lun 2/01/17,15:05,15:06,0h 01m,0.09516854895365545,Conduciendo,1,SB57RTOMD2026Q01666,"4622, Bergen Op Zoom, NL, 32,2 km norte Antwerpen","A4, 4622, Bergen Op Zoom, NL, 32,0 km norte Antwerpen",51.504595,-4.309347,51.504595,-4.310722,"173,659","173,659"
driver242,lun 2/01/17,15:06,15:11,0h 05m,0.007682867185461649,Otro trabajo,1,SB57RTOMD2026Q01666,"A4, 4622, Bergen Op Zoom, NL, 32,0 km norte Antwerpen","A4, 4622, Bergen Op Zoom, NL, 32,0 km norte Antwerpen",51.503588,-4.310722,51.503588,-4.310833,"173,659","173,659"
driver242,lun 2/01/17,15:11,12:48,4h 33m,1078.5537068655676,Pausa,1,SB57RTOMD2026Q01666,"A4, 4622, Bergen Op Zoom, NL, 32,0 km norte Antwerpen","A93/E45/E60, 83080, Kufstein, DE, 22,5 km sur Rosenheim",51.503418,-4.310833,47.766254,-11.882411,"173,659","174,578"
driver242,mar 3/01/17,13:42,14:50,1h 08m,0.029482928580970576,Pausa,1,SB57RTOMD2026Q01666,"6230, Brixlegg, AT, 41,5 km nordeste Innsbruck","6230, Brixlegg, AT, 41,6 km nordeste Innsbruck",47.437524,-11.882411,47.437524,-11.882803,"174,618","174,618"
