Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,MilometerStart,MilometerEnd
driver10,mar 3/01/17,10:22,10:27,0h 05m,1.4749193742929796,Conduciendo,1,0456HSSMD2026Q01552,"11519, Puerto Real, ES, próximo a Cádiz","Cádiz, ES",36.519773,-6.231772,36.519773,-6.248277,"523,783","523,785"
driver10,mar 3/01/17,10:27,11:59,1h 32m,0.00455733254632502,Pausa,1,0456HSSMD2026Q01552,"Cádiz, ES","Cádiz, ES",36.521948,-6.248277,36.521948,-6.248226,"523,785","523,785"
driver10,mar 3/01/17,11:59,12:06,0h 07m,1.5009688585228056,Conduciendo,1,0456HSSMD2026Q01552,"Cádiz, ES","11519, Puerto Real, ES, próximo a Cádiz",36.522052,-6.248226,36.522052,-6.231429,"523,785","523,788"
driver10,mar 3/01/17,12:06,12:17,0h 11m,0.011617087961593456,Pausa,1,0456HSSMD2026Q01552,"11519, Puerto Real, ES, próximo a Cádiz","11519, Puerto Real, ES, próximo a Cádiz",36.519564,-6.231429,36.519564,-6.231299,"523,788","523,788"
driver10,mar 3/01/17,12:17,12:20,0h 03m,0.03261719839040256,Otro trabajo,1,0456HSSMD2026Q01552,"11519, Puerto Real, ES, próximo a Cádiz","11519, Puerto Real, ES, próximo a Cádiz",36.519588,-6.231299,36.519588,-6.231664,"523,788","523,788"
driver10,mar 3/01/17,12:20,12:25,0h 05m,1.3099567819734335,Conduciendo,1,0456HSSMD2026Q01552,"11519, Puerto Real, ES, próximo a Cádiz","11519, Cádiz, ES",36.519796,-6.231664,36.519796,-6.246323,"523,788","523,789"
driver10,mar 3/01/17,12:25,12:40,0h 15m,0.008131793519325529,Otro trabajo,1,0456HSSMD2026Q01552,"11519, Cádiz, ES","11519, Cádiz, ES",36.521163,-6.246323,36.521163,-6.246232,"523,789","523,790"
driver10,mar 3/01/17,12:40,13:16,0h 36m,35.02983554813288,Conduciendo,1,0456HSSMD2026Q01552,"11519, Cádiz, ES","11170, ES, 34,9 km sudeste Jerez De La Frontera",36.521427,-6.246232,36.521427,-5.854224,"523,790","523,830"
driver10,mar 3/01/17,13:16,13:19,0h 03m,0.019940474932484735,Otro trabajo,1,0456HSSMD2026Q01552,"11170, ES, 34,9 km sudeste Jerez De La Frontera","A381 Autovía De Jérez A Algeciras, 11170, ES, 35,0 km sudeste Jerez De La Frontera",36.47022,-5.854224,36.47022,-5.854001,"523,830","523,830"
driver10,mar 3/01/17,13:19,14:15,0h 56m,33.968780748045646,Conduciendo,1,0456HSSMD2026Q01552,"A381 Autovía De Jérez A Algeciras, 11170, ES, 35,0 km sudeste Jerez De La Frontera","11206, Algeciras, ES",36.469041,-5.854001,36.469041,-5.474124,"523,830","523,897"
