Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,MilometerStart,MilometerEnd
driver77,lun 2/01/17,20:08,21:24,1h 16m,31.865908571049957,Conduciendo,1,SB30ZFOMI5256H00311,"D5/E50, 25219, Beroun, CZ, 15,9 km oeste Praha","Tábor, 25786, CZ, 59,7 km sur Praha",50.033685,-14.214012,50.033685,-14.66016,"33,101","33,192"
driver77,lun 2/01/17,21:24,21:26,0h 02m,0.003749568393226255,Otro trabajo,1,SB30ZFOMI5256H00311,"Tábor, 25786, CZ, 59,7 km sur Praha","25786, Milicín, CZ, 59,7 km sur Praha",49.573309,-14.66016,49.573309,-14.660108,"33,192","33,192"
driver77,lun 2/01/17,21:26,23:21,1h 55m,22.738378866179875,Conduciendo,1,SB30ZFOMI5256H00311,"25786, Milicín, CZ, 59,7 km sur Praha","Gmünd, 3950, AT, 42,4 km sudeste Ceské Budejovice",49.573302,-14.660108,49.573302,-14.97545,"33,192","33,301"
driver77,lun 2/01/17,23:21,08:22,9h 01m,0.0,Pausa,1,SB30ZFOMI5256H00311,"Gmünd, 3950, AT, 42,4 km sudeste Ceské Budejovice","Gmünd, 3950, AT, 42,4 km sudeste Ceské Budejovice",48.780598,-14.97545,48.780598,-14.97545,"33,301","33,301"
driver77,mar 3/01/17,08:22,08:25,0h 03m,0.11195845716843852,Conduciendo,1,SB30ZFOMI5256H00311,"Gmünd, 3950, AT, 42,4 km sudeste Ceské Budejovice","Gmünd, 3950, AT, 42,3 km sudeste Ceské Budejovice",48.780606,-14.97545,48.780606,-14.973922,"33,301","33,302"
driver77,mar 3/01/17,08:25,08:51,0h 26m,0.006228116584603568,Pausa,1,SB30ZFOMI5256H00311,"Gmünd, 3950, AT, 42,3 km sudeste Ceské Budejovice","Gmünd, 3950, AT, 42,3 km sudeste Ceské Budejovice",48.780114,-14.973922,48.780114,-14.973837,"33,302","33,302"
driver77,mar 3/01/17,08:51,08:53,0h 02m,0.02696410162677853,Conduciendo,1,SB30ZFOMI5256H00311,"Gmünd, 3950, AT, 42,3 km sudeste Ceské Budejovice","Gmünd, AT, 42,4 km sudeste Ceské Budejovice",48.780076,-14.973837,48.780076,-14.974205,"33,302","33,302"
driver77,mar 3/01/17,08:53,08:55,0h 02m,0.011357196536063402,Otro trabajo,1,SB30ZFOMI5256H00311,"Gmünd, AT, 42,4 km sudeste Ceské Budejovice","Gmünd, AT, 42,4 km sudeste Ceské Budejovice",48.779925,-14.974205,48.779925,-14.97405,"33,302","33,302"
driver77,mar 3/01/17,08:55,09:27,0h 32m,0.040666073296598236,Pausa,1,SB30ZFOMI5256H00311,"Gmünd, AT, 42,4 km sudeste Ceské Budejovice","Gmünd, AT, 42,3 km sudeste Ceské Budejovice",48.779957,-14.97405,48.779924,-14.973508,"33,302","33,302"
driver77,mar 3/01/17,09:27,11:13,1h 46m,50.619518360596885,Conduciendo,1,SB30ZFOMI5256H00311,"Gmünd, AT, 42,3 km sudeste Ceské Budejovice","A1/E55/E60 WestAutobahn, 4052, Linz, AT",48.779627,-14.973508,48.779627,-14.282668,"33,302","33,411"
driver77,mar 3/01/17,11:13,11:58,0h 45m,0.00022228330984920327,Pausa,1,SB30ZFOMI5256H00311,"A1/E55/E60 WestAutobahn, 4052, Linz, AT","A1/E55/E60 WestAutobahn, 4052, Linz, AT",48.214232,-14.282668,48.214232,-14.282671,"33,411","33,411"
driver77,mar 3/01/17,11:58,13:25,1h 27m,93.1213894205591,Conduciendo,1,SB30ZFOMI5256H00311,"A1/E55/E60 WestAutobahn, 4052, Linz, AT","A1/E55/E60 WestAutobahn, 5020, Salzburg, AT",48.214302,-14.282671,48.214302,-13.025862,"33,411","33,533"
driver77,mar 3/01/17,13:25,13:30,0h 05m,0.09428668906626647,Otro trabajo,1,SB30ZFOMI5256H00311,"A1/E55/E60 WestAutobahn, 5020, Salzburg, AT","A1/E55/E60 WestAutobahn, 5020, Salzburg, AT",47.827094,-13.025862,47.827094,-13.024599,"33,533","33,533"
driver77,mar 3/01/17,13:30,13:49,0h 19m,2.108584353465893,Conduciendo,1,SB30ZFOMI5256H00311,"A1/E55/E60 WestAutobahn, 5020, Salzburg, AT","5020, Salzburg, AT",47.826811,-13.024599,47.826811,-12.996354,"33,533","33,540"
driver77,mar 3/01/17,13:49,14:04,0h 15m,0.0017181219472921876,Pausa,1,SB30ZFOMI5256H00311,"5020, Salzburg, AT","5020, Salzburg, AT",47.793717,-12.996354,47.793717,-12.996331,"33,540","33,540"
driver77,mar 3/01/17,14:04,14:05,0h 01m,0.005378464150235056,Otro trabajo,1,SB30ZFOMI5256H00311,"5020, Salzburg, AT","5020, Salzburg, AT",47.793761,-12.996331,47.793761,-12.996259,"33,540","33,540"
driver77,mar 3/01/17,14:05,16:42,2h 37m,135.85459535849685,Conduciendo,1,SB30ZFOMI5256H00311,"5020, Salzburg, AT","Fürstenfeldbruck, 82237, DE, 30,5 km oeste München",47.79389,-12.996259,47.79389,-11.177565,"33,540","33,738"
driver77,mar 3/01/17,16:42,17:13,0h 31m,0.05415174273527512,Pausa,1,SB30ZFOMI5256H00311,"Fürstenfeldbruck, 82237, DE, 30,5 km oeste München","A96/E54, 82237, Fürstenfeldbruck, DE, 30,5 km oeste München",48.084329,-11.177565,48.084329,-11.176836,"33,738","33,738"
driver77,mar 3/01/17,17:13,18:04,0h 51m,63.00803409656139,Conduciendo,1,SB30ZFOMI5256H00311,"A96/E54, 82237, Fürstenfeldbruck, DE, 30,5 km oeste München","Memmingen, 87746, DE, 33,6 km norte Kempten (Allgäu)",48.084014,-11.176836,48.084014,-10.328612,"33,738","33,808"
driver77,mar 3/01/17,18:04,18:20,0h 16m,0.037629291006398745,Pausa,1,SB30ZFOMI5256H00311,"Memmingen, 87746, DE, 33,6 km norte Kempten (Allgäu)","Memmingen, 87746, DE, 33,6 km norte Kempten (Allgäu)",48.026163,-10.328612,48.026163,-10.328106,"33,808","33,808"
driver77,mar 3/01/17,18:20,19:58,1h 38m,80.50953042542213,Conduciendo,1,SB30ZFOMI5256H00311,"Memmingen, 87746, DE, 33,6 km norte Kempten (Allgäu)","88690, Konstanz, DE",48.02577,-10.328106,48.02577,-9.245496,"33,808","33,930"
driver77,mar 3/01/17,19:58,20:00,0h 02m,0.005535780416696376,Otro trabajo,1,SB30ZFOMI5256H00311,"88690, Konstanz, DE","88690, Konstanz, DE",47.719318,-9.245496,47.719318,-9.245422,"33,930","33,930"
driver77,mar 3/01/17,20:00,20:05,0h 05m,0.02004851513325544,Conduciendo,1,SB30ZFOMI5256H00311,"88690, Konstanz, DE","88690, Konstanz, DE",47.719284,-9.245422,47.719284,-9.24569,"33,930","33,931"
driver77,mar 3/01/17,20:05,07:06,11h 01m,0.09605351621697919,Pausa,1,SB30ZFOMI5256H00311,"88690, Konstanz, DE","88690, Konstanz, DE",47.719185,-9.24569,47.719185,-9.244406,"33,931","33,931"
driver77,mie 4/01/17,07:06,09:19,2h 13m,123.68132260003843,Conduciendo,1,SB30ZFOMI5256H00311,"88690, Konstanz, DE","79258, DE, 21,8 km sudoeste Freiburg Im Breisgau",47.719581,-9.244406,47.719581,-7.591046,"33,931","34,091"
driver77,mie 4/01/17,09:19,09:34,0h 15m,0.021912914954794464,Pausa,1,SB30ZFOMI5256H00311,"79258, DE, 21,8 km sudoeste Freiburg Im Breisgau","79258, DE, 21,8 km sudoeste Freiburg Im Breisgau",47.90994,-7.591046,47.90994,-7.59134,"34,091","34,091"
driver77,mie 4/01/17,09:34,10:22,0h 48m,45.59726926193337,Conduciendo,1,SB30ZFOMI5256H00311,"79258, DE, 21,8 km sudoeste Freiburg Im Breisgau","A36/E54/E60 La Comtoise, 90150, Belfort, FR",47.909555,-7.59134,47.909555,-6.979576,"34,091","34,153"
driver77,mie 4/01/17,10:22,10:30,0h 08m,0.2869788563535568,Pausa,1,SB30ZFOMI5256H00311,"A36/E54/E60 La Comtoise, 90150, Belfort, FR","A36/E54/E60 La Comtoise, 90150, Belfort, FR",47.675624,-6.979576,47.675624,-6.975743,"34,153","34,154"
driver77,mie 4/01/17,10:30,10:34,0h 04m,3.238322241392208,Conduciendo,1,SB30ZFOMI5256H00311,"A36/E54/E60 La Comtoise, 90150, Belfort, FR","A36/E54/E60 La Comtoise, 90160, Belfort, FR",47.674082,-6.975743,47.674082,-6.932492,"34,154","34,158"
driver77,mie 4/01/17,10:34,10:52,0h 18m,0.05640067849897366,Pausa,1,SB30ZFOMI5256H00311,"A36/E54/E60 La Comtoise, 90160, Belfort, FR","A36/E54/E60 La Comtoise, 90160, Belfort, FR",47.654197,-6.932492,47.654197,-6.931739,"34,158","34,158"
driver77,mie 4/01/17,10:52,12:03,1h 11m,75.08208991822934,Conduciendo,1,SB30ZFOMI5256H00311,"A36/E54/E60 La Comtoise, 90160, Belfort, FR","A36/E60 La Comtoise, 25170, Besançon, FR",47.653848,-6.931739,47.653848,-5.929325,"34,158","34,260"
driver77,mie 4/01/17,12:03,13:04,1h 01m,0.002263459139447371,Pausa,1,SB30ZFOMI5256H00311,"A36/E60 La Comtoise, 25170, Besançon, FR","A36/E60 La Comtoise, 25170, Besançon, FR",47.271441,-5.929325,47.271441,-5.929355,"34,260","34,260"
driver77,mie 4/01/17,13:04,15:24,2h 20m,51.78570753467122,Conduciendo,1,SB30ZFOMI5256H00311,"A36/E60 La Comtoise, 25170, Besançon, FR","A42/E611, 01150, FR, 32,4 km nordeste Villeurbanne",47.271398,-5.929355,47.271398,-5.242983,"34,260","34,466"
driver77,mie 4/01/17,15:24,16:09,0h 45m,0.07365311204856748,Pausa,1,SB30ZFOMI5256H00311,"A42/E611, 01150, FR, 32,4 km nordeste Villeurbanne","A42/E611, 01150, FR, 32,3 km nordeste Villeurbanne",45.910947,-5.242983,45.910947,-5.242031,"34,466","34,466"
driver77,mie 4/01/17,16:09,16:26,0h 17m,19.33743355729406,Conduciendo,1,SB30ZFOMI5256H00311,"A42/E611, 01150, FR, 32,3 km nordeste Villeurbanne","A42/E611, 01700, Villeurbanne, FR",45.910229,-5.242031,45.910229,-4.992089,"34,466","34,490"
