Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,MilometerStart,MilometerEnd
driver240,lun 2/01/17,17:37,17:42,0h 05m,0.032920281927820316,Conduciendo,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.727963,-6.60947,49.727963,-6.609928,"339,376","339,377"
driver240,lun 2/01/17,17:42,17:54,0h 12m,0.0009344470679715338,Otro trabajo,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.726478,-6.609928,49.726478,-6.609915,"339,377","339,377"
driver240,lun 2/01/17,17:54,18:03,0h 09m,0.001078208133160857,Pausa,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.726479,-6.609915,49.726479,-6.60993,"339,377","339,377"
driver240,lun 2/01/17,18:03,18:05,0h 02m,0.09761375218924336,Conduciendo,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.726491,-6.60993,49.726491,-6.608572,"339,377","339,377"
driver240,lun 2/01/17,18:05,18:16,0h 11m,0.0028751774447130425,Otro trabajo,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.727226,-6.608572,49.727226,-6.608612,"339,377","339,377"
driver240,lun 2/01/17,18:16,18:35,0h 19m,0.0009344329005208775,Pausa,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.727214,-6.608612,49.727214,-6.608599,"339,377","339,377"
driver240,lun 2/01/17,18:35,18:36,0h 01m,0.056569081264280875,Conduciendo,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.727256,-6.608599,49.727256,-6.609386,"339,377","339,377"
driver240,lun 2/01/17,18:36,18:43,0h 07m,0.030548456393916706,Otro trabajo,1,0235HZDMD2026Q01788,"54294, Trier, DE","54294, Trier, DE",49.727709,-6.609386,49.727709,-6.609811,"339,377","339,377"
driver240,lun 2/01/17,18:43,19:08,0h 25m,15.488252596644118,Conduciendo,1,0235HZDMD2026Q01788,"54294, Trier, DE","Grevenmacher, 6776, LU, 20,6 km este Luxembourg",49.728013,-6.609811,49.728013,-6.394332,"339,377","339,397"
driver240,lun 2/01/17,19:08,19:10,0h 02m,0.004460903585231721,Pausa,1,0235HZDMD2026Q01788,"Grevenmacher, 6776, LU, 20,6 km este Luxembourg","Grevenmacher, 6776, LU, 20,6 km este Luxembourg",49.679515,-6.394332,49.679515,-6.394394,"339,397","339,397"
driver240,lun 2/01/17,19:10,19:40,0h 30m,0.003165802544364224,Otro trabajo,1,0235HZDMD2026Q01788,"Grevenmacher, 6776, LU, 20,6 km este Luxembourg","Grevenmacher, 6776, LU, 20,5 km este Luxembourg",49.679515,-6.394394,49.679515,-6.39435,"339,397","339,397"
