Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver231,lun 2/01/17,05:33,05:38,0h 05m,0.0,Pausa,2,SB52CNRMD2026Q01389,"130087, Ulmi (Dâmbovita), RO, próximo a Târgoviste","130087, Ulmi (Dâmbovita), RO, próximo a Târgoviste",44898588.0,25446589.0,44898588.0,44898681.0,"337,780","337,780"
driver231,lun 2/01/17,05:38,07:10,1h 32m,87.6,En espera,2,SB52CNRMD2026Q01389,"130087, Ulmi (Dâmbovita), RO, próximo a Târgoviste","075100, Bucuresti, RO",44898681.0,25446477.0,44898681.0,44540115.0,"337,780","337,868"
driver231,lun 2/01/17,07:10,07:55,0h 45m,0.0,Pausa,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","075100, Bucuresti, RO",44540115.0,26103350.0,44540115.0,44539995.0,"337,868","337,868"
driver231,lun 2/01/17,07:55,08:13,0h 18m,0.0,En espera,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","075100, Bucuresti, RO",44539995.0,26103426.0,44539995.0,44540114.0,"337,868","337,868"
driver231,lun 2/01/17,08:13,11:34,3h 21m,0.0,Pausa,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","075100, Bucuresti, RO",44540114.0,26103390.0,44540114.0,44540045.0,"337,868","337,868"
driver231,lun 2/01/17,11:34,13:21,1h 47m,98.9,En espera,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","135400, Pucioasa, RO, próximo a Târgoviste",44540045.0,26103350.0,44540045.0,45045826.0,"337,868","337,967"
driver231,lun 2/01/17,13:21,13:43,0h 22m,0.0,Pausa,2,SB52CNRMD2026Q01389,"135400, Pucioasa, RO, próximo a Târgoviste","135400, Pucioasa, RO, próximo a Târgoviste",45045826.0,25438989.0,45045826.0,45045848.0,"337,967","337,967"
driver231,lun 2/01/17,13:43,15:47,2h 04m,86.7,En espera,2,SB52CNRMD2026Q01389,"135400, Pucioasa, RO, próximo a Târgoviste","077045, Chitila, RO, próximo a Bucuresti",45045848.0,25438995.0,45045848.0,44508330.0,"337,967","338,053"
driver231,lun 2/01/17,15:47,15:59,0h 12m,0.0,Pausa,2,SB52CNRMD2026Q01389,"077045, Chitila, RO, próximo a Bucuresti","077045, Chitila, RO, próximo a Bucuresti",44508330.0,25982967.0,44508330.0,44508413.0,"338,053","338,053"
driver231,lun 2/01/17,15:59,16:22,0h 23m,18.3,En espera,2,SB52CNRMD2026Q01389,"077045, Chitila, RO, próximo a Bucuresti","075100, Bucuresti, RO",44508413.0,25983008.0,44508413.0,44540118.0,"338,053","338,072"
driver231,lun 2/01/17,16:22,07:48,15h 26m,0.0,Pausa,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","075100, Bucuresti, RO",44540118.0,26103399.0,44540118.0,44540125.0,"338,072","338,072"
driver231,mar 3/01/17,07:48,08:30,0h 42m,0.7,En espera,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","075100, Bucuresti, RO",44540125.0,26103251.0,44540125.0,44541291.0,"338,072","338,072"
driver231,mar 3/01/17,08:30,09:42,1h 12m,0.0,Pausa,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","075100, Bucuresti, RO",44541291.0,26102337.0,44541291.0,44541229.0,"338,072","338,072"
driver231,mar 3/01/17,09:42,10:43,1h 01m,59.0,En espera,2,SB52CNRMD2026Q01389,"075100, Bucuresti, RO","RO, 47,0 km oeste Bucuresti",44541229.0,26102302.0,44541229.0,44535703.0,"338,072","338,131"
driver231,mar 3/01/17,10:43,11:02,0h 19m,0.0,Pausa,2,SB52CNRMD2026Q01389,"RO, 47,0 km oeste Bucuresti","RO, 47,0 km oeste Bucuresti",44535703.0,25525776.0,44535703.0,44535715.0,"338,131","338,131"
driver231,mar 3/01/17,11:02,14:02,3h 00m,205.5,En espera,2,SB52CNRMD2026Q01389,"RO, 47,0 km oeste Bucuresti","RO, 22,7 km sur Sibiu",44535715.0,25525750.0,44535715.0,45607503.0,"338,131","338,337"
driver231,mar 3/01/17,14:02,14:03,0h 01m,0.0,Pausa,2,SB52CNRMD2026Q01389,"RO, 22,7 km sur Sibiu","RO, 22,7 km sur Sibiu",45607503.0,24260486.0,45607503.0,45607464.0,"338,337","338,337"
driver231,mar 3/01/17,14:05,14:07,0h 02m,0.0,Pausa,1,SB52CNRMD2026Q01389,"RO, 22,7 km sur Sibiu","RO, 22,7 km sur Sibiu",45607490.0,24260517.0,45607490.0,45607466.0,"338,337","338,337"
driver231,mar 3/01/17,14:07,15:28,1h 21m,97.0,Conduciendo,1,SB52CNRMD2026Q01389,"RO, 22,7 km sur Sibiu","515800, Sebes, RO, próximo a Alba Iulia",45607466.0,24260509.0,45607466.0,45962627.0,"338,337","338,434"
driver231,mar 3/01/17,15:28,15:31,0h 03m,0.0,Otro trabajo,1,SB52CNRMD2026Q01389,"515800, Sebes, RO, próximo a Alba Iulia","515800, Sebes, RO, próximo a Alba Iulia",45962627.0,23583382.0,45962627.0,45962739.0,"338,434","338,434"
driver231,mar 3/01/17,15:31,18:31,3h 00m,210.2,Conduciendo,1,SB52CNRMD2026Q01389,"515800, Sebes, RO, próximo a Alba Iulia","Arad, RO",45962739.0,23583453.0,45962739.0,46157098.0,"338,434","338,644"
driver231,mar 3/01/17,18:31,18:32,0h 01m,0.0,Pausa,1,SB52CNRMD2026Q01389,"Arad, RO","Arad, RO",46157098.0,21423346.0,46157098.0,46157038.0,"338,644","338,644"
driver231,mar 3/01/17,18:36,18:49,0h 13m,0.0,Pausa,2,SB52CNRMD2026Q01389,"Arad, RO","Arad, RO",46157046.0,21423322.0,46157046.0,46157038.0,"338,644","338,644"
driver231,mar 3/01/17,18:49,23:31,4h 42m,277.6,En espera,2,SB52CNRMD2026Q01389,"Arad, RO","2310, Budapest, HU",46157038.0,21423319.0,46157038.0,47377728.0,"338,644","338,922"
driver231,mar 3/01/17,23:31,08:47,9h 16m,0.0,Pausa,2,SB52CNRMD2026Q01389,"2310, Budapest, HU","2310, Budapest, HU",47377728.0,19030841.0,47377728.0,47377612.0,"338,922","338,922"
driver231,mie 4/01/17,08:47,12:04,3h 17m,261.7,En espera,2,SB52CNRMD2026Q01389,"2310, Budapest, HU","Cakovec, 9220, HR, 43,8 km sudoeste Zalaegerszeg",47377612.0,19030706.0,47377612.0,46522668.0,"338,922","339,183"
driver231,mie 4/01/17,12:04,12:19,0h 15m,0.0,Pausa,2,SB52CNRMD2026Q01389,"Cakovec, 9220, HR, 43,8 km sudoeste Zalaegerszeg","Cakovec, 9220, HR, 43,8 km sudoeste Zalaegerszeg",46522668.0,16518408.0,46522668.0,46522673.0,"339,183","339,183"
driver231,mie 4/01/17,12:20,12:22,0h 02m,0.0,Pausa,1,SB52CNRMD2026Q01389,"Cakovec, 9220, HR, 43,8 km sudoeste Zalaegerszeg","Cakovec, 9220, HR, 43,8 km sudoeste Zalaegerszeg",46522683.0,16518411.0,46522683.0,46522687.0,"339,183","339,183"
driver231,mie 4/01/17,12:22,13:01,0h 39m,51.4,Conduciendo,1,SB52CNRMD2026Q01389,"Cakovec, 9220, HR, 43,8 km sudoeste Zalaegerszeg","9244, SI, 27,7 km este Maribor",46522687.0,16518410.0,46522687.0,46584463.0,"339,183","339,235"
driver231,mie 4/01/17,13:01,13:07,0h 06m,0.2,Pausa,1,SB52CNRMD2026Q01389,"9244, SI, 27,7 km este Maribor","9244, SI, 27,6 km este Maribor",46584463.0,16006770.0,46584463.0,46583243.0,"339,235","339,235"
driver231,mie 4/01/17,13:07,13:48,0h 41m,56.3,Conduciendo,1,SB52CNRMD2026Q01389,"9244, SI, 27,6 km este Maribor","2310, SI, 19,9 km sur Maribor",46583243.0,16004851.0,46583243.0,46385099.0,"339,235","339,291"
driver231,mie 4/01/17,13:48,14:07,0h 19m,0.0,Pausa,1,SB52CNRMD2026Q01389,"2310, SI, 19,9 km sur Maribor","2310, SI, 19,9 km sur Maribor",46385099.0,15576485.0,46385099.0,46385061.0,"339,291","339,291"
driver231,mie 4/01/17,14:07,14:08,0h 01m,0.0,Otro trabajo,1,SB52CNRMD2026Q01389,"2310, SI, 19,9 km sur Maribor","2310, SI, 19,9 km sur Maribor",46385061.0,15576569.0,46385061.0,46384884.0,"339,291","339,291"
driver231,mie 4/01/17,14:08,14:38,0h 30m,35.0,Conduciendo,1,SB52CNRMD2026Q01389,"2310, SI, 19,9 km sur Maribor","3000, SI, 46,2 km sudoeste Maribor",46384884.0,15576663.0,46384884.0,46262597.0,"339,291","339,326"
driver231,mie 4/01/17,14:38,14:40,0h 02m,0.0,Otro trabajo,1,SB52CNRMD2026Q01389,"3000, SI, 46,2 km sudoeste Maribor","3000, SI, 46,2 km sudoeste Maribor",46262597.0,15221011.0,46262597.0,46262576.0,"339,326","339,326"
driver231,mie 4/01/17,14:40,16:52,2h 12m,177.6,Conduciendo,1,SB52CNRMD2026Q01389,"3000, SI, 46,2 km sudoeste Maribor","A4/RA13/E70 Raccordo Autostradale A4Trieste, 34011, IT, 16,4 km noroeste Trieste",46262576.0,15220755.0,46262576.0,45769346.0,"339,326","339,504"
driver231,mie 4/01/17,16:56,16:58,0h 02m,0.1,Pausa,2,SB52CNRMD2026Q01389,"A4/RA13/E70 Raccordo Autostradale A4Trieste, 34011, IT, 16,4 km noroeste Trieste","A4/RA13/E70 Raccordo Autostradale A4Trieste, 34011, IT, 16,5 km noroeste Trieste",45769393.0,13646432.0,45769393.0,45769950.0,"339,504","339,504"
driver231,mie 4/01/17,16:58,20:52,3h 54m,281.4,En espera,2,SB52CNRMD2026Q01389,"A4/RA13/E70 Raccordo Autostradale A4Trieste, 34011, IT, 16,5 km noroeste Trieste","40016, IT, 15,1 km norte Bologna",45769950.0,13645444.0,45769950.0,44628111.0,"339,504","339,786"
