Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver251,lun 9/01/17,16:14,16:16,0h 02m,0.1,Pausa,2,SB49RTOMD2026Q01353,"130087, Ulmi (Dâmbovita), RO, próximo a Târgoviste","130087, Ulmi (Dâmbovita), RO, próximo a Târgoviste",44898486.0,25446624.0,44898486.0,44899034.0,"199,180","199,180"
driver251,lun 9/01/17,16:16,18:20,2h 04m,112.1,En espera,2,SB49RTOMD2026Q01353,"130087, Ulmi (Dâmbovita), RO, próximo a Târgoviste","077168, Snagov, RO, 25,4 km norte Bucuresti",44899034.0,25446151.0,44899034.0,44663895.0,"199,180","199,292"
driver251,lun 9/01/17,18:20,18:48,0h 28m,0.0,Pausa,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","077168, Snagov, RO, 25,4 km norte Bucuresti",44663895.0,26077611.0,44663895.0,44663876.0,"199,292","199,292"
driver251,lun 9/01/17,18:48,18:49,0h 01m,0.0,En espera,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","077168, Snagov, RO, 25,4 km norte Bucuresti",44663876.0,26077741.0,44663876.0,44663882.0,"199,292","199,292"
driver251,lun 9/01/17,18:49,18:51,0h 02m,0.0,Pausa,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","077168, Snagov, RO, 25,4 km norte Bucuresti",44663882.0,26077691.0,44663882.0,44663884.0,"199,292","199,292"
driver251,lun 9/01/17,18:51,19:37,0h 46m,0.2,En espera,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","077168, Snagov, RO, 25,4 km norte Bucuresti",44663884.0,26077679.0,44663884.0,44663862.0,"199,292","199,293"
driver251,lun 9/01/17,19:37,19:47,0h 10m,0.0,Pausa,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","077168, Snagov, RO, 25,4 km norte Bucuresti",44663862.0,26077706.0,44663862.0,44663861.0,"199,293","199,293"
driver251,lun 9/01/17,19:47,20:44,0h 57m,46.6,En espera,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","Ploiesti, RO",44663861.0,26077696.0,44663861.0,44960060.0,"199,293","199,339"
driver251,lun 9/01/17,20:44,07:52,11h 08m,0.0,Pausa,2,SB49RTOMD2026Q01353,"Ploiesti, RO","Ploiesti, RO",44960060.0,25900883.0,44960060.0,44959951.0,"199,339","199,339"
driver251,mar 10/01/17,07:52,08:06,0h 14m,0.6,En espera,2,SB49RTOMD2026Q01353,"Ploiesti, RO","Ploiesti, RO",44959951.0,25900774.0,44959951.0,44962618.0,"199,339","199,340"
driver251,mar 10/01/17,08:06,09:32,1h 26m,0.0,Pausa,2,SB49RTOMD2026Q01353,"Ploiesti, RO","Ploiesti, RO",44962618.0,25900271.0,44962618.0,44962559.0,"199,340","199,340"
driver251,mar 10/01/17,09:32,11:00,1h 28m,69.5,En espera,2,SB49RTOMD2026Q01353,"Ploiesti, RO","077168, Snagov, RO, 25,4 km norte Bucuresti",44962559.0,25900357.0,44962559.0,44663718.0,"199,340","199,409"
driver251,mar 10/01/17,11:00,11:02,0h 02m,0.0,Pausa,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","077168, Snagov, RO, 25,4 km norte Bucuresti",44663718.0,26077071.0,44663718.0,44663698.0,"199,409","199,409"
driver251,mar 10/01/17,11:02,13:06,2h 04m,70.3,En espera,2,SB49RTOMD2026Q01353,"077168, Snagov, RO, 25,4 km norte Bucuresti","Ploiesti, RO",44663698.0,26077085.0,44663698.0,44962571.0,"199,409","199,480"
driver251,mar 10/01/17,13:06,16:52,3h 46m,0.0,Pausa,2,SB49RTOMD2026Q01353,"Ploiesti, RO","Ploiesti, RO",44962571.0,25900336.0,44962571.0,44962600.0,"199,480","199,480"
driver251,mar 10/01/17,16:52,21:28,4h 36m,280.4,En espera,2,SB49RTOMD2026Q01353,"Ploiesti, RO","Sibiu, RO",44962600.0,25900344.0,44962600.0,45699654.0,"199,480","199,760"
driver251,mar 10/01/17,21:31,21:34,0h 03m,0.0,Pausa,1,SB49RTOMD2026Q01353,"Sibiu, RO","Sibiu, RO",45699655.0,24249386.0,45699655.0,45699658.0,"199,760","199,760"
driver251,mar 10/01/17,21:34,22:55,1h 21m,86.4,Conduciendo,1,SB49RTOMD2026Q01353,"Sibiu, RO","515800, Sebes, RO, próximo a Alba Iulia",45699658.0,24249365.0,45699658.0,45962830.0,"199,760","199,846"
driver251,mar 10/01/17,22:55,09:04,10h 09m,0.0,Pausa,1,SB49RTOMD2026Q01353,"515800, Sebes, RO, próximo a Alba Iulia","515800, Sebes, RO, próximo a Alba Iulia",45962830.0,23583200.0,45962830.0,45962872.0,"199,846","199,846"
driver251,mie 11/01/17,09:04,09:05,0h 01m,0.1,Conduciendo,1,SB49RTOMD2026Q01353,"515800, Sebes, RO, próximo a Alba Iulia","515800, Sebes, RO, próximo a Alba Iulia",45962872.0,23583225.0,45962872.0,45962807.0,"199,846","199,846"
driver251,mie 11/01/17,09:05,09:08,0h 03m,0.0,Otro trabajo,1,SB49RTOMD2026Q01353,"515800, Sebes, RO, próximo a Alba Iulia","515800, Sebes, RO, próximo a Alba Iulia",45962807.0,23583671.0,45962807.0,45962840.0,"199,846","199,846"
