Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver93,lun 2/01/17,07:25,08:11,0h 46m,60.7,Conduciendo,1,SB32TLSMI5256H00894,"ME10, Sittingbourne, GB","CT12, Margate, GB",51351897.0,760890.0,51351897.0,51346046.0,"31,574","31,635"
driver93,lun 2/01/17,08:11,08:17,0h 06m,0.4,Otro trabajo,1,SB32TLSMI5256H00894,"CT12, Margate, GB","CT12, Margate, GB",51346046.0,1281824.0,51346046.0,51348226.0,"31,635","31,635"
driver93,lun 2/01/17,08:17,08:19,0h 02m,1.4,Conduciendo,1,SB32TLSMI5256H00894,"CT12, Margate, GB","CT7, Margate, GB",51348226.0,1285658.0,51348226.0,51357282.0,"31,635","31,637"
driver93,lun 2/01/17,08:19,08:25,0h 06m,0.0,Pausa,1,SB32TLSMI5256H00894,"CT7, Margate, GB","CT7, Margate, GB",51357282.0,1286711.0,51357282.0,51357358.0,"31,637","31,637"
driver93,lun 2/01/17,08:25,08:40,0h 15m,0.1,Otro trabajo,1,SB32TLSMI5256H00894,"CT7, Margate, GB","CT7, Margate, GB",51357358.0,1285968.0,51357358.0,51357550.0,"31,637","31,637"
driver93,lun 2/01/17,08:40,08:41,0h 01m,0.0,Conduciendo,1,SB32TLSMI5256H00894,"CT7, Margate, GB","CT7, Margate, GB",51357550.0,1286535.0,51357550.0,51357679.0,"31,637","31,637"
driver93,lun 2/01/17,08:41,09:37,0h 56m,0.0,Pausa,1,SB32TLSMI5256H00894,"CT7, Margate, GB","CT7, Margate, GB",51357679.0,1286131.0,51357679.0,51357546.0,"31,637","31,637"
driver93,lun 2/01/17,09:37,09:39,0h 02m,0.0,Otro trabajo,1,SB32TLSMI5256H00894,"CT7, Margate, GB","CT7, Margate, GB",51357546.0,1286600.0,51357546.0,51357568.0,"31,637","31,637"
driver93,lun 2/01/17,09:39,10:29,0h 50m,62.9,Conduciendo,1,SB32TLSMI5256H00894,"CT7, Margate, GB","ME10, Sittingbourne, GB",51357568.0,1286728.0,51357568.0,51351250.0,"31,637","31,700"
driver93,lun 2/01/17,10:29,02:57,64h 28m,0.1,Pausa,1,SB32TLSMI5256H00894,"ME10, Sittingbourne, GB","ME10, Sittingbourne, GB",51351250.0,762213.0,51351250.0,51351766.0,"31,700","31,700"
driver93,jue 5/01/17,02:57,03:13,0h 16m,0.1,Otro trabajo,1,SB32TLSMI5256H00894,"ME10, Sittingbourne, GB","ME10, Sittingbourne, GB",51351766.0,761381.0,51351766.0,51351876.0,"31,700","31,700"
driver93,jue 5/01/17,03:13,07:14,4h 01m,345.7,Conduciendo,1,SB32TLSMI5256H00894,"ME10, Sittingbourne, GB","M6/E05, ST5, StokeOnTrent, GB",51351876.0,760502.0,51351876.0,52992264.0,"31,700","32,046"
driver93,jue 5/01/17,07:14,08:14,1h 00m,0.1,Pausa,1,SB32TLSMI5256H00894,"M6/E05, ST5, StokeOnTrent, GB","M6/E05, ST5, StokeOnTrent, GB",52992264.0,2288606.0,52992264.0,52992213.0,"32,046","32,046"
driver93,jue 5/01/17,08:14,08:46,0h 32m,36.7,Conduciendo,1,SB32TLSMI5256H00894,"M6/E05, ST5, StokeOnTrent, GB","CW9, GB, 18,0 km sudeste Warrington",52992213.0,2290033.0,52992213.0,53246214.0,"32,046","32,083"
driver93,jue 5/01/17,08:46,08:50,0h 04m,0.0,Pausa,1,SB32TLSMI5256H00894,"CW9, GB, 18,0 km sudeste Warrington","CW9, GB, 17,9 km sudeste Warrington",53246214.0,2472787.0,53246214.0,53246319.0,"32,083","32,083"
driver93,jue 5/01/17,08:50,08:55,0h 05m,0.9,Conduciendo,1,SB32TLSMI5256H00894,"CW9, GB, 17,9 km sudeste Warrington","CW9, GB, 18,1 km sudeste Warrington",53246319.0,2473090.0,53246319.0,53245048.0,"32,083","32,084"
driver93,jue 5/01/17,08:55,09:01,0h 06m,0.1,Pausa,1,SB32TLSMI5256H00894,"CW9, GB, 18,1 km sudeste Warrington","CW9, GB, 18,1 km sudeste Warrington",53245048.0,2471770.0,53245048.0,53245376.0,"32,084","32,084"
driver93,jue 5/01/17,09:01,09:02,0h 01m,0.0,Conduciendo,1,SB32TLSMI5256H00894,"CW9, GB, 18,1 km sudeste Warrington","CW9, GB, 18,1 km sudeste Warrington",53245376.0,2471486.0,53245376.0,53245229.0,"32,084","32,084"
driver93,jue 5/01/17,09:02,09:06,0h 04m,0.0,Otro trabajo,1,SB32TLSMI5256H00894,"CW9, GB, 18,1 km sudeste Warrington","CW9, GB, 18,1 km sudeste Warrington",53245229.0,2471681.0,53245229.0,53245242.0,"32,084","32,084"
driver93,jue 5/01/17,09:06,10:14,1h 08m,0.0,Pausa,1,SB32TLSMI5256H00894,"CW9, GB, 18,1 km sudeste Warrington","CW9, GB, 18,1 km sudeste Warrington",53245242.0,2471718.0,53245242.0,53245263.0,"32,084","32,084"
driver93,jue 5/01/17,10:14,10:22,0h 08m,0.1,Otro trabajo,1,SB32TLSMI5256H00894,"CW9, GB, 18,1 km sudeste Warrington","CW9, GB, 18,0 km sudeste Warrington",53245263.0,2471591.0,53245263.0,53245793.0,"32,084","32,084"
driver93,jue 5/01/17,10:22,10:40,0h 18m,18.1,Conduciendo,1,SB32TLSMI5256H00894,"CW9, GB, 18,0 km sudeste Warrington","M6/E05, CW11, Congleton, GB",53245793.0,2472623.0,53245793.0,53139995.0,"32,084","32,102"
