Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver126,mie 4/01/17,06:02,08:25,2h 23m,0.0,Pausa,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726835.0,6612628.0,49726835.0,49726825.0,"317,107","317,107"
driver126,mie 4/01/17,08:25,08:30,0h 05m,0.6,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726825.0,6612639.0,49726825.0,49726431.0,"317,107","317,108"
driver126,mie 4/01/17,08:30,08:32,0h 02m,0.0,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726431.0,6609483.0,49726431.0,49726341.0,"317,108","317,108"
driver126,mie 4/01/17,08:32,08:34,0h 02m,0.2,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726341.0,6609361.0,49726341.0,49726936.0,"317,108","317,108"
driver126,mie 4/01/17,08:34,08:38,0h 04m,0.0,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726936.0,6608260.0,49726936.0,49727217.0,"317,108","317,108"
driver126,mie 4/01/17,08:38,09:20,0h 42m,0.0,Pausa,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727217.0,6608535.0,49727217.0,49727161.0,"317,108","317,108"
driver126,mie 4/01/17,09:20,09:30,0h 10m,3.1,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727161.0,6608679.0,49727161.0,49721253.0,"317,108","317,111"
driver126,mie 4/01/17,09:30,09:34,0h 04m,0.0,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49721253.0,6593344.0,49721253.0,49721221.0,"317,111","317,111"
driver126,mie 4/01/17,09:34,09:47,0h 13m,0.0,Pausa,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49721221.0,6593351.0,49721221.0,49721139.0,"317,111","317,111"
driver126,mie 4/01/17,09:47,09:53,0h 06m,2.5,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49721139.0,6593267.0,49721139.0,49727232.0,"317,111","317,113"
driver126,mie 4/01/17,09:53,10:06,0h 13m,0.2,Pausa,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727232.0,6613029.0,49727232.0,49726091.0,"317,113","317,114"
driver126,mie 4/01/17,10:06,10:10,0h 04m,0.5,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726091.0,6612008.0,49726091.0,49726884.0,"317,114","317,114"
driver126,mie 4/01/17,10:10,10:11,0h 01m,0.0,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726884.0,6608209.0,49726884.0,49726813.0,"317,114","317,114"
driver126,mie 4/01/17,10:11,12:20,2h 09m,0.0,Pausa,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726813.0,6608114.0,49726813.0,49726950.0,"317,114","317,114"
driver126,mie 4/01/17,12:20,12:26,0h 06m,0.2,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726950.0,6608298.0,49726950.0,49727222.0,"317,114","317,114"
driver126,mie 4/01/17,12:26,12:28,0h 02m,0.0,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727222.0,6608288.0,49727222.0,49727263.0,"317,114","317,114"
driver126,mie 4/01/17,12:28,12:59,0h 31m,0.0,Pausa,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727263.0,6608267.0,49727263.0,49727199.0,"317,114","317,114"
driver126,mie 4/01/17,12:59,13:02,0h 03m,0.0,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727199.0,6608320.0,49727199.0,49727163.0,"317,114","317,114"
driver126,mie 4/01/17,13:02,13:03,0h 01m,0.1,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49727163.0,6608354.0,49727163.0,49726782.0,"317,114","317,114"
driver126,mie 4/01/17,13:03,13:46,0h 43m,0.1,Otro trabajo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","54294, Trier, DE",49726782.0,6607971.0,49726782.0,49727700.0,"317,114","317,115"
driver126,mie 4/01/17,13:46,17:37,3h 51m,311.0,Conduciendo,1,SB43TMOMD2026Q01699,"54294, Trier, DE","A8/A81/E41/E52, 71067, Stuttgart, DE",49727700.0,6609360.0,49727700.0,48741560.0,"317,115","317,426"
