Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver53,dom 1/01/17,23:56,02:29,2h 33m,215.4,Conduciendo,1,SB21CNRMI6086H00172,"Mérida, ES","Ap4/E5 Autopista Del Sur, 41720, Dos Hermanas, ES",38934561.0,6372558.0,38934561.0,37195398.0,"122,689","122,905"
driver53,lun 2/01/17,02:29,03:15,0h 46m,0.0,Pausa,1,SB21CNRMI6086H00172,"Ap4/E5 Autopista Del Sur, 41720, Dos Hermanas, ES","Ap4/E5 Autopista Del Sur, 41720, Dos Hermanas, ES",37195398.0,5911464.0,37195398.0,37195442.0,"122,905","122,905"
driver53,lun 2/01/17,03:15,05:15,2h 00m,163.5,Conduciendo,1,SB21CNRMI6086H00172,"Ap4/E5 Autopista Del Sur, 41720, Dos Hermanas, ES","11206, Algeciras, ES",37195442.0,5911454.0,37195442.0,36114252.0,"122,905","123,068"
driver53,lun 2/01/17,05:15,05:17,0h 02m,0.0,Otro trabajo,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114252.0,5474884.0,36114252.0,36114340.0,"123,068","123,068"
driver53,lun 2/01/17,05:17,05:19,0h 02m,0.1,Conduciendo,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114340.0,5474929.0,36114340.0,36114434.0,"123,068","123,068"
driver53,lun 2/01/17,05:19,05:22,0h 03m,0.1,Otro trabajo,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114434.0,5474932.0,36114434.0,36114352.0,"123,068","123,068"
driver53,lun 2/01/17,05:22,05:25,0h 03m,0.1,Conduciendo,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114352.0,5474563.0,36114352.0,36114624.0,"123,068","123,068"
driver53,lun 2/01/17,05:25,05:26,0h 01m,0.0,Pausa,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114624.0,5474597.0,36114624.0,36114690.0,"123,068","123,068"
driver53,mar 3/01/17,10:48,10:50,0h 02m,0.1,Pausa,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114686.0,5474616.0,36114686.0,36114603.0,"123,068","123,068"
driver53,mar 3/01/17,10:50,10:58,0h 08m,4.2,Conduciendo,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11207, Algeciras, GI, próximo a Gibraltar",36114603.0,5473847.0,36114603.0,36120705.0,"123,068","123,073"
driver53,mar 3/01/17,10:58,11:31,0h 33m,0.0,Pausa,1,SB21CNRMI6086H00172,"11207, Algeciras, GI, próximo a Gibraltar","11207, Algeciras, GI, próximo a Gibraltar",36120705.0,5442177.0,36120705.0,36120717.0,"123,073","123,073"
driver53,mar 3/01/17,11:31,11:36,0h 05m,1.6,Conduciendo,1,SB21CNRMI6086H00172,"11207, Algeciras, GI, próximo a Gibraltar","11207, Algeciras, GI, próximo a Gibraltar",36120717.0,5442156.0,36120717.0,36127997.0,"123,073","123,074"
driver53,mar 3/01/17,11:36,11:43,0h 07m,0.0,Otro trabajo,1,SB21CNRMI6086H00172,"11207, Algeciras, GI, próximo a Gibraltar","11207, Algeciras, GI, próximo a Gibraltar",36127997.0,5431595.0,36127997.0,36128029.0,"123,074","123,074"
driver53,mar 3/01/17,11:43,11:59,0h 16m,0.2,Pausa,1,SB21CNRMI6086H00172,"11207, Algeciras, GI, próximo a Gibraltar","11207, Algeciras, GI, próximo a Gibraltar",36128029.0,5431616.0,36128029.0,36127283.0,"123,074","123,074"
driver53,mar 3/01/17,11:59,12:12,0h 13m,5.9,Conduciendo,1,SB21CNRMI6086H00172,"11207, Algeciras, GI, próximo a Gibraltar","11206, Algeciras, ES",36127283.0,5431966.0,36127283.0,36114865.0,"123,074","123,080"
driver53,mar 3/01/17,12:12,12:15,0h 03m,0.1,Otro trabajo,1,SB21CNRMI6086H00172,"11206, Algeciras, ES","11206, Algeciras, ES",36114865.0,5474657.0,36114865.0,36114922.0,"123,080","123,081"
