Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver30,lun 9/01/17,11:55,11:56,0h 01m,0.0,Pausa,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36114580.0,5474707.0,36114580.0,36114572.0,"513,533","513,533"
driver30,lun 9/01/17,12:10,12:11,0h 01m,0.0,Pausa,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36114589.0,5474729.0,36114589.0,36114483.0,"513,533","513,533"
driver30,lun 9/01/17,12:11,12:14,0h 03m,0.8,Conduciendo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36114483.0,5474498.0,36114483.0,36109313.0,"513,533","513,534"
driver30,lun 9/01/17,12:14,13:08,0h 54m,0.0,Pausa,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36109313.0,5471578.0,36109313.0,36109533.0,"513,534","513,534"
driver30,lun 9/01/17,13:08,13:10,0h 02m,0.8,Conduciendo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36109533.0,5471491.0,36109533.0,36114595.0,"513,534","513,535"
driver30,lun 9/01/17,13:10,13:17,0h 07m,0.0,Pausa,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36114595.0,5474222.0,36114595.0,36114619.0,"513,535","513,535"
driver30,lun 9/01/17,13:17,13:24,0h 07m,1.5,Conduciendo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36114619.0,5474284.0,36114619.0,36107316.0,"513,535","513,537"
driver30,lun 9/01/17,13:24,13:29,0h 05m,0.1,Otro trabajo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36107316.0,5462843.0,36107316.0,36107421.0,"513,537","513,537"
driver30,lun 9/01/17,13:29,13:31,0h 02m,0.9,Conduciendo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36107421.0,5463770.0,36107421.0,36111608.0,"513,537","513,538"
driver30,lun 9/01/17,13:31,13:44,0h 13m,0.1,Pausa,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36111608.0,5470256.0,36111608.0,36111250.0,"513,538","513,538"
driver30,lun 9/01/17,13:44,13:55,0h 11m,0.2,Otro trabajo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36111250.0,5471057.0,36111250.0,36111943.0,"513,538","513,538"
driver30,lun 9/01/17,13:55,13:56,0h 01m,0.1,Conduciendo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36111943.0,5470765.0,36111943.0,36111593.0,"513,538","513,538"
driver30,lun 9/01/17,13:56,13:58,0h 02m,0.0,Otro trabajo,1,SB26TLSMD2026Q01542,"11206, Algeciras, ES","11206, Algeciras, ES",36111593.0,5471324.0,36111593.0,36111473.0,"513,538","513,538"
