Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver135,mar 3/01/17,10:36,12:03,1h 27m,104.2,Conduciendo,1,SB66ZFO MI5256H00211,"35418, Buseck, DE, próximo a Gießen","A45/E40/E41, 57258, Siegen, DE",50597832.0,8802003.0,50597832.0,50892155.0,"22,013","22,117"
driver135,mar 3/01/17,12:03,12:21,0h 18m,0.1,Pausa,1,SB66ZFO MI5256H00211,"A45/E40/E41, 57258, Siegen, DE","A45/E40/E41, 57258, Siegen, DE",50892155.0,7927364.0,50892155.0,50892718.0,"22,117","22,117"
driver135,mar 3/01/17,12:21,13:55,1h 34m,119.5,Conduciendo,1,SB66ZFO MI5256H00211,"A45/E40/E41, 57258, Siegen, DE","59368, Werne, DE, próximo a Hamm",50892718.0,7926795.0,50892718.0,51659628.0,"22,117","22,237"
driver135,mar 3/01/17,13:55,13:57,0h 02m,0.0,Otro trabajo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51659628.0,7609013.0,51659628.0,51659506.0,"22,237","22,237"
driver135,mar 3/01/17,13:57,16:13,2h 16m,0.0,Pausa,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51659506.0,7608830.0,51659506.0,51659155.0,"22,237","22,237"
driver135,mar 3/01/17,16:13,16:15,0h 02m,0.0,Otro trabajo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51659155.0,7608808.0,51659155.0,51659059.0,"22,237","22,237"
driver135,mar 3/01/17,16:15,16:17,0h 02m,0.2,Conduciendo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51659059.0,7608639.0,51659059.0,51658231.0,"22,237","22,237"
driver135,mar 3/01/17,16:17,16:24,0h 07m,0.0,Otro trabajo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51658231.0,7606064.0,51658231.0,51658193.0,"22,237","22,237"
driver135,mar 3/01/17,16:24,16:26,0h 02m,0.1,Conduciendo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51658193.0,7606047.0,51658193.0,51658019.0,"22,237","22,237"
driver135,mar 3/01/17,16:26,18:38,2h 12m,0.1,Pausa,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51658019.0,7606033.0,51658019.0,51658260.0,"22,237","22,237"
driver135,mar 3/01/17,18:38,18:39,0h 01m,0.2,Conduciendo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51658260.0,7606518.0,51658260.0,51658943.0,"22,237","22,237"
driver135,mar 3/01/17,18:39,18:42,0h 03m,0.1,Pausa,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51658943.0,7608661.0,51658943.0,51659429.0,"22,237","22,237"
driver135,mar 3/01/17,18:42,18:56,0h 14m,0.0,Otro trabajo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","59368, Werne, DE, próximo a Hamm",51659429.0,7609297.0,51659429.0,51659570.0,"22,237","22,237"
driver135,mar 3/01/17,18:56,19:12,0h 16m,8.6,Conduciendo,1,SB66ZFO MI5256H00211,"59368, Werne, DE, próximo a Hamm","44534, Lünen, DE, próximo a Dortmund",51659570.0,7609226.0,51659570.0,51617608.0,"22,237","22,246"
driver135,mar 3/01/17,19:12,19:14,0h 02m,0.0,Otro trabajo,1,SB66ZFO MI5256H00211,"44534, Lünen, DE, próximo a Dortmund","44534, Lünen, DE, próximo a Dortmund",51617608.0,7526601.0,51617608.0,51617492.0,"22,246","22,246"
driver135,mar 3/01/17,19:14,20:50,1h 36m,109.9,Conduciendo,1,SB66ZFO MI5256H00211,"44534, Lünen, DE, próximo a Dortmund","5916, Venlo, NL",51617492.0,7526389.0,51617492.0,51384618.0,"22,246","22,356"
driver135,mar 3/01/17,20:50,21:04,0h 14m,0.1,Otro trabajo,1,SB66ZFO MI5256H00211,"5916, Venlo, NL","5916, Venlo, NL",51384618.0,6215348.0,51384618.0,51385447.0,"22,356","22,356"
driver135,mar 3/01/17,21:04,22:38,1h 34m,125.9,Conduciendo,1,SB66ZFO MI5256H00211,"5916, Venlo, NL","A13/E313/E34, 2520, Antwerpen, BE",51385447.0,6214380.0,51385447.0,51209706.0,"22,356","22,482"
driver135,mar 3/01/17,22:38,22:45,0h 07m,0.0,Otro trabajo,1,SB66ZFO MI5256H00211,"A13/E313/E34, 2520, Antwerpen, BE","A13/E313/E34, 2520, Antwerpen, BE",51209706.0,4547381.0,51209706.0,51209731.0,"22,482","22,482"
driver135,mar 3/01/17,22:45,23:14,0h 29m,0.1,Pausa,1,SB66ZFO MI5256H00211,"A13/E313/E34, 2520, Antwerpen, BE","A13/E313/E34, 2160, Antwerpen, BE",51209731.0,4547112.0,51209731.0,51209978.0,"22,482","22,482"
