Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver213,dom 1/01/17,21:52,21:59,0h 07m,0.0,Otro trabajo,1,SB59TMOMD2026Q01452,"15057, IT, 16,9 km este Alessandria","15057, IT, 16,9 km este Alessandria",44882586.0,8827243.0,44882586.0,44882567.0,"298,513","298,513"
driver213,dom 1/01/17,21:59,00:34,2h 35m,207.2,Conduciendo,1,SB59TMOMD2026Q01452,"15057, IT, 16,9 km este Alessandria","37066, Verona, IT",44882567.0,8826948.0,44882567.0,45409430.0,"298,513","298,721"
driver213,lun 2/01/17,00:34,00:37,0h 03m,0.1,Otro trabajo,1,SB59TMOMD2026Q01452,"37066, Verona, IT","37066, Sommacampagna, IT, próximo a Verona",45409430.0,10882989.0,45409430.0,45409583.0,"298,721","298,721"
driver213,lun 2/01/17,00:37,01:05,0h 28m,12.4,Conduciendo,1,SB59TMOMD2026Q01452,"37066, Sommacampagna, IT, próximo a Verona","37137, Verona, IT",45409583.0,10884505.0,45409583.0,45418825.0,"298,721","298,733"
driver213,lun 2/01/17,01:05,01:07,0h 02m,0.2,Otro trabajo,1,SB59TMOMD2026Q01452,"37137, Verona, IT","37137, Verona, IT",45418825.0,10931185.0,45418825.0,45418362.0,"298,733","298,733"
driver213,lun 2/01/17,01:07,01:11,0h 04m,1.2,Conduciendo,1,SB59TMOMD2026Q01452,"37137, Verona, IT","37137, Verona, IT",45418362.0,10929184.0,45418362.0,45416428.0,"298,733","298,734"
driver213,lun 2/01/17,01:11,01:13,0h 02m,0.0,Pausa,1,SB59TMOMD2026Q01452,"37137, Verona, IT","37137, Verona, IT",45416428.0,10926809.0,45416428.0,45416505.0,"298,734","298,734"
driver213,lun 2/01/17,01:13,01:19,0h 06m,1.3,Conduciendo,1,SB59TMOMD2026Q01452,"37137, Verona, IT","37137, Verona, IT",45416505.0,10926668.0,45416505.0,45416877.0,"298,734","298,736"
driver213,lun 2/01/17,01:19,01:21,0h 02m,0.0,Pausa,1,SB59TMOMD2026Q01452,"37137, Verona, IT","37137, Verona, IT",45416877.0,10925281.0,45416877.0,45416735.0,"298,736","298,736"
driver213,lun 2/01/17,01:21,01:22,0h 01m,0.1,Conduciendo,1,SB59TMOMD2026Q01452,"37137, Verona, IT","37137, Verona, IT",45416735.0,10925407.0,45416735.0,45416728.0,"298,736","298,736"
