Driver,DateStart,HourStart,HourEnd,Duration,Distance,Status,Profession,Vehicle,PlaceStart,PlaceEnd,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd(WRONG),MilometerStart,MilometerEnd
driver286,dom 1/01/17,11:28,12:32,1h 04m,91.0,Conduciendo,1,5649JSVMI6186H01294,"A36/E54/E60 La Comtoise, 90150, Belfort, FR","A35/E25, 67600, FR, 17,2 km norte Colmar",47664923.0,6955226.0,47664923.0,48232114.0,"26,329","26,420"
driver286,dom 1/01/17,12:32,12:54,0h 22m,0.1,Pausa,1,5649JSVMI6186H01294,"A35/E25, 67600, FR, 17,2 km norte Colmar","A35/E25, 67600, FR, 17,3 km norte Colmar",48232114.0,7407832.0,48232114.0,48232681.0,"26,420","26,420"
driver286,dom 1/01/17,12:54,13:48,0h 54m,70.8,Conduciendo,1,5649JSVMI6186H01294,"A35/E25, 67600, FR, 17,3 km norte Colmar","67720, Strasbourg, FR",48232681.0,7407675.0,48232681.0,48670444.0,"26,420","26,491"
driver286,dom 1/01/17,13:48,14:17,0h 29m,0.0,Pausa,1,5649JSVMI6186H01294,"67720, Strasbourg, FR","67720, Strasbourg, FR",48670444.0,7792801.0,48670444.0,48670353.0,"26,491","26,491"
driver286,dom 1/01/17,14:17,14:26,0h 09m,7.6,Conduciendo,1,5649JSVMI6186H01294,"67720, Strasbourg, FR","A35, 67840, Strasbourg, FR",48670353.0,7792820.0,48670353.0,48694618.0,"26,491","26,499"
driver286,dom 1/01/17,14:26,16:01,1h 35m,0.1,Pausa,1,5649JSVMI6186H01294,"A35, 67840, Strasbourg, FR","A35, 67840, Strasbourg, FR",48694618.0,7833966.0,48694618.0,48695363.0,"26,499","26,499"
driver286,dom 1/01/17,16:01,18:02,2h 01m,155.0,Conduciendo,1,5649JSVMI6186H01294,"A35, 67840, Strasbourg, FR","A8/E52, 73240, Esslingen Am Neckar, DE",48695363.0,7834882.0,48695363.0,48652664.0,"26,499","26,654"
driver286,dom 1/01/17,18:02,18:10,0h 08m,0.2,Pausa,1,5649JSVMI6186H01294,"A8/E52, 73240, Esslingen Am Neckar, DE","A8/E52, 73240, Esslingen Am Neckar, DE",48652664.0,9397560.0,48652664.0,48652446.0,"26,654","26,654"
driver286,dom 1/01/17,18:10,19:47,1h 37m,136.5,Conduciendo,1,5649JSVMI6186H01294,"A8/E52, 73240, Esslingen Am Neckar, DE","A8/E52, 86316, Augsburg, DE",48652446.0,9399988.0,48652446.0,48401174.0,"26,654","26,791"
driver286,dom 1/01/17,19:47,20:38,0h 51m,0.0,Pausa,1,5649JSVMI6186H01294,"A8/E52, 86316, Augsburg, DE","A8/E52, 86316, Augsburg, DE",48401174.0,10986227.0,48401174.0,48401174.0,"26,791","26,791"
driver286,dom 1/01/17,20:38,21:29,0h 51m,63.7,Conduciendo,1,5649JSVMI6186H01294,"A8/E52, 86316, Augsburg, DE","81371, München, DE",48401174.0,10986266.0,48401174.0,48116564.0,"26,791","26,854"
driver286,dom 1/01/17,21:29,21:31,0h 02m,0.0,Otro trabajo,1,5649JSVMI6186H01294,"81371, München, DE","81371, München, DE",48116564.0,11557002.0,48116564.0,48116879.0,"26,854","26,854"
driver286,dom 1/01/17,21:31,21:33,0h 02m,0.2,Conduciendo,1,5649JSVMI6186H01294,"81371, München, DE","81371, München, DE",48116879.0,11556462.0,48116879.0,48115783.0,"26,854","26,855"
driver286,dom 1/01/17,21:33,08:34,11h 01m,0.0,Pausa,1,5649JSVMI6186H01294,"81371, München, DE","81371, München, DE",48115783.0,11554965.0,48115783.0,48115816.0,"26,855","26,855"
driver286,lun 2/01/17,08:34,08:36,0h 02m,0.3,Conduciendo,1,5649JSVMI6186H01294,"81371, München, DE","81371, München, DE",48115816.0,11554868.0,48115816.0,48115935.0,"26,855","26,855"
driver286,lun 2/01/17,08:36,08:43,0h 07m,0.0,Otro trabajo,1,5649JSVMI6186H01294,"81371, München, DE","81371, München, DE",48115935.0,11554301.0,48115935.0,48115977.0,"26,855","26,855"
driver286,lun 2/01/17,08:43,08:44,0h 01m,0.0,Conduciendo,1,5649JSVMI6186H01294,"81371, München, DE","81371, München, DE",48115977.0,11554338.0,48115977.0,48115671.0,"26,855","26,855"
