Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver5	2017-12-01 08:20:00	2017-12-01 11:14:00	174.0	Driving	3.0	11.0	ndd	first	uninterrupted	A	1	21	
driver5	2017-12-01 11:14:00	2017-12-01 11:16:00	2.0	Other	3.0	11.0	ndd	first	uninterrupted	A	1	21	
driver5	2017-12-01 11:16:00	2017-12-01 12:46:00	90.0	Driving	3.0	11.0	ndd	first	uninterrupted	A	1	21	
driver5	2017-12-01 12:46:00	2017-12-01 13:46:00	60.0	Break	3.0	11.0	ndd	first	uninterrupted	B_T1	1	21	
driver5	2017-12-01 13:46:00	2017-12-01 16:47:00	181.0	Driving	3.0	11.0	ndd	second	split_1	A	1	21	
driver5	2017-12-01 16:47:00	2017-12-01 17:05:00	18.0	Break	3.0	11.0	ndd	second	split_1	B_T2	1	21	
driver5	2017-12-01 17:05:00	2017-12-01 18:28:00	83.0	Driving	3.0	11.0	ndd	second	split_2	A	1	21	
driver5	2017-12-01 18:28:00	2017-01-13 05:30:00	662.0	Break	3.0	11.0	ndd	second	split_2	DR_T1	1	21	
driver11	2017-05-01 13:40:00	2017-05-01 17:15:00	215.0	Driving	2.0	3.0	ndd	first	uninterrupted	A	1	21	
driver11	2017-05-01 17:15:00	2017-05-01 17:17:00	2.0	Break	2.0	3.0	ndd	first	uninterrupted	B_T0	1	21	
driver11	2017-05-01 17:17:00	2017-05-01 17:18:00	1.0	Driving	2.0	3.0	ndd	first	uninterrupted	A	1	21	
driver11	2017-05-01 17:18:00	2017-05-01 17:26:00	8.0	Break	2.0	3.0	ndd	first	uninterrupted	B_T0	1	21	
driver11	2017-05-01 17:26:00	2017-05-01 17:27:00	1.0	Driving	2.0	3.0	ndd	first	uninterrupted	A	1	21	
driver11	2017-05-01 17:27:00	2017-05-01 18:13:00	46.0	Break	2.0	3.0	ndd	first	uninterrupted	B_T1	1	21	
driver11	2017-05-01 18:13:00	2017-05-01 22:12:00	239.0	Driving	2.0	3.0	ndd	second	split_1	A	1	21	
