driver192	06/01/2017 09:02	07/01/2017 12:03	1621.000000	Break	1.000000	1.000000	ndd	unique	uninterrupted	WR_T2	yes
#-----------------------
# NEW DAY
#-----------------------
#Driver	DateTimeStart	DateTimeEnd	Duration(min)	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	ZenoInfo
#=======================================
# NEW WEEK
#=======================================
#Driver	DateTimeStart	DateTimeEnd	Duration(min)	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	ZenoInfo
driver192	07/01/2017 12:03	07/01/2017 12:04	1.000000	Driving	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:04	07/01/2017 12:06	2.000000	Other	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:06	07/01/2017 12:17	11.000000	Driving	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:17	07/01/2017 12:27	10.000000	Other	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:27	07/01/2017 12:33	6.000000	Break	2.000000	2.000000	ndd	first	uninterrupted	B_T0	yes
driver192	07/01/2017 12:33	07/01/2017 12:34	1.000000	Driving	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:34	07/01/2017 12:37	3.000000	Other	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:37	07/01/2017 12:49	12.000000	Driving	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 12:49	07/01/2017 13:03	14.000000	Break	2.000000	2.000000	ndd	first	uninterrupted	B_T0	yes
driver192	07/01/2017 13:03	07/01/2017 13:04	1.000000	Driving	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 13:04	07/01/2017 13:14	10.000000	Other	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 13:14	07/01/2017 17:11	237.000000	Driving	2.000000	2.000000	ndd	first	uninterrupted	A	yes
driver192	07/01/2017 17:11	07/01/2017 17:59	48.000000	Break	2.000000	2.000000	ndd	first	uninterrupted	B_T1	yes
driver192	07/01/2017 17:59	07/01/2017 21:59	240.000000	Driving	2.000000	2.000000	ndd	second	uninterrupted	A	yes
driver192	07/01/2017 21:59	07/01/2017 22:08	9.000000	Break	2.000000	2.000000	ndd	second	uninterrupted	B_T0	yes
driver192	07/01/2017 22:08	07/01/2017 22:11	3.000000	Driving	2.000000	2.000000	ndd	second	uninterrupted	A	yes
driver192	07/01/2017 22:11	08/01/2017 07:47	576.000000	Break	2.000000	2.000000	ndd	second	uninterrupted	DR_T2	yes
#-----------------------
# NEW DAY
#-----------------------
#Driver	DateTimeStart	DateTimeEnd	Duration(min)	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	ZenoInfo
driver192	08/01/2017 07:47	08/01/2017 09:27	100.000000	Driving	2.000000	3.000000	edd	first	split_1	A	yes
driver192	08/01/2017 09:27	08/01/2017 09:58	31.000000	Break	2.000000	3.000000	edd	first	split_1	B_T2	yes
driver192	08/01/2017 09:58	08/01/2017 11:03	65.000000	Driving	2.000000	3.000000	edd	first	split_2	A	yes
driver192	08/01/2017 11:03	08/01/2017 11:36	33.000000	Break	2.000000	3.000000	edd	first	split_2	B_T3	yes
driver192	08/01/2017 11:36	08/01/2017 13:31	115.000000	Driving	2.000000	3.000000	edd	second	uninterrupted	A	yes
driver192	08/01/2017 13:31	08/01/2017 14:21	50.000000	Break	2.000000	3.000000	edd	second	uninterrupted	B_T1	yes
driver192	08/01/2017 14:21	08/01/2017 14:24	3.000000	Driving	2.000000	3.000000	edd	third	split_1	A	yes
driver192	08/01/2017 14:24	08/01/2017 14:26	2.000000	Other	2.000000	3.000000	edd	third	split_1	A	yes
driver192	08/01/2017 14:26	08/01/2017 15:49	83.000000	Break	2.000000	3.000000	edd	third	split_1	B_T2	yes
driver192	08/01/2017 15:49	08/01/2017 15:50	1.000000	Driving	2.000000	3.000000	edd	third	split_2	A	yes
driver192	08/01/2017 15:50	08/01/2017 16:01	11.000000	Other	2.000000	3.000000	edd	third	split_2	A	yes
driver192	08/01/2017 16:01	08/01/2017 16:05	4.000000	Driving	2.000000	3.000000	edd	third	split_2	A	yes
driver192	08/01/2017 16:05	08/01/2017 16:08	3.000000	Other	2.000000	3.000000	edd	third	split_2	A	yes
driver192	08/01/2017 16:08	08/01/2017 16:11	3.000000	Driving	2.000000	3.000000	edd	third	split_2	A	yes
driver192	08/01/2017 16:11	09/01/2017 22:14	1803.000000	Break	2.000000	3.000000	edd	third	split_2	WR_T2	yes
#-----------------------
# NEW DAY
#-----------------------
#Driver	DateTimeStart	DateTimeEnd	Duration(min)	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	ZenoInfo
#=======================================
# NEW WEEK
#=======================================
#Driver	DateTimeStart	DateTimeEnd	Duration(min)	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	ZenoInfo
driver192	09/01/2017 22:14	09/01/2017 22:18	4.000000	Driving	3.000000	4.000000	ndd	first	uninterrupted	A	yes
driver192	09/01/2017 22:18	09/01/2017 22:19	1.000000	Break	3.000000	4.000000	ndd	first	uninterrupted	B_T0	yes
driver192	09/01/2017 22:19	09/01/2017 22:24	5.000000	Other	3.000000	4.000000	ndd	first	uninterrupted	A	yes
driver192	09/01/2017 22:24	10/01/2017 01:46	202.000000	Driving	3.000000	4.000000	ndd	first	uninterrupted	A	yes
