Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver1	2017-10-01 09:47:00	2017-10-01 09:53:00	6.0	Driving	2.0	8.0	none	none	uninterrupted	A	0	13	
driver1	2017-10-01 09:53:00	2017-10-01 09:58:00	5.0	Other	2.0	8.0	none	none	uninterrupted	A	0	13	
driver1	2017-10-01 09:58:00	2017-10-01 10:01:00	3.0	Driving	2.0	8.0	none	none	uninterrupted	A	0	13	
driver1	2017-10-01 10:01:00	2017-10-01 10:07:00	6.0	Idle	2.0	8.0	none	none	uninterrupted	I	0	13	
driver1	2017-10-01 10:07:00	2017-10-01 10:09:00	2.0	Driving	2.0	8.0	none	none	uninterrupted	A	0	13	
driver1	2017-10-01 10:09:00	2017-10-01 10:14:00	5.0	Other	2.0	8.0	none	none	uninterrupted	A	0	13	
driver1	2017-10-01 10:14:00	2017-10-01 11:25:00	71.0	Break	2.0	8.0	none	none	uninterrupted	B_T1	0	13	
driver1	2017-10-01 11:25:00	2017-10-01 11:26:00	1.0	Driving	2.0	8.0	none	none	none	A	0	13	
driver1	2017-10-01 11:26:00	2017-10-01 11:28:00	2.0	Idle	2.0	8.0	none	none	none	I	0	13	
driver1	2017-10-01 11:28:00	2017-10-01 11:53:00	25.0	Driving	2.0	8.0	none	none	none	A	0	13	
driver1	2017-10-01 11:53:00	2017-10-01 12:09:00	16.0	Break	2.0	8.0	none	none	none	none	0	13	
driver1	2017-10-01 12:09:00	2017-10-01 12:36:00	27.0	Driving	2.0	8.0	none	none	none	A	0	13	
driver1	2017-10-01 12:36:00	2017-10-01 12:50:00	14.0	Break	2.0	8.0	none	none	none	B_T0	0	13	
driver1	2017-10-01 12:50:00	2017-10-01 12:54:00	4.0	Other	2.0	8.0	none	none	none	A	0	13	
driver1	2017-10-01 12:54:00	2017-10-01 13:11:00	17.0	Break	2.0	8.0	none	none	none	none	0	13	
driver1	2017-10-01 13:11:00	2017-10-01 13:12:00	1.0	Driving	2.0	8.0	ndd	first	split_1	A	1	13	
driver1	2017-10-01 13:12:00	2017-10-01 13:22:00	10.0	Break	2.0	8.0	ndd	first	split_1	B_T0	1	13	
driver1	2017-10-01 13:22:00	2017-10-01 13:28:00	6.0	Other	2.0	8.0	ndd	first	split_1	A	1	13	
driver1	2017-10-01 13:28:00	2017-10-01 13:29:00	1.0	Driving	2.0	8.0	ndd	first	split_1	A	1	13	
driver1	2017-10-01 13:29:00	2017-10-01 13:35:00	6.0	Other	2.0	8.0	ndd	first	split_1	A	1	13	
driver1	2017-10-01 13:35:00	2017-10-01 13:36:00	1.0	Driving	2.0	8.0	ndd	first	split_1	A	1	13	
driver1	2017-10-01 13:36:00	2017-10-01 13:56:00	20.0	Break	2.0	8.0	ndd	first	split_1	B_T2	1	13	
driver1	2017-10-01 13:56:00	2017-10-01 13:57:00	1.0	Driving	2.0	8.0	ndd	first	split_2	A	1	13	
driver1	2017-10-01 13:57:00	2017-10-01 13:59:00	2.0	Other	2.0	8.0	ndd	first	split_2	A	1	13	
driver1	2017-10-01 13:59:00	2017-10-01 14:09:00	10.0	Break	2.0	8.0	ndd	first	split_2	B_T0	1	13	
driver1	2017-10-01 14:09:00	2017-10-01 14:19:00	10.0	Driving	2.0	8.0	ndd	first	split_2	A	1	13	
driver1	2017-10-01 14:19:00	2017-10-01 17:00:00	161.0	Break	2.0	8.0	ndd	first	split_2	B_T3	1	13	
driver1	2017-10-01 17:00:00	2017-10-01 17:34:00	34.0	Driving	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 17:34:00	2017-10-01 17:36:00	2.0	Other	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 17:36:00	2017-10-01 17:50:00	14.0	Driving	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 17:50:00	2017-10-01 18:01:00	11.0	Other	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 18:01:00	2017-10-01 18:03:00	2.0	Driving	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 18:03:00	2017-10-01 18:04:00	1.0	Other	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 18:04:00	2017-10-01 18:06:00	2.0	Break	2.0	8.0	ndd	second	uninterrupted	B_T0	1	13	
driver1	2017-10-01 18:06:00	2017-10-01 18:09:00	3.0	Driving	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 18:09:00	2017-10-01 18:10:00	1.0	Other	2.0	8.0	ndd	second	uninterrupted	A	1	13	
driver1	2017-10-01 18:10:00	2017-11-01 17:19:00	1389.0	Break	2.0	8.0	ndd	second	uninterrupted	DR_T1	1	13	
driver3	2017-04-01 08:45:00	2017-04-01 09:17:00	32.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	13	
driver3	2017-04-01 09:17:00	2017-04-01 09:20:00	3.0	Break	1.0	4.0	none	none	uninterrupted	B_T0	0	13	
driver3	2017-04-01 09:20:00	2017-04-01 11:23:00	123.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	13	
