Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver3	2017-04-01 08:45:00	2017-04-01 09:17:00	32.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	5	
driver3	2017-04-01 09:17:00	2017-04-01 09:20:00	3.0	Break	1.0	4.0	none	none	uninterrupted	B_T0	0	5	
driver3	2017-04-01 09:20:00	2017-04-01 11:23:00	123.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	5	
driver3	2017-04-01 11:23:00	2017-04-01 11:35:00	12.0	Break	1.0	4.0	none	none	uninterrupted	B_T0	0	5	
driver3	2017-04-01 11:35:00	2017-04-01 12:53:00	78.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	5	
driver3	2017-04-01 12:53:00	2017-04-01 12:56:00	3.0	Break	1.0	4.0	none	none	uninterrupted	B_T0	0	5	
driver3	2017-04-01 12:56:00	2017-04-01 12:58:00	2.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	5	
driver3	2017-04-01 12:58:00	2017-04-01 13:06:00	8.0	Break	1.0	4.0	none	none	uninterrupted	B_T0	0	5	
driver3	2017-04-01 13:06:00	2017-04-01 13:09:00	3.0	Driving	1.0	4.0	none	none	uninterrupted	A	0	5	
driver3	2017-04-01 13:09:00	2017-04-01 13:10:00	1.0	Other	1.0	4.0	none	none	uninterrupted	A	0	5	
driver3	2017-04-01 13:10:00	2017-04-01 14:13:00	63.0	Break	1.0	4.0	none	none	uninterrupted	B_T1	0	5	
driver3	2017-04-01 14:13:00	2017-04-01 14:14:00	1.0	Other	1.0	4.0	edd	first	split_1	A	1	5	
driver3	2017-04-01 14:14:00	2017-04-01 14:43:00	29.0	Break	1.0	4.0	edd	first	split_1	B_T2	1	5	
driver3	2017-04-01 14:43:00	2017-04-01 14:45:00	2.0	Driving	1.0	4.0	edd	first	split_2	A	1	5	
driver3	2017-04-01 14:45:00	2017-04-01 14:48:00	3.0	Other	1.0	4.0	edd	first	split_2	A	1	5	
driver3	2017-04-01 14:48:00	2017-04-01 15:48:00	60.0	Break	1.0	4.0	edd	first	split_2	B_T3	1	5	
driver3	2017-04-01 15:48:00	2017-04-01 16:23:00	35.0	Driving	1.0	4.0	edd	second	uninterrupted	A	1	5	
driver3	2017-04-01 16:23:00	2017-04-01 18:12:00	109.0	Break	1.0	4.0	edd	second	uninterrupted	B_T1	1	5	
driver3	2017-04-01 18:12:00	2017-04-01 19:02:00	50.0	Driving	1.0	4.0	edd	third	split_1	A	1	5	
driver3	2017-04-01 19:02:00	2017-04-01 19:33:00	31.0	Break	1.0	4.0	edd	third	split_1	B_T2	1	5	
driver3	2017-04-01 19:33:00	2017-04-01 23:32:00	239.0	Driving	1.0	4.0	edd	third	split_2	A	1	5	
driver3	2017-04-01 23:32:00	2017-07-01 23:54:00	4342.0	Break	1.0	4.0	edd	third	split_2	WR_T1	1	5	
driver3	2017-01-13 22:30:00	2017-01-14 00:43:00	133.0	Driving	3.0	8.0	none	none	uninterrupted	A	0	5	
driver3	2017-01-14 00:43:00	2017-01-14 00:45:00	2.0	Other	3.0	8.0	none	none	uninterrupted	A	0	5	
driver3	2017-01-14 00:45:00	2017-01-14 01:29:00	44.0	Driving	3.0	8.0	none	none	uninterrupted	A	0	5	
driver3	2017-01-14 01:29:00	2017-01-14 02:56:00	87.0	Break	3.0	8.0	none	none	uninterrupted	B_T1	0	5	
driver3	2017-01-14 02:56:00	2017-01-14 04:39:00	103.0	Driving	3.0	8.0	ndd	first	split_1	A	1	5	
driver3	2017-01-14 04:39:00	2017-01-14 04:55:00	16.0	Break	3.0	8.0	ndd	first	split_1	B_T2	1	5	
driver3	2017-01-14 04:55:00	2017-01-14 07:25:00	150.0	Driving	3.0	8.0	ndd	first	split_2	A	1	5	
driver3	2017-01-14 07:25:00	2017-01-14 07:56:00	31.0	Break	3.0	8.0	ndd	first	split_2	B_T3	1	5	
driver3	2017-01-14 07:56:00	2017-01-14 09:27:00	91.0	Driving	3.0	8.0	ndd	second	uninterrupted	A	1	5	
driver3	2017-01-14 09:27:00	2017-01-14 09:28:00	1.0	Other	3.0	8.0	ndd	second	uninterrupted	A	1	5	
driver3	2017-01-14 09:28:00	2017-01-14 19:28:00	600.0	Break	3.0	8.0	ndd	second	uninterrupted	DR_T2	1	5	
driver3	2017-01-15 20:28:00	2017-01-16 00:43:00	255.0	Driving	3.0	11.0	ndd	first	uninterrupted	A	1	5	
driver3	2017-01-16 00:43:00	2017-01-16 01:28:00	45.0	Sug-Break	3.0	11.0	ndd	first	uninterrupted	B_T1	1	5	
driver3	2017-01-16 01:28:00	2017-01-16 12:28:00	660.0	Sug-Break	3.0	11.0	ndd	second	uninterrupted	DR_T1	1	5	
driver4	2017-11-01 10:05:00	2017-11-01 10:09:00	4.0	Other	2.0	12.0	ndd	unique	uninterrupted	A	1	5	
driver4	2017-11-01 10:09:00	2017-12-01 18:07:00	1918.0	Break	2.0	12.0	ndd	unique	uninterrupted	WR_T2	1	5	
driver5	2017-02-01 11:19:00	2017-02-01 20:01:00	522.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	5	
driver5	2017-04-01 10:47:00	2017-04-01 11:22:00	35.0	Driving	1.0	5.0	none	none	uninterrupted	A	0	5	
driver5	2017-04-01 11:22:00	2017-04-01 11:24:00	2.0	Other	1.0	5.0	none	none	uninterrupted	A	0	5	
driver5	2017-04-01 11:24:00	2017-04-01 11:27:00	3.0	Driving	1.0	5.0	none	none	uninterrupted	A	0	5	
driver5	2017-04-01 11:27:00	2017-04-01 11:38:00	11.0	Break	1.0	5.0	none	none	uninterrupted	B_T0	0	5	
driver5	2017-04-01 11:38:00	2017-04-01 11:40:00	2.0	Driving	1.0	5.0	none	none	uninterrupted	A	0	5	
driver5	2017-04-01 11:40:00	2017-04-01 11:48:00	8.0	Break	1.0	5.0	none	none	uninterrupted	B_T0	0	5	
driver5	2017-04-01 11:48:00	2017-04-01 15:33:00	225.0	Driving	1.0	5.0	none	none	uninterrupted	A	0	5	
driver5	2017-04-01 15:33:00	2017-04-01 16:31:00	58.0	Break	1.0	5.0	none	none	uninterrupted	B_T1	0	5	
driver5	2017-04-01 16:31:00	2017-04-01 17:09:00	38.0	Driving	1.0	5.0	none	none	none	A	0	5	
driver5	2017-04-01 17:09:00	2017-04-01 17:11:00	2.0	Other	1.0	5.0	none	none	none	A	0	5	
driver5	2017-04-01 17:11:00	2017-04-01 17:24:00	13.0	Driving	1.0	5.0	none	none	none	A	0	5	
driver5	2017-04-01 17:24:00	2017-04-01 17:41:00	17.0	Break	1.0	5.0	none	none	none	none	0	5	
driver5	2017-04-01 17:41:00	2017-04-01 17:42:00	1.0	Driving	1.0	5.0	ndd	unique	split_1	A	1	5	
driver5	2017-04-01 17:42:00	2017-04-01 17:48:00	6.0	Other	1.0	5.0	ndd	unique	split_1	A	1	5	
driver5	2017-04-01 17:48:00	2017-04-01 18:02:00	14.0	Break	1.0	5.0	ndd	unique	split_1	B_T0	1	5	
driver5	2017-04-01 18:02:00	2017-04-01 18:18:00	16.0	Driving	1.0	5.0	ndd	unique	split_1	A	1	5	
driver5	2017-04-01 18:18:00	2017-04-01 18:44:00	26.0	Break	1.0	5.0	ndd	unique	split_1	B_T2	1	5	
driver5	2017-04-01 18:44:00	2017-04-01 19:14:00	30.0	Driving	1.0	5.0	ndd	unique	split_2	A	1	5	
driver5	2017-04-01 19:14:00	2017-04-01 19:19:00	5.0	Other	1.0	5.0	ndd	unique	split_2	A	1	5	
driver5	2017-04-01 19:19:00	2017-05-01 09:29:00	850.0	Break	1.0	5.0	ndd	unique	split_2	DR_T1	1	5	
driver7	2017-01-01 17:49:00	2017-02-01 18:29:00	1480.0	Break	1.0	1.0	ndd	unique	uninterrupted	WR_T2	1	5	
driver20	2017-01-01 12:40:00	2017-01-01 20:07:00	447.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	5	
driver26	2017-03-01 13:16:00	2017-03-01 17:02:00	226.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T3	1	5	
driver32	2017-01-15 22:26:00	2017-01-16 00:17:00	111.0	Driving	4.0	13.0	ndd	first	uninterrupted	A	1	5	
driver32	2017-01-16 00:17:00	2017-01-16 01:02:00	45.0	Sug-Break	4.0	13.0	ndd	first	uninterrupted	B_T1	1	5	
driver32	2017-01-16 01:02:00	2017-01-16 12:02:00	660.0	Sug-Break	4.0	13.0	ndd	second	uninterrupted	DR_T1	1	5	
driver39	2017-11-01 08:53:00	2017-11-01 08:57:00	4.0	Driving	1.0	6.0	none	none	uninterrupted	A	0	5	
driver39	2017-11-01 08:57:00	2017-11-01 10:05:00	68.0	Break	1.0	6.0	none	none	uninterrupted	B_T1	0	5	
driver39	2017-11-01 10:05:00	2017-11-01 10:08:00	3.0	Driving	1.0	6.0	none	none	none	A	0	5	
driver39	2017-11-01 10:08:00	2017-11-01 10:30:00	22.0	Break	1.0	6.0	none	none	none	none	0	5	
