Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver1	2017-03-01 16:20:00	2017-03-01 18:39:00	139.0	Driving	1.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver1	2017-03-01 18:39:00	2017-03-01 18:40:00	1.0	Other	1.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver1	2017-03-01 18:40:00	2017-04-01 09:25:00	885.0	Break	1.0	2.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver19	2017-05-01 15:58:00	2017-05-01 18:44:00	166.0	Driving	1.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver19	2017-05-01 18:44:00	2017-06-01 10:16:00	932.0	Break	1.0	2.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver52	2017-05-01 17:22:00	2017-05-01 19:13:00	111.0	Driving	2.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver52	2017-05-01 19:13:00	2017-06-01 08:36:00	803.0	Break	2.0	2.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver52	2017-01-15 18:11:00	2017-01-15 21:11:00	180.0	Driving	4.0	11.0	ndd	unique	uninterrupted	A	1	11	
driver52	2017-01-15 21:11:00	2017-01-16 11:37:00	866.0	Break	4.0	11.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver53	2017-01-15 02:08:00	2017-01-15 03:40:00	92.0	Driving	3.0	10.0	ndd	unique	uninterrupted	A	1	11	
driver53	2017-01-15 03:40:00	2017-01-15 23:17:00	1177.0	Break	3.0	10.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver55	2017-01-01 01:46:00	2017-01-01 01:51:00	5.0	Break	1.0	1.0	ndd	unique	uninterrupted	B_T0	1	11	
driver55	2017-01-01 01:51:00	2017-01-01 01:52:00	1.0	Other	1.0	1.0	ndd	unique	uninterrupted	A	1	11	
driver55	2017-01-01 01:52:00	2017-01-01 01:53:00	1.0	Driving	1.0	1.0	ndd	unique	uninterrupted	A	1	11	
driver55	2017-01-01 01:53:00	2017-01-01 15:03:00	790.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver59	2017-08-01 16:10:00	2017-08-01 19:37:00	207.0	Driving	3.0	7.0	ndd	unique	uninterrupted	A	1	11	
driver59	2017-08-01 19:37:00	2017-08-01 19:39:00	2.0	Other	3.0	7.0	ndd	unique	uninterrupted	A	1	11	
driver59	2017-08-01 19:39:00	2017-09-01 15:01:00	1162.0	Break	3.0	7.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver64	2017-08-01 19:01:00	2017-08-01 22:25:00	204.0	Driving	2.0	6.0	ndd	unique	uninterrupted	A	1	11	
driver64	2017-08-01 22:25:00	2017-09-01 20:33:00	1328.0	Break	2.0	6.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver70	2017-04-01 01:38:00	2017-04-01 01:45:00	7.0	Break	1.0	1.0	ndd	unique	uninterrupted	B_T0	1	11	
driver70	2017-04-01 01:47:00	2017-04-01 18:47:00	1020.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver75	2017-01-01 00:06:00	2017-01-01 11:10:00	664.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver76	2017-01-13 19:01:00	2017-01-14 12:33:00	1052.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver89	2017-12-01 10:13:00	2017-12-01 10:17:00	4.0	Idle	2.0	8.0	ndd	unique	uninterrupted	I	1	11	
driver89	2017-12-01 10:17:00	2017-01-13 08:06:00	1309.0	Break	2.0	8.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver90	2017-11-01 17:03:00	2017-12-01 08:00:00	897.0	Break	2.0	8.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver92	2017-05-01 13:01:00	2017-06-01 10:09:00	1268.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver104	2017-02-01 09:15:00	2017-02-01 09:43:00	28.0	Other	1.0	1.0	ndd	unique	uninterrupted	A	1	11	
driver104	2017-03-01 00:49:00	2017-03-01 22:37:00	1308.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver113	2017-03-01 15:59:00	2017-03-01 16:04:00	5.0	Other	1.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver113	2017-03-01 16:04:00	2017-03-01 18:41:00	157.0	Driving	1.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver113	2017-03-01 18:41:00	2017-04-01 07:15:00	754.0	Break	1.0	2.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver115	2017-03-01 20:01:00	2017-04-01 16:00:00	1199.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver124	2017-03-01 20:01:00	2017-04-01 16:06:00	1205.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver127	2017-05-01 13:31:00	2017-05-01 17:34:00	243.0	Driving	2.0	3.0	ndd	unique	uninterrupted	A	1	11	
driver127	2017-05-01 17:34:00	2017-06-01 05:40:00	726.0	Break	2.0	3.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver128	2017-04-01 10:03:00	2017-04-01 22:23:00	740.0	Break	1.0	1.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver131	2017-01-01 17:51:00	2017-01-01 21:33:00	222.0	Driving	1.0	2.0	ndd	unique	uninterrupted	A	1	11	
driver131	2017-01-01 21:33:00	2017-02-01 08:57:00	684.0	Break	1.0	2.0	ndd	unique	uninterrupted	DR_T1	1	11	
driver134	2017-04-01 16:40:00	2017-04-01 20:54:00	254.0	Driving	2.0	3.0	ndd	unique	uninterrupted	A	1	11	
