Driver	DateTimeStart	DateTimeEnd	Duration	Activity	Week	Day	DayType	Sequence	BreakType	Token	Legal	Cluster	ZenoInfo
driver1	2017-11-01 17:19:00	2017-11-01 17:24:00	5.0	Driving	2.0	9.0	ndd	unique	split_1	A	1	9	
driver1	2017-11-01 17:24:00	2017-11-01 17:41:00	17.0	Break	2.0	9.0	ndd	unique	split_1	B_T2	1	9	
driver1	2017-11-01 17:41:00	2017-11-01 17:46:00	5.0	Driving	2.0	9.0	ndd	unique	split_2	A	1	9	
driver1	2017-11-01 17:46:00	2017-11-01 20:49:00	183.0	Break	2.0	9.0	ndd	unique	split_2	DR_T3	1	9	
driver3	2017-01-15 07:55:00	2017-01-15 08:46:00	51.0	Driving	3.0	10.0	ndd	unique	split_1	A	1	9	
driver3	2017-01-15 08:46:00	2017-01-15 09:12:00	26.0	Break	3.0	10.0	ndd	unique	split_1	B_T2	1	9	
driver3	2017-01-15 09:12:00	2017-01-15 10:33:00	81.0	Driving	3.0	10.0	ndd	unique	split_2	A	1	9	
driver3	2017-01-15 10:33:00	2017-01-15 20:28:00	595.0	Break	3.0	10.0	ndd	unique	split_2	DR_T4	1	9	
driver7	2017-08-01 21:38:00	2017-08-01 21:40:00	2.0	Driving	3.0	8.0	ndd	unique	split_1	A	1	9	
driver7	2017-08-01 21:40:00	2017-08-01 22:02:00	22.0	Break	3.0	8.0	ndd	unique	split_1	B_T2	1	9	
driver7	2017-08-01 22:02:00	2017-08-01 23:51:00	109.0	Driving	3.0	8.0	ndd	unique	split_2	A	1	9	
driver7	2017-08-01 23:51:00	2017-09-01 08:54:00	543.0	Break	3.0	8.0	ndd	unique	split_2	DR_T4	1	9	
driver9	2017-05-01 16:12:00	2017-05-01 16:15:00	3.0	Driving	1.0	6.0	ndd	unique	split_1	A	1	9	
driver9	2017-05-01 16:15:00	2017-05-01 16:21:00	6.0	Break	1.0	6.0	ndd	unique	split_1	B_T0	1	9	
driver9	2017-05-01 16:21:00	2017-05-01 16:22:00	1.0	Driving	1.0	6.0	ndd	unique	split_1	A	1	9	
